video_id,file_name,original_structure_formula,video_type,audience_trigger_type,audience_detail,age_trigger,identity_trigger,body_state_trigger,pain_point_trigger,result_trigger,risk_trigger,opening_style,opening_trigger_condition,opening_abrupt_risk,middle_delivery_type,middle_evidence_type,middle_fulfillment_level,ending_style,ending_trigger_condition,ending_abrupt_risk,transition_rule,rough_cut_start_advice,rough_cut_end_advice,discard_condition,manual_review_items,confidence,evidence
fv_0052,产后尴尬漏氵只需一个小球帮你.mp4,痛点问题 + 原因解释 + 方法交付,body_care_knowledge,身份点名,产后妈妈/宝妈；漏尿/漏水/漏气人群,无显式年龄,产后妈妈/宝妈,漏尿/漏水/漏气人群,漏尿漏水尴尬,漏尿漏水改善,单一方法过度承诺；效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：漏尿漏水改善。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：单一方法过度承诺；效果承诺风险。,分步口令/计数教学；单动作循环演示；图解/解剖辅助说明；原因解释/归因讲解,字幕口令/次数证据；连续动作帧证据；图示/标注证据；口播或字幕解释证据,高：开头问题、中段动作/解释、结尾收束基本闭环,动作完成/视觉定型收束,适合动作教学类素材，保留动作完成位或定型姿态。,如果动作还没完成就切掉，结尾会断。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到动作定型或最后一次完整循环结束，避免切在半个动作。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,业务事实待确认：小球对产后漏气的实际效果；医学机制表述准确性,high_existing_analysis,"时间码：00:00:00.000,00:00:03.673,00:00:07.347,00:00:11.020,00:00:14.694,00:00:18.367；关键帧：T0:坐球+字幕点题；T1:侧坐+‘一坐很费劲’；T2:持杯坐球+‘所以多练小球’；T3:转圈100次指令；T4:‘因为你这样上下’动作示范；T5:插图标注‘如果漏水尴尬的问题’；证据索引：T0:坐球+字幕点题"
fv_0053,产后扁平臀.mp4,痛点可视化 + 解决方案 + 效果对比 + 行动指令,body_care_knowledge,身份点名,产后妈妈/宝妈；臀凹陷/妈妈臀/扁平臀,无显式年龄,产后妈妈/宝妈,臀凹陷/妈妈臀/扁平臀,妈妈臀/臀凹陷/臀扁平；假胯宽/骨盆外翻/体态问题,无明确结果触发,无明确风险触发,痛点可视化/问题先抛型,适合能把身体困扰具体化的素材；本条痛点锚点：妈妈臀/臀凹陷/臀扁平；假胯宽/骨盆外翻/体态问题。,如果痛点太大但中段只给无关动作，开头会显得焦虑化且不兑现。,错误-正确对比拆解；图解/解剖辅助说明,对比画面/反例证据；图示/标注证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,痛点开头后必须接原因、动作或可见方案，结尾用跟练/注意事项收住。,向前保留痛点出现前的主语和第一帧痛点画面，不能只截结果词。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,‘练出圆润桃臀’效果承诺需业务事实待确认,high_existing_analysis,"时间码：00:00:00.000,00:00:04.017,00:00:08.034,00:00:12.051,00:00:16.068,00:00:20.085；关键帧：帧1跪姿夹球起始；帧2动态夹球+‘越练越好看’；帧3背视臀部+解剖图+‘胯部多余肉肉’；帧4仰卧夹球；帧5骨盆示意图+‘慢慢变JZ’；帧6侧卧夹球+‘也能练出圆润桃臀’；证据索引：帧1跪姿夹球起始"
fv_0054,产后漏尿尴尬.mp4,痛点可视化 + 解决方案 + 效果对比 + 行动指令,body_care_knowledge,身份点名,产后妈妈/宝妈；漏尿/漏水/漏气人群；练错动作/误区人群,无显式年龄,产后妈妈/宝妈,漏尿/漏水/漏气人群；练错动作/误区人群,漏尿漏水尴尬；练错动作/误区,无明确结果触发,医学/健康边界风险,痛点可视化/问题先抛型,适合能把身体困扰具体化的素材；本条痛点锚点：漏尿漏水尴尬；练错动作/误区。,如果痛点太大但中段只给无关动作，开头会显得焦虑化且不兑现。 风险词需要克制处理：医学/健康边界风险。,错误-正确对比拆解；分步口令/计数教学；图解/解剖辅助说明；原因解释/归因讲解,对比画面/反例证据；字幕口令/次数证据；图示/标注证据；口播或字幕解释证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,风险提醒收束,适合误区、禁忌、健康边界较强的内容，结尾要留到提醒说完。,如果前文没有解释风险来源，结尾突然提醒会像吓人。,痛点开头后必须接原因、动作或可见方案，结尾用跟练/注意事项收住。,向前保留痛点出现前的主语和第一帧痛点画面，不能只截结果词。,必须留到风险提醒/注意事项完整说完，必要时向后多留3-10秒。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,漏尿效果承诺需医学依据；解剖图标注准确性待确认,high_existing_analysis,"时间码：00:00:00,00:00:04.57,00:00:09.14,00:00:13.71,00:00:18.28,00:00:22.85；关键帧：F1:提臀动作示范；F2:归因久坐；F3:盆底肌图示+文字；F4:转圈训练；F5:继续训练；F6:漏尿尴尬结果；证据索引：F1:提臀动作示范"
fv_0055,产后漏水不用愁一个小球帮你改变.mp4,痛点可视化 + 解决方案 + 效果对比 + 行动指令,problem_solution,身份点名,产后妈妈/宝妈；漏尿/漏水/漏气人群,无显式年龄,产后妈妈/宝妈,漏尿/漏水/漏气人群,漏尿漏水尴尬,漏尿漏水改善,单一方法过度承诺；医学/健康边界风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：漏尿漏水改善。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：单一方法过度承诺；医学/健康边界风险。,分步口令/计数教学；单动作循环演示；图解/解剖辅助说明,字幕口令/次数证据；连续动作帧证据；图示/标注证据,高：开头问题、中段动作/解释、结尾收束基本闭环,风险提醒收束,适合误区、禁忌、健康边界较强的内容，结尾要留到提醒说完。,如果前文没有解释风险来源，结尾突然提醒会像吓人。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,必须留到风险提醒/注意事项完整说完，必要时向后多留3-10秒。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,业务事实待确认：小球对产后漏尿效果无临床依据,high_existing_analysis,"时间码：00:00:00,00:00:05,00:00:10,00:00:15,00:00:20,00:00:25；关键帧：00:00坐姿引出问题；00:05展示盆底肌图+提臀100次；00:10左右提臀；00:15装球100次；00:20坐球提醒；00:25完成坐姿反馈；证据索引：00:00坐姿引出问题"
fv_0056,产后盆底高张一个动作帮你改善.mp4,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,body_care_knowledge,身份点名,产后妈妈/宝妈；盆底高张/疼痛不适,无显式年龄,产后妈妈/宝妈,盆底高张/疼痛不适,盆底高张疼痛,无明确结果触发,单一方法过度承诺；医学/健康边界风险；效果承诺风险,痛点可视化/问题先抛型,适合能把身体困扰具体化的素材；本条痛点锚点：盆底高张疼痛。,如果痛点太大但中段只给无关动作，开头会显得焦虑化且不兑现。 风险词需要克制处理：单一方法过度承诺；医学/健康边界风险；效果承诺风险。,分步口令/计数教学,字幕口令/次数证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,痛点开头后必须接原因、动作或可见方案，结尾用跟练/注意事项收住。,向前保留痛点出现前的主语和第一帧痛点画面，不能只截结果词。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,业务事实待确认：盆底高张是否适用该动作；效果承诺需医学依据,high_existing_analysis,"时间码：00:00:00.000,00:00:04.310,00:00:08.619,00:00:12.929,00:00:17.238,00:00:21.548；关键帧：0s标题定调；4.3s微笑引导；8.6s手抱脚尖；12.9s膝部微动；17.2s闭眼专注；21.5s收尾感受；证据索引：0s标题定调"
fv_0057,产后膨出脱垂只需一个动作搞定.mp4,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,body_care_knowledge,身份点名,产后妈妈/宝妈；膨出/脱垂/下垂,无显式年龄,产后妈妈/宝妈,膨出/脱垂/下垂,膨出脱垂/下垂,无明确结果触发,单一方法过度承诺；医学/健康边界风险,痛点可视化/问题先抛型,适合能把身体困扰具体化的素材；本条痛点锚点：膨出脱垂/下垂。,如果痛点太大但中段只给无关动作，开头会显得焦虑化且不兑现。 风险词需要克制处理：单一方法过度承诺；医学/健康边界风险。,分步口令/计数教学,字幕口令/次数证据,高：开头问题、中段动作/解释、结尾收束基本闭环,动作完成/视觉定型收束,适合动作教学类素材，保留动作完成位或定型姿态。,如果动作还没完成就切掉，结尾会断。,痛点开头后必须接原因、动作或可见方案，结尾用跟练/注意事项收住。,向前保留痛点出现前的主语和第一帧痛点画面，不能只截结果词。,留到动作定型或最后一次完整循环结束，避免切在半个动作。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,效果承诺‘只需一个动作搞定’需业务事实待确认,high_existing_analysis,"时间码：00:00:00,00:00:14,00:00:29,00:00:44,00:00:59,00:01:14；关键帧：00:00:00侧身准备；00:00:14吸气；00:00:29收盆底；00:00:44耻骨上提；00:00:59腹下翻；00:01:14收放完成微笑；证据索引：00:00:00侧身准备"
fv_0058,产后臀凹陷一个动作帮你改变.mp4,痛点可视化 + 解决方案 + 效果对比 + 行动指令,body_care_knowledge,身份点名,产后妈妈/宝妈；女性/姐妹；盆底松弛/盆底无力；臀凹陷/妈妈臀/扁平臀,无显式年龄,产后妈妈/宝妈；女性/姐妹,盆底松弛/盆底无力；臀凹陷/妈妈臀/扁平臀,盆底松弛无力；妈妈臀/臀凹陷/臀扁平；假胯宽/骨盆外翻/体态问题,无明确结果触发,单一方法过度承诺；效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：无明确结果触发。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：单一方法过度承诺；效果承诺风险。,分步口令/计数教学；单动作循环演示,字幕口令/次数证据；连续动作帧证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,业务事实待确认：臀凹陷是否可单动作改变；效果承诺需医学依据,high_existing_analysis,时间码：00:00:00.000-00:00:12.980；关键帧：六帧均显示女性仰卧屈膝夹球做臀桥，字幕统一强调‘骨盆核心收紧’与呼吸节奏，动作从起始位→顶峰→回落循环；证据索引：六帧均显示女性仰卧屈膝夹球做臀桥，字幕统一强调‘骨盆核心收紧’与呼吸节奏，动作从起始位→顶峰→回落循环
fv_0059,产后骨盆外翻一个动作告别困扰.mp4,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,body_care_knowledge,身份点名,产后妈妈/宝妈；女性/姐妹,无显式年龄,产后妈妈/宝妈；女性/姐妹,无显式身体状态,假胯宽/骨盆外翻/体态问题,无明确结果触发,单一方法过度承诺；效果承诺风险,痛点可视化/问题先抛型,适合能把身体困扰具体化的素材；本条痛点锚点：假胯宽/骨盆外翻/体态问题。,如果痛点太大但中段只给无关动作，开头会显得焦虑化且不兑现。 风险词需要克制处理：单一方法过度承诺；效果承诺风险。,分步口令/计数教学,字幕口令/次数证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,痛点开头后必须接原因、动作或可见方案，结尾用跟练/注意事项收住。,向前保留痛点出现前的主语和第一帧痛点画面，不能只截结果词。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,效果承诺‘告别困扰’需业务事实待确认,high_existing_analysis,"时间码：00:00:00,00:00:08,00:00:16,00:00:24,00:00:33,00:00:41；关键帧：六帧均为同一女性坐姿演示抱膝动作，字幕依次为：痛点标题→‘首先’→‘在这个姿势下’→‘用盆底肌带动’→‘放在手肘处’→‘左右各1分钟’；证据索引：六帧均为同一女性坐姿演示抱膝动作，字幕依次为：痛点标题→‘首先’→‘在这个姿势下’→‘用盆底肌带动’→‘放在手肘处’→‘左右各1分钟’"
fv_0060,产后骨盆外翻一个动作帮你回正6.11.mp4,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,movement_correction,身份点名,产后妈妈/宝妈；女性/姐妹,无显式年龄,产后妈妈/宝妈；女性/姐妹,无显式身体状态,假胯宽/骨盆外翻/体态问题,无明确结果触发,单一方法过度承诺,痛点可视化/问题先抛型,适合能把身体困扰具体化的素材；本条痛点锚点：假胯宽/骨盆外翻/体态问题。,如果痛点太大但中段只给无关动作，开头会显得焦虑化且不兑现。 风险词需要克制处理：单一方法过度承诺。,分步口令/计数教学,字幕口令/次数证据,高：开头问题、中段动作/解释、结尾收束基本闭环,动作完成/视觉定型收束,适合动作教学类素材，保留动作完成位或定型姿态。,如果动作还没完成就切掉，结尾会断。,痛点开头后必须接原因、动作或可见方案，结尾用跟练/注意事项收住。,向前保留痛点出现前的主语和第一帧痛点画面，不能只截结果词。,留到动作定型或最后一次完整循环结束，避免切在半个动作。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,业务事实待确认：骨盆外翻诊断标准、单动作矫正有效性,high_existing_analysis,"时间码：00:00:00,00:00:14.995,00:00:29.991,00:00:44.986,00:00:59.982,00:01:14.977；关键帧：六帧均展示同一女性盘坐演示骨盆调整动作，字幕依次为痛点陈述、动作要领、节奏引导、收放指令；证据索引：六帧均展示同一女性盘坐演示骨盆调整动作，字幕依次为痛点陈述、动作要领、节奏引导、收放指令"
fv_0061,会跳舞的臀你想拥有吗？.mp4,人群点名 + 低门槛动作 + 坚持建议,body_care_knowledge,身体状态点名,盆底松弛/盆底无力,无显式年龄,无显式身份,盆底松弛/盆底无力,盆底松弛无力；假胯宽/骨盆外翻/体态问题,臀翘/臀饱满/蜜桃臀,效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：臀翘/臀饱满/蜜桃臀。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：效果承诺风险。,分步口令/计数教学,字幕口令/次数证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,动作被遮挡、缺发力点/方向/次数，或只剩结果口号时放弃。,‘完美臀’‘会跳舞的臀’等效果承诺需业务事实待确认,high_existing_analysis,时间码：00:00:00.000-00:00:10.634；关键帧：0s：坐姿侧视+‘想要拥有完美臀’；2s：坐姿后视+‘首要疏通灵活胯部’；4s：同姿+‘日常坚持练习这个动作’；6s：跪姿+‘既能塑形’；8s：同姿+‘又能收紧腰线’；10s：同姿+‘由内而外改善身材比例’；证据索引：0s：坐姿侧视+‘想要拥有完美臀’
fv_0062,会跳舞的蜜桃臀你想要拥有吗？6.11.mp4,人群点名 + 低门槛动作 + 坚持建议,body_care_knowledge,身体状态点名,盆底松弛/盆底无力；臀凹陷/妈妈臀/扁平臀,无显式年龄,无显式身份,盆底松弛/盆底无力；臀凹陷/妈妈臀/扁平臀,盆底松弛无力,臀翘/臀饱满/蜜桃臀；腰细/胯小/腿细,效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：臀翘/臀饱满/蜜桃臀；腰细/胯小/腿细。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：效果承诺风险。,多角度动作演示+功能说明,效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,动作被遮挡、缺发力点/方向/次数，或只剩结果口号时放弃。,‘蜜桃臀’效果承诺需业务事实待确认,high_existing_analysis,时间码：00:00:00.000-00:00:10.634；关键帧：0s背坐显臀线；2s侧笑展腰臀；4s同姿强调练习；6s侧坐塑形；8s后视收腰；10s俯身调比例；证据索引：0s背坐显臀线
fv_0063,停水停电这个动作帮你改变.mp4,错误动作 + 正确动作 + 原因解释,movement_correction,动作状态点名,练错动作/误区人群,无显式年龄,无显式身份,练错动作/误区人群,练错动作/误区,无明确结果触发,无明确风险触发,误区/错误先抛型,适合已有错误动作、错误认知或反面案例的素材，开头后必须马上解释为什么错。,如果只保留错误/恐吓画面，后面不接同一问题的原因和正确做法，会突兀。,分步口令/计数教学；原因解释/归因讲解,字幕口令/次数证据；口播或字幕解释证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,结果/价值重申收束,适合结果前置或痛点解决类视频，用结果回扣前文价值。,如果结果承诺没有过程证据，结尾会显得夸大。,错误/误区开头后必须接同一错误的原因解释，再接正确动作；结尾用定型或安全提醒。,从错误动作或误区字幕完整出现处开始，保留观众能识别错误的画面。,留到结果回扣前文价值，不要额外拼接新结果。,看不出错误和正确差异，或错误后没有解释/正确动作时放弃。,业务事实待确认,high_existing_analysis,"时间码：00:00:00.000,00:00:12.660,00:00:25.319,00:00:37.979,00:00:50.638,00:01:03.298；关键帧：00:00:00：痛点提问；00:00:12：拨开动作；00:00:25：动作命名；00:00:37：收放指令；00:00:50：盆底带动；00:01:03：效果反馈；证据索引：00:00:00：痛点提问"
fv_0064,前壁膨出一个小球帮你改变.mp4,痛点可视化 + 解决方案 + 效果对比 + 行动指令,body_care_knowledge,身体状态点名,膨出/脱垂/下垂,无显式年龄,无显式身份,膨出/脱垂/下垂,膨出脱垂/下垂；假胯宽/骨盆外翻/体态问题,无明确结果触发,单一方法过度承诺；医学/健康边界风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：无明确结果触发。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：单一方法过度承诺；医学/健康边界风险。,分步口令/计数教学,字幕口令/次数证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,业务事实待确认：前壁膨出与小球训练的医学关联性,high_existing_analysis,"时间码：00:00:00,00:00:08,00:00:17,00:00:26,00:00:35,00:00:44；关键帧：1.指天示意+字幕‘都跟我做’；2.坐姿感受‘发力的感觉’；3.箭头指示‘耻骨向下压’；4.手推耻骨‘往后耻骨往上’；5.手按球‘让这个球帮你滚起来’；6.握拳微笑‘能紧能松’；证据索引：1.指天示意+字幕‘都跟我做’"
fv_0065,口子闭合不上一个小球告别困扰.mp4,痛点问题 + 原因解释 + 方法交付,problem_solution,身体状态点名,盆底松弛/盆底无力,无显式年龄,无显式身份,盆底松弛/盆底无力,盆底松弛无力,无明确结果触发,单一方法过度承诺；效果承诺风险,痛点可视化/问题先抛型,适合能把身体困扰具体化的素材；本条痛点锚点：盆底松弛无力。,如果痛点太大但中段只给无关动作，开头会显得焦虑化且不兑现。 风险词需要克制处理：单一方法过度承诺；效果承诺风险。,分步口令/计数教学,字幕口令/次数证据,高：开头问题、中段动作/解释、结尾收束基本闭环,结果/价值重申收束,适合结果前置或痛点解决类视频，用结果回扣前文价值。,如果结果承诺没有过程证据，结尾会显得夸大。,痛点开头后必须接原因、动作或可见方案，结尾用跟练/注意事项收住。,向前保留痛点出现前的主语和第一帧痛点画面，不能只截结果词。,留到结果回扣前文价值，不要额外拼接新结果。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,业务事实待确认：小球对‘口子闭合不上’的医学有效性,high_existing_analysis,"时间码：00:00:00,00:00:09.636,00:00:19.272,00:00:28.909,00:00:38.545,00:00:48.181；关键帧：0s：嘴微张示意问题；9.6s：手比划中后端；19.3s：坐小球准备；28.9s：左右滚动动作；38.5s：球辅助发力说明；48.2s：强调动作针对性；证据索引：0s：嘴微张示意问题"
fv_0066,只练这几个动作拥有八爪鱼般抓握力6.15.mp4,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,sports_teaching,年龄点名,40岁/40+女性；女性/姐妹,40岁/40+女性,女性/姐妹,无显式身体状态,无明确痛点触发,盆底紧致/八爪鱼/抓握力；体态改善/抗衰状态,无明确风险触发,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：盆底紧致/八爪鱼/抓握力；体态改善/抗衰状态。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。,分步口令/计数教学；原因解释/归因讲解,字幕口令/次数证据；口播或字幕解释证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,‘八爪鱼般抓握力’效果承诺需业务事实待确认,high_existing_analysis,"时间码：00:00:00.000, 00:00:03.330, 00:00:06.659, 00:00:09.989, 00:00:13.318, 00:00:16.648；关键帧：0s坐姿引题；3.3s跪姿准备；6.7s仰卧桥式；10s仰卧抬腿；13.3s仰卧屈膝；16.6s坐姿收尾，全程字幕强化‘只练这几个动作’核心信息；证据索引：0s坐姿引题"
fv_0067,只需一个动作小腹凸出不见了.mp4,痛点可视化 + 解决方案 + 效果对比 + 行动指令,movement_correction,身体状态点名,盆底松弛/盆底无力；小腹凸/悬垂腹/腹压问题,无显式年龄,无显式身份,盆底松弛/盆底无力；小腹凸/悬垂腹/腹压问题,盆底松弛无力；小腹凸/腹压/悬垂腹,小腹平/肚子平,单一方法过度承诺；效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：小腹平/肚子平。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：单一方法过度承诺；效果承诺风险。,分步口令/计数教学,字幕口令/次数证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,业务事实待确认：小腹凸出消失是否仅由该动作导致,high_existing_analysis,"时间码：00:00:00,00:00:08,00:00:17,00:00:25,00:00:34,00:00:42；关键帧：00:00:00坐姿小腹微凸；00:00:08压球前侧；00:00:17呼气收紧上提；00:00:25引导共做；00:00:34收放节奏；00:00:42放松收尾；证据索引：00:00:00坐姿小腹微凸"
fv_0068,只需一个动作收腰收胯收盆底.mp4,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,body_care_knowledge,身体状态点名,盆底松弛/盆底无力；小腹凸/悬垂腹/腹压问题；练错动作/误区人群,无显式年龄,无显式身份,盆底松弛/盆底无力；小腹凸/悬垂腹/腹压问题；练错动作/误区人群,盆底松弛无力；小腹凸/腹压/悬垂腹；假胯宽/骨盆外翻/体态问题；练错动作/误区,盆底紧致/八爪鱼/抓握力；腰细/胯小/腿细,高发误区/比例刺激；单一方法过度承诺,误区/错误先抛型,适合已有错误动作、错误认知或反面案例的素材，开头后必须马上解释为什么错。,如果只保留错误/恐吓画面，后面不接同一问题的原因和正确做法，会突兀。 风险词需要克制处理：高发误区/比例刺激；单一方法过度承诺。,分步口令/计数教学；图解/解剖辅助说明,字幕口令/次数证据；图示/标注证据,高：开头问题、中段动作/解释、结尾收束基本闭环,结果/价值重申收束,适合结果前置或痛点解决类视频，用结果回扣前文价值。,如果结果承诺没有过程证据，结尾会显得夸大。,错误/误区开头后必须接同一错误的原因解释，再接正确动作；结尾用定型或安全提醒。,从错误动作或误区字幕完整出现处开始，保留观众能识别错误的画面。,留到结果回扣前文价值，不要额外拼接新结果。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,业务事实待确认：收盆底动作效果承诺需医学依据,high_existing_analysis,"时间码：00:00, 00:06, 00:12, 00:19, 00:25, 00:32；关键帧：00:00误用腹部发力图示；00:06双脚打开准备；00:12骨盆卷动；00:19收腰收胯；00:25收盆底箭头提示；00:32口令总结；证据索引：00:00误用腹部发力图示"
fv_0069,只需一个动作改善悬垂腹内压力6.15.mp4,痛点问题 + 原因解释 + 方法交付,movement_correction,身体状态点名,小腹凸/悬垂腹/腹压问题,无显式年龄,无显式身份,小腹凸/悬垂腹/腹压问题,小腹凸/腹压/悬垂腹；假胯宽/骨盆外翻/体态问题,无明确结果触发,单一方法过度承诺；效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：无明确结果触发。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：单一方法过度承诺；效果承诺风险。,分步口令/计数教学,字幕口令/次数证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,业务事实待确认：悬垂腹内压力改善效果、单动作有效性,high_existing_analysis,"时间码：00:00:00,00:00:02.52,00:00:05.04,00:00:07.56,00:00:10.09,00:00:12.61；关键帧：F1悬垂腹特写+标题；F2垫瑜伽球于腹部下方；F3释放腹内压力；F4带腹部肌肉归位；F5重新稳兜兜住；F6从根源改善总结；证据索引：F1悬垂腹特写+标题"
