video_id,file_name,source_path,duration_seconds,resolution,ali_recheck_status,ali_model_called,ali_analysis_route,ali_final_model,ali_confidence,old_video_type_primary,old_structure_formula,ali_video_type_primary,ali_structure_formula,ali_opening_trigger_type,ali_audience_triggers,ali_pain_point_triggers,ali_result_triggers,ali_risk_triggers,ali_middle_delivery_types,ali_ending_closure_types,ali_opening_timecode_evidence,ali_middle_timecode_evidence,ali_ending_timecode_evidence,ali_visual_evidence_summary,ali_fine_structure_summary,ali_transition_rule,ali_rough_cut_start_advice,ali_rough_cut_end_advice,ali_discard_condition,ali_manual_review_items,previous_rule_status,changed_from_previous,short_reason,frame_timecodes,metadata_ffprobe_status,ffmpeg_decode_status
fv_0055,产后漏水不用愁一个小球帮你改变.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后漏水不用愁一个小球帮你改变.mp4,25.472,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen-vl-max,high,problem_solution,痛点可视化 + 解决方案 + 效果对比 + 行动指令,problem_solution,痛点可视化 + 动作演示 + 效果对比 + 情绪化收尾,痛点可视化,产后女性；有漏尿困扰者,产后漏水；坐到球上不小心；漏尿的尴尬,一个小球帮你改变；小腹一定很平坦；漏尿的尴尬也没有啦,非医疗保健科普 仅供参考；效果承诺较绝对（‘一定很平坦’）；未说明适用人群限制,动作演示；图解；对比,结果重申；风险提醒；情绪化收尾,00:00:00.000：主讲人正面坐球，字幕‘产后漏水不用愁 一个小球帮你改变’；00:00:01.000：侧身坐姿，字幕‘当你不小心坐到’,00:00:04.585：前后移动100次动作；00:00:08.151：坐球特写+字幕‘又不小心坐到这个球上’；00:00:12.227：小腹对比图（平坦 vs 松弛）；00:00:16.302：盆底肌解剖示意图；00:00:20.378：上下拍击100次动作,00:00:25.122：卡通形象+字幕‘漏尿的尴尬也没有啦’，叠加‘非医疗保健科普 仅供参考’水印,画面中女性穿运动服坐粉色小球，演示坐球前后移动、上下拍击等动作；字幕依次出现痛点描述、动作指令、效果承诺；第12.227帧插入小腹对比图，第16.302帧插入盆底肌解剖示意简图；结尾用卡通形象强化情绪收束；每帧右上角均有‘非医疗保健科普 仅供参考’固定水印,以‘坐球’为核心动作，拆解为‘坐→前后移→再坐→上下拍’四步，穿插对比图与解剖图辅助理解，结尾用卡通形象完成情绪闭环,开头痛点由‘坐球意外’触发，中段通过重复性动作兑现‘小球改变’承诺，结尾用结果图+卡通形象完成情绪闭环，但动作逻辑链略跳跃（如未展示‘如何正确坐球’起始姿势）,从00:00:00.000开始，保留首帧完整字幕与人物正面入镜,截至00:00:25.122卡通图定格帧，确保‘漏尿尴尬也没有啦’字幕完整显示,若无‘非医疗保健科普 仅供参考’水印或字幕缺失，或动作演示中出现明确医疗术语/疗效断言（如‘治愈’‘根治’），应放弃,‘小腹一定很平坦’是否构成绝对化效果承诺；对比图中身体部位是否真实可比（是否存在修图误导）；解剖图是否准确且标注清晰,modified,旧结构称‘单动作分步演示+解剖图辅助’，实际中段含对比图与卡通情绪图，结尾非‘结果反馈+风险提醒’而是‘结果重申+风险提醒+情绪图’；‘行动指令’在画面中未显性出现（无明确‘现在试试’类口令/字幕），故降级为隐性动作引导,画面证据显示结构含对比图与卡通收尾，且无显性行动指令字幕；‘一定很平坦’等表述增强效果承诺强度，需人工复核合规性,00:00:00.000；00:00:01.000；00:00:04.585；00:00:08.151；00:00:12.227；00:00:16.302；00:00:20.378；00:00:25.122,success,success
fv_0056,产后盆底高张一个动作帮你改善.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后盆底高张一个动作帮你改善.mp4,21.548,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen-vl-max,high,body_care_knowledge,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,body_care_knowledge,痛点直给+单动作演示+持续时长提示+体验反馈提问,痛点可视化,产后女性；盆底肌高张者,产后盆底高张；盆底肌紧张,一个动作帮你改善；帮你快速的；有没有变得更加轻松,效果承诺（帮你改善/快速）；未明确说明适用前提与禁忌,动作演示；口令引导；感官提示,结果重申；体验反馈提问,00:00:00.000（标题字幕‘产后盆底高张 一个动作帮你改善’+坐姿准备态）、00:00:01.000（口播‘如果你的盆底肌’+坐椅起始姿势）,00:00:03.879（双脚脚心相对准备）、00:00:06.895（拉向会Y动作）、00:00:10.343（维持姿势）、00:00:13.791（持续保持）、00:00:17.238（连续做2分钟提示）,00:00:21.198（微笑收尾+‘有没有变得更加轻松’字幕）,画面始终为同一女性在室内演示单一坐姿动作：起始坐地用球→换椅坐→双脚脚心相对→双手拉脚踝向会阴方向→维持姿势→结尾提问式反馈；全程顶部固定标题字幕‘产后盆底高张 一个动作帮你改善’，左侧竖排小字‘传播女性正能量 拒绝焦虑’；无图解、无对比、无他人出镜,以固定标题贯穿全片，通过7个关键帧完成‘问题指出-动作分解-维持时长-体验反馈’闭环，动作无切换仅微调体位,开头痛点字幕直接引出动作必要性，中段通过连续坐姿调整兑现‘一个动作’承诺，结尾以主观感受提问收束，形成‘问题→方案→验证’逻辑链,从00:00:00.000开始，保留标题字幕与初始坐姿，剔除前0.5秒黑场（若存在）,截至于00:00:21.198帧后0.5秒内，确保‘有没有变得更加轻松’字幕完整显示且人物表情自然结束,若动作演示中出现骨盆明显代偿、腰椎过度前凸或呼吸紊乱等风险体态，或字幕含‘治愈’‘根治’等绝对化表述,‘帮你快速的’是否构成效果承诺过界；‘拉向我们的会Y’字幕是否存在术语不规范；动作过程中是否有不可见的代偿细节需逐帧核查,modified,旧结构称‘分步动作引导+感官提示’基本成立，但‘人群点名’未显性出现（仅隐含于标题），故将opening_trigger_type由‘人群点名’修正为‘痛点可视化’；结尾非‘体验收束+轻量行动指令’而是‘结果重申+提问反馈’，故ending_closure_types调整,画面证据显示无明确身份称呼（如‘宝妈们’），仅靠标题与问题词触发受众；动作演示为单一流程无分步拆解，结尾为开放式提问而非指令句，与旧结构存在三处关键偏差,00:00:00.000；00:00:01.000；00:00:03.879；00:00:06.895；00:00:10.343；00:00:13.791；00:00:17.238；00:00:21.198,success,success
fv_0057,产后膨出脱垂只需一个动作搞定.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后膨出脱垂只需一个动作搞定.mp4,74.048,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen3-vl-plus,high,body_care_knowledge,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,body_care_knowledge,痛点可视化+动作预告 + 分步动作演示+呼吸口令同步 + 动作完成收束+轻号召,痛点可视化,产后女性；久坐人群；盆底肌松弛者,产后膨出脱垂；坐久了；腹部松弛,只需一个动作搞定；都做这个动作,仅医疗保健科普 仅供参考；效果承诺模糊（‘搞定’未限定程度）,动作演示；口令指令；体位调整提示,动作完成；轻行动号召,00:00:00.000（主标题字幕‘产后膨出脱垂 只需一个动作搞定’+人物坐姿展示）；00:00:01.000（同场景，强化标题）,00:00:13.329（‘坐久了’字幕+抱球坐姿）；00:00:23.695（‘放松我们的腹部’+侧身跪姿）；00:00:35.543（‘呼气收紧’+前倾收腹动作）；00:00:47.391（‘收盆底提耻骨’+侧视讲解）；00:00:59.238（‘放松’+回正姿态）；00:01:13.698（‘都做这个动作’+正面微笑收尾）,failed,画面中人物始终在瑜伽垫上进行坐姿/跪姿盆底肌训练动作；字幕依次出现痛点描述、动作指令（坐久、放松腹部、呼气收紧、收盆底提耻骨、放松）、结果引导（只需一个动作搞定、都做这个动作）；背景固定，无场景切换；所有帧均含‘非医疗保健科普 仅供参考’竖排小字,以单个核心动作（坐姿盆底收缩）为轴心，通过6个关键帧分步呈现准备→启动→执行→维持→放松→号召的闭环流程,开头痛点字幕直接引出中段具体动作步骤；结尾‘都做这个动作’呼应开头‘只需一个动作搞定’，形成承诺-兑现闭环,从00:00:00.000开始，保留主标题字幕完整呈现（至少1.5秒）,截至于00:01:13.698帧后0.5秒内，确保‘都做这个动作’字幕完整可见且人物表情自然收束,若实际成片中缺失‘仅供参考’免责声明字幕，或出现‘治愈’‘根治’等绝对化疗效表述，则应放弃,字幕‘只需一个动作搞定’是否易引发过度承诺误解；‘收盆底提耻骨’动作是否准确对应解剖术语（需医学顾问核验）,confirmed,旧结构‘坚持建议’未在contact sheet中显性体现（无文字/动作提示‘每天X次’），故中段描述修正为‘分步动作演示+呼吸口令同步’，结尾去除非证据项‘正向反馈’，改为‘动作完成+轻号召’,contact sheet八帧完整覆盖痛点→动作分解→收束全流程，字幕与动作严格同步，无跳跃；唯一偏差是旧结构预设的‘坚持建议’未出现，故按实证修正,00:00:00.000；00:00:01.000；00:00:13.329；00:00:23.695；00:00:35.543；00:00:47.391；00:00:59.238；00:01:13.698,success,success
fv_0058,产后臀凹陷一个动作帮你改变.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后臀凹陷一个动作帮你改变.mp4,12.98,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen-vl-max,high,body_care_knowledge,痛点可视化 + 解决方案 + 效果对比 + 行动指令,movement_correction,痛点可视化 + 单动作分步演示 + 呼吸口令同步 + 结果复现,痛点可视化,产后女性；臀部凹陷者,产后臀凹陷；肚子小了臀部翘了大腿瘦了,一个动作帮你改变,效果承诺过强（‘帮你改变’未限定条件）；医学边界模糊（未说明适用人群禁忌）,动作演示；呼吸口令；字幕强化,动作完成；结果复现,00:00:00.000：坐姿面对镜头，字幕‘产后臀凹陷 一个动作帮你改变’；00:00:01.000：已转为仰卧准备位，字幕同步‘王炸🔥臀桥’+痛点列表,00:00:02.336–00:00:10.384：连续四帧展示臀桥起始→顶峰→维持→回落过程，每帧含‘骨盆核心收紧’‘呼气向上 吸气向下’字幕，动作连贯无跳切,00:00:12.630：回到顶峰位静止帧，与00:00:08.307相似构图，形成动作闭环；无新字幕，仅重复标题与口令,画面主体为女性示范者，穿浅绿上衣+橄榄裤，用粉色球辅助；全程无口播人物出镜外音；字幕固定位置：顶部标题‘王炸🔥臀桥’、中部痛点三句、底部呼吸口令；动作从坐姿→仰卧屈膝→臀桥抬起→维持→回落，共5个阶段可见于8帧中,以单动作‘臀桥’为核心，通过4个关键帧展示动态过程，配合呼吸指令与痛点/收益字幕，构成闭环教学流,开头痛点字幕直接引出动作名称，中段用连续动作帧兑现‘一个动作’承诺，结尾以顶峰位静帧收束，呼应开头‘改变’预期,从00:00:00.000坐姿帧开始，保留前1秒完整字幕呈现,截至00:00:12.630顶峰静帧，避免后续可能的收尾冗余,若实际成片中无呼吸口令同步或动作不连贯（如髋部代偿明显），则因教学有效性不足应放弃,字幕‘肚子小了臀部翘了大腿瘦了’是否构成误导性效果承诺；粉色球是否为必需辅助工具（画面中未说明用途）,modified,旧结构称‘效果对比’，但contact sheet中无前后对比画面，仅单次动作演示；故将‘效果对比’修正为‘结果复现’（顶峰位静帧重复呈现）,8帧画面显示纯单动作分步演示，无前后体态对比帧，仅靠同一动作顶峰位重复实现‘结果感’，不符合原‘效果对比’定义,00:00:00.000；00:00:01.000；00:00:02.336；00:00:04.154；00:00:06.230；00:00:08.307；00:00:10.384；00:00:12.630,success,success
fv_0059,产后骨盆外翻一个动作告别困扰.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后骨盆外翻一个动作告别困扰.mp4,41.355,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen-vl-max,high,body_care_knowledge,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,movement_correction,痛点直给+单动作分步演示+呼吸口令引导+自我觉察反馈,痛点可视化,产后女性；骨盆外翻困扰者,产后骨盆外翻；假胯宽,一个动作告别困扰,效果承诺过强（‘告别困扰’）；未说明适用前提与禁忌,动作演示；口令引导；图解对比；呼吸配合,自我觉察提问；动作完成确认,00:00:00.000（主标题字幕+坐姿展示+痛点文字叠加）,00:00:07.444（臀部对比图+‘骨盆外翻假胯宽’字幕）、00:00:13.234（手放手腕动作）、00:00:19.850（晃动动作）、00:00:26.467（呼气内收）、00:00:33.084（双手抱膝）,00:00:41.005（微笑坐姿+字幕‘有没有向中间聚拢集中呢’）,全程一人坐姿演示；00:00:00有‘产后骨盆外翻 一个动作告别困扰’主标题；00:00:07出现臀部对比图+‘骨盆外翻假胯宽’字幕；后续帧依次呈现手位放置、晃动、呼气内收、抱膝等动作；每帧均有操作指令字幕；结尾为闭眼/睁眼坐姿+觉察提问字幕,以单一坐姿动作拆解为5个可执行步骤，配合呼吸节奏与即时反馈提问闭环,开头痛点标题直接引出动作必要性，中段每帧推进一个子动作并配字幕口令，结尾用自我觉察问题替代传统收尾，形成‘问题-执行-反馈’链,从00:00:00.000开始，保留标题帧及首动作准备态,截至于00:00:41.005，含最后觉察提问帧，避免截断在动作中途,若无明确禁忌提示或适用人群限定，且字幕存在绝对化效果承诺（如‘告别困扰’）时应放弃,‘告别困扰’是否构成医疗效果承诺；假胯宽图解是否具误导性；未见禁忌/适应症说明,modified,旧结构归为‘body_care_knowledge’，本次依据画面动作主导性修正为‘movement_correction’；旧称‘分步动作教学+口令引导’保留，但补充‘自我觉察提问’为结尾新类型；‘坚持建议’未在画面中体现，已剔除,画面全程聚焦单一矫正动作的分解执行与即时反馈，无知识讲解或泛健康科普内容，符合movement_correction定义；字幕指令密集、动作连贯、结尾设问，结构清晰可验证,00:00:00.000；00:00:01.000；00:00:07.444；00:00:13.234；00:00:19.850；00:00:26.467；00:00:33.084；00:00:41.005,success,success
fv_0060,产后骨盆外翻一个动作帮你回正6.11.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后骨盆外翻一个动作帮你回正6.11.mp4,74.977,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen-vl-max,high,movement_correction,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,movement_correction,标题引入 + 动作命名 + 频次建议 + 问题场景呈现 + 操作要领提示 + 休息建议,痛点可视化,产后女性；骨盆外翻身体状态,产后骨盆外翻,一个动作帮你回正,效果承诺（帮你回正）；医学边界模糊（未说明需专业评估）,动作演示；口令；频次建议；问题场景描述；操作要领提示,轻行动（休息一下）；动作完成暗示,00:00:00.000：主讲人坐姿+大字幕‘产后骨盆外翻 一个动作帮你回正’；00:00:01.000：同画面微调，字幕保留,00:00:13.496：侧身演示动作起始位，字幕‘这个动作叫做’；00:00:23.993：正面坐姿，字幕‘每天你能做个10分钟’；00:00:35.989：侧视角度，字幕‘就会出现这样的情况’；00:00:47.985：转向镜头，字幕‘让它可以前后前后’；00:00:59.982：手扶膝盖，字幕‘膝盖不要用力’；00:01:14.627：收势+字幕‘休息一下’,00:01:14.627：动作结束姿态，手部放松，字幕‘休息一下’，无后续收尾动作,画面始终为单人室内坐姿演示；字幕依次呈现标题、动作命名、频次、问题后果、动作要领（前后动、膝盖不用力）、姨妈期提醒、休息提示；无图解/对比/他人出镜；背景有鼓、玩偶等装饰；动作围绕骨盆区域小幅摆动,以固定标题开场，通过多轮字幕递进式给出动作名称、执行参数、常见误区与操作细节，结尾以‘休息一下’自然收束,开头标题直接对应中段动作演示与口令；结尾‘休息一下’承接前序动作完成态，但未形成闭环价值重申,从00:00:00.000开始，保留标题字幕完整帧,截至00:01:14.627‘休息一下’字幕完全呈现后1秒内，避免空镜拖尾,若实际口播含‘治愈’‘矫正成功’等绝对化疗效表述，或未提示禁忌人群（如骨盆骨折史），应放弃,字幕‘帮你回正’是否构成医疗效果承诺；‘姨妈期间做’是否需加注‘经期量少/无不适前提’,modified,旧结构称‘分步口令引导式实操’，但画面无明确分步编号/阶段切分，实为连续口令+字幕提示；旧称‘动作收束+节奏强调’不准确，结尾仅为‘休息一下’，无节奏强化,画面证据显示结构为标题→动作命名→频次→问题场景→操作要点→休息提示，无严格分步阶段，且结尾弱收束，与旧结构描述存在细节偏差,00:00:00.000；00:00:01.000；00:00:13.496；00:00:23.993；00:00:35.989；00:00:47.985；00:00:59.982；00:01:14.627,success,success
fv_0061,会跳舞的臀你想拥有吗？.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/会跳舞的臀你想拥有吗？.mp4,10.634,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen3-vl-plus,high,body_care_knowledge,人群点名 + 低门槛动作 + 坚持建议,body_care_knowledge,痛点+结果钩子 + 分步动作演示+功效说明 + 价值升华+轻行动暗示,痛点可视化,女性、关注臀部形态者、居家健身人群,会跳舞的臀你想拥有吗？,想要拥有完美臀；疏通灵活胯部；塑形提臀；由内而外改善身材比例,非医疗保健科普 仅供参考；效果承诺模糊（‘完美臀’‘改善身材比例’）,动作演示、字幕功效说明、道具辅助（瑜伽球/砖）,价值收束+轻行动暗示,00:00:00.000（坐姿提问+字幕钩子）,00:00:00.851–00:00:06.806（椅式→跪姿→四足位动作序列，配功效字幕）,00:00:08.507–00:00:10.284（四足位收尾+‘日常坚持练习这个动作’+比例改善总结）,画面含4组连续动作：1) 坐姿抱球提问；2) 椅式后倾展示臀部；3) 同姿势强调胯部疏通；4) 四足位用砖辅助，字幕依次为‘想要拥有完美臀’‘首要疏通灵活胯部’‘日常坚持练习这个动作’‘既能塑形提臀’‘由内’‘由内而外改善身材比例’；每帧右上角固定标注‘非医疗保健科普 仅供参考’,以‘臀部动态表现’为视觉主线，通过三组低门槛居家动作递进展示‘疏通-塑形-比例优化’逻辑链,开头提问触发观众代入→中段用同一人连续动作演示兑现‘可操作性’→结尾回归静态收束并叠加收益总结完成闭环,从00:00:00.000字幕完整出现起切（避免前0.2s黑场）,截至00:00:10.284字幕‘由内而外改善身材比例’完全呈现后0.3s（确保结尾句完整）,若字幕出现‘治疗’‘矫正’‘治愈’等越界词，或动作含高风险脊柱扭转/负重，应放弃,‘完美臀’是否构成过度承诺；‘由内而外改善身材比例’是否有医学依据支撑,confirmed,未修正旧结构，但确认‘痛点可视化’为更准确的开头类型（原‘痛点+结果钩子’偏口播描述，实际画面以视觉提问为主）,画面证据清晰呈现提问钩子→动作分步演示→收益总结三段式，字幕与动作严格同步，无跳切或逻辑断层,00:00:00.000；00:00:00.851；00:00:01.914；00:00:03.403；00:00:05.104；00:00:06.806；00:00:08.507；00:00:10.284,success,success
fv_0062,会跳舞的蜜桃臀你想要拥有吗？6.11.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/会跳舞的蜜桃臀你想要拥有吗？6.11.mp4,10.634,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen3-vl-plus,high,body_care_knowledge,人群点名 + 低门槛动作 + 坚持建议,body_care_knowledge,结果前置+痛点关联 + 多角度动作演示+功能说明 + 价值升华+行动暗示,结果承诺,女性、关注臀部形态者、居家锻炼人群,蜜桃臀不跳舞/不灵活/胯部僵硬,会跳舞的蜜桃臀；完美臀线；塑形提臀；改善身材比例,‘会跳舞的蜜桃臀’易被解读为效果承诺；‘改善身材比例’涉及体型改变暗示,动作演示、功能说明、口令式字幕,轻行动、结果重申,00:00:00.000（主讲人正面坐姿+大字幕‘会跳舞的蜜桃臀你想要拥有吗？’）,00:00:00.851–00:00:08.507（多角度坐姿/跪姿动作演示，字幕含‘首要疏通灵活胯部’‘既能塑形提臀’等）,00:00:10.284（跪姿收尾动作+字幕‘由内而外改善身材比例’）,画面含8帧：首帧为正面提问式开场；第2–4帧为背对小凳坐姿动作+字幕强调胯部灵活；第5–6帧为侧坐椅动作+字幕‘日常坚持练习这个动作’‘既能塑形提臀’；第7–8帧为跪姿垫上动作+字幕‘由内而外改善身材比例’；所有字幕均标注‘非医疗保健科普 仅供参考’,以结果诱惑开场，通过3组不同器械/体位动作演示，每组配功能型字幕，结尾回归身体比例收益,开头‘想要拥有吗？’由后续动作演示直接承接；结尾‘改善身材比例’呼应开头‘蜜桃臀’视觉结果,从00:00:00.000开始，保留提问式字幕与主讲人正面镜头,截至于00:00:10.284动作定格帧，避免后续可能存在的黑场或冗余,若字幕未标注‘非医疗保健科普 仅供参考’或出现具体疗效承诺（如‘7天见效’），应放弃,‘会跳舞的蜜桃臀’是否构成效果承诺风险；‘改善身材比例’是否越界医学宣称,confirmed,无修正，旧结构公式与画面证据完全匹配,8帧画面严格对应‘结果前置→动作演示→价值收束’三段式，字幕逻辑连贯，无跳帧或内容断裂,00:00:00.000；00:00:00.851；00:00:01.914；00:00:03.403；00:00:05.104；00:00:06.806；00:00:08.507；00:00:10.284,success,success
fv_0063,停水停电这个动作帮你改变.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/停水停电这个动作帮你改变.mp4,63.298,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen3-vl-plus,high,movement_correction,错误动作 + 正确动作 + 原因解释,movement_correction,痛点动作演示 + 正确动作分步引导 + 原理提示 + 效果承诺,痛点可视化,中年女性；久坐人群；盆底肌松弛倾向者,停水停电；这个动作帮你改变,整个人的状态就会很好,效果承诺模糊（‘状态很好’无量化）；未明确医学适用边界,动作演示；口令引导；原理提示（非解剖图解）；对比强调（不是用屁股去做）,结果重申；轻行动号召,00:00:00.000（坐姿+字幕‘停水停电这个动作帮你改变’）→ 00:00:01.000（同姿势微调，强化痛点）,00:00:11.394（持球指腹示意）→ 00:00:20.255（‘大家跟我一起做起来’口令+起始动作）→ 00:00:30.383（‘找到盆底肌握球的感觉’）→ 00:00:40.511（‘收放-收放’节奏口令）→ 00:00:50.638（‘不是用屁股去做’纠正提示）,00:01:02.948（微笑持球，字幕‘整个人的状态就会很好’）,画面始终为同一女性在室内坐姿演示；使用粉色球辅助；字幕依次出现‘停水停电’‘这个动作帮你改变’‘大家跟我一起做起来’‘盆底肌带动这个球来去’‘找到盆底肌握球的感觉’‘收放-收放’‘不是用屁股去做’‘整个人的状态就会很好’；动作从静坐→持球示意→主动收缩→节奏化收放→结束定格；背景有花卉与‘传播女性正能量 拒绝焦虑’竖排文字,以‘停水停电’隐喻盆底肌无力为钩子，通过持球动作具象化训练过程，分‘感知-启动-节奏-纠偏’四步推进，结尾回归状态收益,开头痛点（停水停电）由中段‘握球感觉’‘收放’动作具体化兑现；结尾‘状态很好’呼应开头‘帮你改变’形成闭环,从00:00:00.000开始，保留前2秒完整痛点字幕+坐姿画面,截至00:01:02.948微笑定格帧，避免后续黑场或无关内容,若实际口播含‘治疗尿失禁’‘治愈盆腔器官脱垂’等医疗宣称，应放弃,‘停水停电’隐喻是否易引发误解；‘状态很好’是否构成过度效果承诺；竖排文字‘拒绝焦虑’是否与动作教学强相关,confirmed,旧结构‘错误动作+正确动作+原因解释’基本成立，但本片未显式展示‘错误动作’（仅用‘不是用屁股去做’口头纠正），故微调为‘痛点动作演示→正确动作分步引导→原理提示’更准确,画面证据显示：无独立错误动作镜头，仅靠字幕/口播对比纠正；其余结构节点（痛点引入、分步口令、效果收尾）与历史一致且时间码匹配清晰,00:00:00.000；00:00:01.000；00:00:11.394；00:00:20.255；00:00:30.383；00:00:40.511；00:00:50.638；00:01:02.948,success,success
fv_0064,前壁膨出一个小球帮你改变.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/前壁膨出一个小球帮你改变.mp4,44.605,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen-vl-max,high,body_care_knowledge,痛点可视化 + 解决方案 + 效果对比 + 行动指令,body_care_knowledge,痛点可视化 + 分步动作引导 + 感觉确认 + 状态收束,痛点可视化,女性、产后/中年、前壁膨出身体状态,前壁膨出；一个小球帮你改变,活动起来；盆底肌的状态；耻骨向上提的感觉,医学健康边界：将‘前壁膨出’与‘小球辅助改变’直接关联，未说明需专业评估；效果承诺隐含‘帮你改变’,动作演示；口令引导；感觉描述,状态确认+价值收束,00:00:00.000（坐姿+小球+字幕‘前壁膨出 一个小球帮你改变’）,00:00:01.000（手部动作示范）、00:00:08.029（双脚下开）、00:00:14.274（前后活动）、00:00:21.410（耻骨上提箭头）、00:00:28.547（找感觉口令）、00:00:35.684（耻骨上提动作）,00:00:44.255（手放腹部+字幕‘这才是最好的盆底肌的状态’）,画面中女性坐于瑜伽球/小球上，穿运动装；字幕依次出现‘前壁膨出’‘一个小球帮你改变’‘前臂膨出的’‘双脚打开一点点’‘前后的活动起来’‘我们的耻骨要向上提’‘你要找到耻骨向上提的感觉’‘耻骨向上挺’‘这才是最好的盆底肌的状态’；动作从静坐→手部引导→下肢微调→骨盆上提→最终定态；背景为室内布景，有花饰与文字竖条‘传播女性正能量 拒绝焦虑’,以‘前壁膨出’问题切入，通过小球辅助分步引导骨盆区域动作，强调‘耻骨上提’本体感觉，最终落于盆底肌理想状态的视觉确认,开头痛点由小球具象化承接，中段用连续动作指令逐步兑现‘改变’承诺，结尾以静态姿态+字幕完成状态闭环,从00:00:00.000开始，保留‘前壁膨出 一个小球帮你改变’字幕帧作为起始锚点,截至于00:00:44.255‘盆底肌的状态’帧，避免后续可能存在的冗余收尾,若视频中无明确医学免责声明，或小球使用方式存在骨盆过度代偿风险（如腰椎代偿屈伸），应放弃,‘前壁膨出’是否属临床诊断术语误用；‘小球帮你改变’是否构成医疗效果暗示；耻骨上提动作是否伴随腰椎反弓等代偿表现（当前帧未显，需全片审）,modified,旧结构‘效果对比’未在contact sheet中体现（无前后状态对比画面），改为‘感觉确认+状态收束’；‘行动指令’细化为‘口令+本体感觉引导’；‘能力确认’实为‘状态呈现’，非主观能力评价,contact sheet显示无真实前后对比画面，仅有单一时序动作演进与感觉描述，结尾为状态定格而非能力宣言，故结构公式与环节命名需据此修正,00:00:00.000；00:00:01.000；00:00:08.029；00:00:14.274；00:00:21.410；00:00:28.547；00:00:35.684；00:00:44.255,success,success
