video_id,file_name,analysis_route,ali_model_called,primary_model,primary_status,primary_latency_ms,primary_retry_count,high_review_required,high_review_called,high_model,high_status,high_latency_ms,final_model,final_status,error_type,error_summary,summary_local_path_ignored,created_at
fv_0073,只需一个动作肚子平了臀翘了.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,23668,0,no,no,,,,qwen3-vl-plus,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0073.json,2026-06-30T01:39:00+08:00
fv_0074,只需一个动作腰细了盆底J致了6.12.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,21606,0,yes,yes,qwen-vl-max,success,26782,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0074.json,2026-06-30T01:39:48+08:00
fv_0075,只需一个动作腰细了臀部翘了.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,21852,0,yes,yes,qwen-vl-max,success,20928,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0075.json,2026-06-30T01:40:31+08:00
fv_0076,只需一个动作腿细了胯缩小了.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,23895,0,yes,yes,qwen-vl-max,success,24409,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0076.json,2026-06-30T01:41:20+08:00
fv_0077,只需一个动作臀饱满了腰细了6.11.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,21205,0,yes,yes,qwen-vl-max,success,24066,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0077.json,2026-06-30T01:42:05+08:00
fv_0078,只需一个动作臀饱满盆底肌J致了6.12.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,25323,0,yes,yes,qwen-vl-max,success,28387,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0078.json,2026-06-30T01:42:59+08:00
fv_0079,只需一个小球内脏下垂不见了.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,22648,0,yes,yes,qwen-vl-max,success,21242,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0079.json,2026-06-30T01:43:43+08:00
fv_0080,只需一个小球告别跑跳漏水困扰.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,27074,0,yes,yes,qwen-vl-max,success,21042,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0080.json,2026-06-30T01:44:31+08:00
fv_0081,只需一个小球拯救妈妈臀臀凹陷.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,20110,0,no,no,,,,qwen3-vl-plus,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0081.json,2026-06-30T01:44:51+08:00
fv_0082,只需一个小球练出紧致的盆底肌.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,25171,0,no,no,,,,qwen3-vl-plus,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0082.json,2026-06-30T01:45:17+08:00
fv_0083,只需一个小球腰细了臀部翘了.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,23113,0,yes,yes,qwen-vl-max,success,21784,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0083.json,2026-06-30T01:46:02+08:00
fv_0084,只需一个小球让盆底肌越练越紧.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,23648,1,yes,yes,qwen-vl-max,success,21413,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0084.json,2026-06-30T01:47:13+08:00
fv_0085,只需一个小球跑跳尴尬没有了.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,26400,0,yes,yes,qwen-vl-max,success,20650,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0085.json,2026-06-30T01:48:00+08:00
fv_0086,只需一个瑜伽小球就能锻炼盆底肌6.16.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,37394,0,yes,yes,qwen-vl-max,success,21677,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0086.json,2026-06-30T01:48:59+08:00
fv_0087,只需一个瑜伽小球轻松养出好体态6.1（5）.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,27301,0,yes,yes,qwen-vl-max,success,22572,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0087.json,2026-06-30T01:49:49+08:00
fv_0088,只需一个瑜伽小球髋灵活了臀翘了6.8.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,30297,1,yes,yes,qwen-vl-max,success,22092,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0088.json,2026-06-30T01:51:12+08:00
fv_0089,只需三个动作帮你瘦臀瘦肚子.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,25567,1,yes,yes,qwen-vl-max,success,22992,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0089.json,2026-06-30T01:52:29+08:00
fv_0090,只需三个动作臀饱满腰背挺拔6.15.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,25822,0,no,no,,,,qwen3-vl-plus,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0090.json,2026-06-30T01:52:55+08:00
fv_0091,只需三个动作让P底紧致Q弹.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,25042,0,yes,yes,qwen-vl-max,success,21298,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0091.json,2026-06-30T01:53:42+08:00
fv_0092,只需两个动作肚子平了臀翘了.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,22717,0,yes,yes,qwen-vl-max,success,20929,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0092.json,2026-06-30T01:54:25+08:00
fv_0093,只需四个动作告别松弛漏水尴尬.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,25431,0,yes,yes,qwen-vl-max,success,21219,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0093.json,2026-06-30T01:55:12+08:00
fv_0094,只需四个动作臀翘了小肚子平了.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,27817,0,yes,yes,qwen-vl-max,success,24516,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0094.json,2026-06-30T01:56:05+08:00
fv_0095,四个动作修复盆底肌.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,28188,0,yes,yes,qwen-vl-max,success,31639,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0095.json,2026-06-30T01:57:04+08:00
fv_0096,四个动作告别跑跳漏水的问题6.1（2）.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,25374,0,yes,yes,qwen-vl-max,success,27550,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0096.json,2026-06-30T01:57:57+08:00
fv_0097,女性再懒也要练这四个动作6.5.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,26535,0,no,no,,,,qwen3-vl-plus,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0097.json,2026-06-30T01:58:24+08:00
fv_0098,宝妈必看.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,26569,0,yes,yes,qwen-vl-max,success,21958,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0098.json,2026-06-30T01:59:13+08:00
fv_0099,小肚子凸出.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,19801,0,no,no,,,,qwen3-vl-plus,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0099.json,2026-06-30T01:59:33+08:00
fv_0100,小腹凸出 妈妈臀就练这几个动作6.15.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,27284,0,yes,yes,qwen-vl-max,success,26194,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0100.json,2026-06-30T02:00:26+08:00
