video_id,file_name,source_path,duration_seconds,resolution,aspect_ratio,analysis_status,video_type_primary,video_type_secondary,structure_formula,opening_type,opening_0_3s_function,opening_reason,middle_delivery_type,middle_delivery_evidence,ending_closure_type,ending_next_action,source_integrity_score,visual_speech_continuity_score,emotion_continuity_score,editing_flow_score,jump_cut_risk,why_complete_or_incomplete,how_to_make_complete,how_middle_avoids_jump,usable_as_reference,manual_review_items,evidence_timecodes,evidence_frame_summaries,notes
fv_0082,只需一个小球练出紧致的盆底肌.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个小球练出紧致的盆底肌.mp4,38.777,1080x1920,9:16,success,body_care_knowledge,movement_correction,人群点名 + 低门槛动作 + 坚持建议,标题前置+动作同步展示,明确主题与核心工具，建立低门槛认知,首帧即呈现‘只需一个小球’+盆底肌训练目标，消除畏难情绪,分步动作演示+关键要点字幕提示,6帧覆盖桥式→屈膝抬腿→单腿伸展等递进动作，字幕强调‘双手抱膝’‘保持腹部稳定’等要点,收束于放松体位+重复标题强化记忆,暗示可重复练习或关注后续动作,5,5,5,5,low,完整呈现单一训练序列闭环，无缺失环节,,动作连贯递进，字幕持续锚定要点，场景/服装/背景一致,yes,效果承诺‘练出紧致盆底肌’需业务事实待确认,00:00:00.000–00:00:38.777,0s:标题+桥式起始；7.76s:屈膝抱球稳定核心；15.51s:单腿抬高；23.27s:交替腿伸展；31.02s:侧卧过渡；38.78s:仰卧放松收尾,涉及健康效果承诺，业务事实待确认
fv_0083,只需一个小球腰细了臀部翘了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个小球腰细了臀部翘了.mp4,12.655,1080x1920,9:16,success,body_care_knowledge,movement_correction,痛点可视化 + 解决方案 + 效果对比 + 行动指令,结果前置+人群点名,用字幕+画面快速建立效果承诺与目标人群,首帧即展示‘腰细臀翘’结果与40+女性标签，强钩子,单动作循环演示+字幕强化,6帧均同一动作（坐姿用球训练），字幕重复强调时长/效果/人群，无场景切换,行动指令收束,号召‘每天5分钟’坚持练习,5,5,5,5,low,结构闭环：痛点→方法→效果→指令，时长完整覆盖教学周期,,固定机位+重复动作+字幕同步，维持视觉连贯性,yes,效果承诺‘腰细臀翘’需业务事实待确认,00:00:00.000-00:00:12.655,6帧均为同一女性坐姿用小球训练，字幕统一：高位女性练盆底、每天5分钟、核心有力、腰平腹细臀翘、40+女性去练,业务事实待确认：小球训练对腰臀形态的直接因果关系
fv_0084,只需一个小球让盆底肌越练越紧.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个小球让盆底肌越练越紧.mp4,38.289,1080x1920,9:16,success,body_care_knowledge,sports_teaching,人群点名 + 低门槛动作 + 坚持建议,结果前置+动作引导,标题强化+动作预告建立期待,首帧字幕直给核心价值，人物持球坐姿准备动作,分步动作演示+口播指令,6帧连续展示坐姿夹球、拨开、提拉等分解动作，字幕同步指令,收束动作+正向反馈,鼓励坚持练习形成习惯,5,5,5,5,low,完整呈现单一动作全流程，无缺失环节,无需补充，结构闭环,动作连贯递进，字幕与动作严格同步，无跳帧感,yes,盆底肌训练效果承诺需业务事实待确认,00:00:00.000-00:00:38.289,0s持球坐姿预告；7.66s向两边拨开；15.32s坐骨定位；22.97s左右下压提拉；30.63s带动坐骨；38.29s收势微笑,涉及健康效果承诺，业务事实待确认
fv_0085,只需一个小球跑跳尴尬没有了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个小球跑跳尴尬没有了.mp4,22.105,1080x1920,9:16,success,movement_correction,problem_solution,痛点可视化 + 解决方案 + 效果对比 + 行动指令,结果前置+动作演示,用‘前后摆动100次’动作建立可执行锚点,首帧即展示完整动作与量化目标，降低认知门槛,多维度动作拆解+字幕强化,6帧覆盖前后/左右/上下提臀及盆底肌关联说明，动作递进清晰,问题归因+轻量化收束,引导每日小球跑跳练习形成习惯,5,5,5,5,low,结构闭环：问题→动作→原理→行动，无缺失环节,无需补充，当前已完整,统一场景+同人同装+字幕节奏同步动作变化，视觉连贯,yes,业务事实待确认：小球跑跳对盆底肌改善效果,"00:00:00.000, 00:00:04.421, 00:00:08.842, 00:00:13.263, 00:00:17.684, 00:00:22.105",0s：前后摆动100次；4.4s：坐姿标准示范；8.8s：强调盆底肌；13.3s：左右提臀100次；17.7s：上下拍打100次；22.1s：点题‘跑跳尴尬的小问题’,业务事实待确认：小球辅助训练的医学依据与效果承诺
fv_0086,只需一个瑜伽小球就能锻炼盆底肌6.16.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个瑜伽小球就能锻炼盆底肌6.16.mp4,19.435,1080x1920,9:16,success,sports_teaching,body_care_knowledge,人群点名 + 低门槛动作 + 坚持建议,动作演示开场,直接展示核心动作建立可信度,首帧即呈现完整盆底肌训练姿势，无冗余铺垫,分步口令引导+重复强化,6帧均含‘紧致/下垂/4指’字幕提示，动作微调循环演示,收束式总结手势,鼓励持续练习并强调小球工具易得性,5,5,5,5,low,结构闭环：问题隐含（盆底松弛）→动作交付→坚持暗示,无需补充，当前已完整交付单动作教学,固定机位+字幕节奏同步动作变化，无场景切换,yes,业务事实待确认：瑜伽小球对盆底肌锻炼效果需医学依据,00:00:00.000-00:00:19.435,6帧均为同一女性坐姿演示盆底肌收缩动作，配合‘紧致/下垂/4指’等字幕提示，动作幅度微调循环，无场景/服装/道具变化,业务事实待确认：盆底肌锻炼效果与工具依赖性未经临床验证
fv_0087,只需一个瑜伽小球轻松养出好体态6.1（5）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个瑜伽小球轻松养出好体态6.1（5）.mp4,18.344,1080x1920,9:16,success,sports_teaching,body_care_knowledge,人群点名 + 低门槛动作 + 坚持建议,结果前置+痛点点名,建立信任并降低行动门槛,标题与字幕强调‘只需一个瑜伽小球’，画面展示坐姿起始动作，消除畏难情绪,分步动作演示+量化指令,00:04-00:18依次演示坐球、转圈、上下拍打、跪姿跳水等4个动作，均配100次量化指令及解剖图辅助,动作收束+趣味强化,引导重复练习形成习惯,5,5,5,5,low,6帧覆盖完整动作链，无缺失环节，结尾动作闭环,无需补充，结构已完整,每个动作切换伴随字幕指令与身体朝向变化，视觉动线连贯,yes,‘养出好体态’效果承诺需业务事实待确认,"00:00, 00:03.67, 00:07.34, 00:11.01, 00:14.68, 00:18.34",00:00背坐椅球；00:03.67坐球微屈膝；00:07.34侧坐讲盆底肌；00:11.01魔力转圈；00:14.68上下拍打；00:18.34跪姿跳水+卡通贴图,涉及体态改善效果承诺，业务事实待确认
fv_0088,只需一个瑜伽小球髋灵活了臀翘了6.8.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个瑜伽小球髋灵活了臀翘了6.8.mp4,11.169,1080x1920,9:16,success,sports_teaching,body_care_knowledge,痛点可视化 + 解决方案 + 效果对比 + 行动指令,结果前置+字幕强钩子,用‘髋灵活臀翘了’结果吸引目标人群注意,首帧即展示核心收益，匹配文件名关键词与用户搜索意图,动作演示+图文叠加解释,00:00:02-00:00:09连续展示坐姿球上动作+骨盆/肌肉示意图+前后对比图,效果强化+行动号召,引导坚持单动作练习以达成臀形改善,5,5,5,5,low,6帧覆盖完整教学闭环：问题→工具→动作→原理→效果→指令,无需补充，当前结构已自洽,统一场景+连贯动作序列+图文锚点维持注意力,yes,臀翘效果承诺需业务事实待确认,"00:00:00,00:00:02,00:00:04,00:00:07,00:00:09,00:00:11",00:00:00背坐球+标题；00:00:02侧身+骨盆图解；00:00:04手扶头+修复前后图；00:00:07跨坐球+修复箭头图；00:00:09正坐+科技费文字；00:00:11侧展+臀翘结果图,涉及身体形态改变效果承诺，业务事实待确认
fv_0089,只需三个动作帮你瘦臀瘦肚子.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需三个动作帮你瘦臀瘦肚子.mp4,19.249,1080x1920,9:16,success,sports_teaching,body_care_knowledge,痛点可视化 + 解决方案 + 效果对比 + 行动指令,结果前置+问题点名,展示臀腹改善前后对比图并点出目标,首帧即呈现‘改善胯宽’对比图与文字标题，强化效果预期,分动作拆解演示+图文标注,三组动作（动态臀桥/钻石臀桥/线条流畅）各配100次计数与局部特写图示,总结强调+每日行动指令,要求观众每天执行指定动作组合,5,5,5,5,low,6帧覆盖完整结构：问题→方案→分步→总结，无缺失环节,无需补充，当前结构已闭环,每动作段落用统一字幕格式+身体局部框选+次数标注维持连贯性,yes,瘦臀瘦肚子效果承诺需业务事实待确认,"00:00:00.000, 00:00:03.850, 00:00:07.700, 00:00:11.549, 00:00:15.399, 00:00:19.249",0s:臀腹对比图+标题；3.85s:动态臀桥演示+100次标注；7.7s:仰卧抬臀动作+每日指令；11.55s:骨内侧收紧图示；15.4s:钻石臀桥+100次；19.25s:线条流畅对比+完成态,效果类表述（瘦臀瘦肚子）属健康效果承诺，业务事实待确认
fv_0090,只需三个动作臀饱满腰背挺拔6.15.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需三个动作臀饱满腰背挺拔6.15.mp4,16.37,1080x1920,9:16,success,movement_correction,body_care_knowledge,人群点名 + 低门槛动作 + 坚持建议,结果前置+痛点关联,用标题与画面同步建立效果承诺,首帧即展示‘臀饱满腰背挺拔’结果导向标题，配合仰卧抬臀动作起始,分场景动作拆解+量化指令,00:03-00:13分仰卧/坐姿两场景，每动作配‘100次’‘每天坚持’等量化要求,效果强化+行动闭环,引导持续执行单一动作组合,5,5,3,5,low,6帧覆盖完整动作链与指令闭环，无缺失环节,无需补充，结构已自洽,同一人物、同场景、动作连续递进，字幕节奏匹配动作切换,yes,臀部形态改善效果承诺需业务事实待确认,"00:00:00.000,00:00:03.274,00:00:06.548,00:00:09.822,00:00:13.096,00:00:16.370",1.仰卧抬臀起始+标题；2.动态臀桥+100次指令；3.保持姿势+每日坚持；4.坐姿收盆底+目标说明；5.坐姿滚动+100次量化；6.坐姿上翘+效果图对比,涉及身体塑形效果承诺，业务事实待确认
fv_0091,只需三个动作让P底紧致Q弹.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需三个动作让P底紧致Q弹.mp4,16.138,1080x1920,9:16,success,body_care_knowledge,movement_correction,痛点可视化 + 解决方案 + 效果对比 + 行动指令,结果前置+痛点强化,用文字+局部特写建立效果承诺与低门槛认知,首帧即展示‘肚子平了臀饱满腰也细了’结果与小球动作，快速抓注意力,分步动作演示+多角度特写,6帧覆盖仰卧/侧卧/跪姿三类动作，配合小球使用与腰腹局部特写，字幕重复核心话术,效果重申+行动号召,引导观众立即尝试三个动作并坚持,5,5,3,5,low,结构闭环：痛点→方法→效果→指令完整；时长16s适配短视频节奏,无需补充，当前已完整交付核心信息,动作连贯递进（仰卧→侧卧→跪姿），镜头聚焦同一人同一场景，无场景跳转,yes,效果承诺‘P底紧致Q弹’需医学依据确认；业务事实待确认,00:00:00.000-00:00:16.138,六帧均含统一字幕‘一个小球三个动作’及效果描述；人物依次演示仰卧夹球、侧卧抬腿、跪姿后伸等动作；左下角持续展示解剖图/器械图辅助说明,涉及身体塑形效果承诺，业务事实待确认
fv_0092,只需两个动作肚子平了臀翘了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需两个动作肚子平了臀翘了.mp4,16.045,1080x1920,9:16,success,sports_teaching,body_care_knowledge,人群点名 + 低门槛动作 + 坚持建议,结果前置+痛点共鸣,用‘高位女性练盆底’建立身份认同与效果承诺,首帧字幕直指目标人群+腹平臀翘结果，快速抓注意力,单动作分步演示+字幕强化,6帧均为同一人跪坐球上做不同阶段动作，字幕重复强调‘15分钟/天’‘40+女性都去练’,行动号召收束,引导观众立即开始每日15分钟练习,5,5,5,5,low,结构闭环：人群定位→动作演示→坚持激励，无缺失环节,无需补充，当前已完整,连续动作递进（坐→抬臂→伸展），镜头固定，无场景跳变,yes,效果承诺‘肚子平了臀翘了’需业务事实待确认,00:00:00.000-00:00:16.045,6帧均为同一女性跪坐瑜伽球演示盆底肌训练动作，字幕统一强调高频练习与效果，左下角始终展示‘练习前/后’对比图,业务事实待确认：腹平臀翘效果是否可仅由该动作达成
fv_0093,只需四个动作告别松弛漏水尴尬.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需四个动作告别松弛漏水尴尬.mp4,20.433,1080x1920,9:16,success,movement_correction,body_care_knowledge,痛点问题 + 原因解释 + 方法交付,结果前置 + 痛点具象化,用‘松弛漏水尴尬’直击用户羞耻痛点,文件名与首帧字幕‘盆底肌松弛’强关联，触发身份认同,分动作拆解式教学,6帧对应4个动作：转圈/前后移/左右提臀/上下拍打，每动作标100次+解剖图示,动作收束 + 信心强化,暗示可立即跟练，无明确CTA但动作闭环完整,5,5,3,5,low,结构完整：痛点→4动作方案→收尾，时长20.4s匹配6动作节奏,无需补充，当前已闭环,统一场景+同人同装+字幕编号递进，动作间用坐姿过渡自然,yes,‘漏水’效果承诺需医学验证；解剖图示意非真实影像，业务事实待确认,"00:00:00,00:00:04,00:00:08,00:00:12,00:00:16,00:00:20",F1:侧坐椅+盆底肌松弛字幕+解剖图；F2/F3:前后移动100次；F4:左右提臀100次；F5/F6:上下拍打100次+收腹站姿,涉及私密健康效果表述，业务事实待确认
fv_0094,只需四个动作臀翘了小肚子平了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需四个动作臀翘了小肚子平了.mp4,16.974,1080x1920,9:16,success,body_care_knowledge,sports_teaching,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,结果前置+痛点直给,用前后对比图+文字锁定30+女性目标人群,首帧即展示臀翘腹平效果与问题体态并置，强化代入感,单动作循环演示+字幕强调频次,6帧均显示同一坐姿夹球动作，字幕重复'四个动作每天100个'及盆底肌要点,行动指令收束,引导坚持每日练习形成习惯,5,5,5,5,low,结构闭环：人群→痛点→动作→坚持建议，无缺失环节,,统一场景、服装、道具、字幕模板，仅微调姿势角度维持连贯,yes,效果承诺'臀翘了小肚子平了'需业务事实待确认,00:00:00.000-00:00:16.974,六帧均为同一女性坐椅夹球演示，顶部三帧为腰臀对比图+文字钩子，底部三帧为动作连续微调；字幕完全一致强调年龄痛点、四动作、100次/天、盆底肌核心,健康效果类表述需标注业务事实待确认
fv_0095,四个动作修复盆底肌.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/四个动作修复盆底肌.mp4,32.577,1080x1920,9:16,success,body_care_knowledge,movement_correction,痛点可视化 + 解决方案 + 效果对比 + 行动指令,问题分类+人群点名,呈现产后盆底肌松弛典型体态问题,首帧即展示‘50次抱拳桥’动作与文字标签，直指目标人群痛点,分步动作演示+解剖图辅助说明,00:00:06.515-00:00:26.062含4组动作+2组解剖图+前后对比图，动作连贯递进,风险提醒+行动强化,引导重复练习并强调坚持频率,5,5,3,5,low,结构闭环：问题→原理→动作→对比→指令，无缺失环节,无需补充，当前已完整,每动作配字幕+图示+身体状态标注，逻辑衔接紧密,yes,业务事实待确认：动作次数有效性、‘修复’效果承诺依据,"00:00:00.000,00:00:06.515,00:00:13.031,00:00:19.546,00:00:26.062,00:00:32.577",T0:抱拳桥动作+文字；T6.5:解剖图示紧致状态；T13:恢复中立位；T19.5:髋骨外扩对比；T26:甩骨盆动作；T32.6:盆底松C困扰图示,涉及‘修复盆底肌’效果承诺，业务事实待确认
fv_0096,四个动作告别跑跳漏水的问题6.1（2）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/四个动作告别跑跳漏水的问题6.1（2）.mp4,25.472,1080x1920,9:16,success,movement_correction,problem_solution,痛点问题 + 原因解释 + 方法交付,标题直给+动作演示开场,点明核心问题与解决方案入口,首帧字幕‘四个动作告别跑跳漏水的问题’直接锚定痛点与目标,分步动作演示+字幕引导,00:05-00:20依次展示魔力转圈、前后、上下、左右四动作，字幕同步指令,结果暗示+轻幽默收尾,无明确CTA，隐含‘尝试这四个动作’,5,5,5,5,low,结构闭环：问题→四动作解法→结尾呼应，时长匹配完整流程,无需补充，已完整交付动作序列,统一场景+固定机位+字幕递进，动作衔接自然无断层,yes,业务事实待确认：‘跑跳漏水’医学定义及动作有效性,"00:00:00,00:00:05,00:00:10,00:00:15,00:00:20,00:00:25",00:00背坐球上问‘生了多少个’；00:05魔力转圈100次；00:10前后移动；00:15上下；00:20左右；00:25卡通图收尾,业务事实待确认：漏尿问题与动作关联性需医学依据支撑
fv_0097,女性再懒也要练这四个动作6.5.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/女性再懒也要练这四个动作6.5.mp4,15.952,1080x1920,9:16,success,sports_teaching,body_care_knowledge,人群点名 + 低门槛动作 + 坚持建议,标题直给+动作预览,建立身份认同与行动可行性认知,首帧字幕‘女性再懒也要练’点名目标人群，同步展示首个动作姿态,分步动作演示+计数提示,6帧均匀分布4个动作，每动作配‘100个’量化指令与名称标签，无讲解中断,收尾动作定格+微笑强化,暗示每日重复执行,5,5,5,5,low,6帧覆盖全部4动作+起止完整，节奏均匀，无缺失环节,无需补充，结构已闭环,统一背景/着装/坐姿，仅动作变化，镜头固定，过渡自然,yes,‘每天100个越练越致’效果承诺需业务事实待确认,00:00:00.000–00:00:15.952,0s:动作一深蹲式；3.19s:动作二腹式呼吸；6.38s:动作二持续；9.57s:动作三左提膝；12.76s:动作四上提肛；15.95s:动作四定格微笑,动作名称含‘提肛’等敏感词，效果宣称‘越练越致’属健康效果承诺，业务事实待确认
fv_0098,宝妈必看.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/宝妈必看.mp4,38.22,720x1280,9:16,success,body_care_knowledge,problem_solution,痛点可视化 + 解决方案 + 效果对比 + 行动指令,人群点名+痛点前置,锁定宝妈身份，触发焦虑共鸣,首帧字幕‘千万别直接划走’+坐姿体态暗示产后问题,分步动作演示+图解强化,00:00:07-00:00:30：持续跪坐演示+盆底肌/臀型图解+文字提示坚持,结果强化+行动号召,跑跳测试+‘养护盆底’指令引导实践,5,5,5,5,low,6帧覆盖引入-过程-收尾全链路，无断裂,无需补充，结构完整,统一场景+连续动作+图解过渡缓冲镜头切换,yes,瘦肚子/养护盆底效果承诺需业务事实待确认,"00:00:00,00:00:07,00:00:15,00:00:22,00:00:30,00:00:38",00:00:00警告勿划走；00:00:07强调坚持；00:00:15图解盆底状态；00:00:22展示臀型对比；00:00:30标注养护盆底；00:00:38跑跳测试指令,涉及身体改善效果表述，业务事实待确认
fv_0099,小肚子凸出.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/小肚子凸出.mp4,23.614,720x1280,9:16,success,movement_correction,body_care_knowledge,错误动作 + 正确动作 + 原因解释,痛点可视化,呈现小肚子凸出问题+字幕点题,首帧即展示腹部形态与标题呼应，强化问题感知,分步动作演示+字幕说明,6帧连续展示垫上动作序列：腹内压调整→臀部垫高→双腿抬高→慢放→收束到位；字幕重复核心话术,动作收束+结果暗示,引导坚持每日10分钟练习,5,5,5,5,low,完整呈现单一动作链全流程，无缺失环节,无需补充，结构闭环,动作连贯递进，字幕统一，场景不变，镜头固定,yes,业务事实待确认：'缓解腹部压力''激活深层核心'等效果宣称,00:00:00.000-00:00:23.614,F1：腹部特写+标题字幕；F2：仰卧屈膝位腹压提示；F3：臀部垫高瑜伽球；F4：双腿向上抬高；F5：腿慢放下过程；F6：收束到位定格,业务事实待确认：动作对'小肚子凸出'的改善机制及效果承诺
fv_0100,小腹凸出 妈妈臀就练这几个动作6.15.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/小腹凸出 妈妈臀就练这几个动作6.15.mp4,23.8,1080x1920,9:16,success,sports_teaching,body_care_knowledge,人群点名 + 低门槛动作 + 坚持建议,痛点标签+动作预告,建立身份认同与问题锚定,首帧字幕直指‘小腹凸出 妈妈臀’并承诺解决方案,多动作轮播演示+重复计数强化,6帧展示4种坐姿/跪姿动作，均配‘100次’量化指令与坚持理由,情绪化收束+卡通遮挡防歧义,引导每日跟练形成习惯,5,5,3,5,low,结构闭环：问题→动作→坚持逻辑完整，无缺失环节,,统一背景/服装/字幕模板，动作间仅切换姿势无场景跳变,yes,效果承诺‘练这几个动作’需业务事实待确认,"00:00:00.000, 00:00:04.760, 00:00:09.520, 00:00:14.280, 00:00:19.040, 00:00:23.800",左上：坐姿提臀；中上：跪姿侧抬；右上：跪姿盆底激活；左下：跪姿转圈；中下：坐姿上下拍击；右下：卡通遮挡+尴尬提示,涉及体型改善效果承诺，业务事实待确认
fv_0101,小腹突出.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/小腹突出.mp4,12.004,720x1280,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0102,居家四个动作告别坠胀漏氵烦恼6.8（2）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/居家四个动作告别坠胀漏氵烦恼6.8（2）.mp4,36.641,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0103,悬垂腹.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/悬垂腹.mp4,27.121,720x1280,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0104,悬垂腹别盲目的去卷腹.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/悬垂腹别盲目的去卷腹.mp4,12.817,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0105,想要小腹平坦一个小球帮你搞定6.4（2）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/想要小腹平坦一个小球帮你搞定6.4（2）.mp4,32.206,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0106,扁平臀臀凹陷就练这两个动作.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/扁平臀臀凹陷就练这两个动作.mp4,13.908,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0107,新手练八爪鱼只需一个瑜伽小球6.11.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/新手练八爪鱼只需一个瑜伽小球6.11.mp4,18.785,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0108,日常练习10分钟练出灵动的蜜桃臀6.3.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/日常练习10分钟练出灵动的蜜桃臀6.3.mp4,10.751,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0109,松弛漏氵.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/松弛漏氵.mp4,62.554,720x1280,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0110,每天十分钟.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/每天十分钟.mp4,9.404,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0111,每天坚持这个动作让你越练越J致6.9.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/每天坚持这个动作让你越练越J致6.9.mp4,42.655,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0112,每天睡前练习盆底肌会越练越紧6.3（4）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/每天睡前练习盆底肌会越练越紧6.3（4）.mp4,28.189,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0113,每天碎片10分钟告别“小腹婆”.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/每天碎片10分钟告别“小腹婆”.mp4,10.008,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0114,每天练习5分钟腹直肌分离不见了6.11.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/每天练习5分钟腹直肌分离不见了6.11.mp4,10.913,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
