current_video_id,file_name,analysis_status,old_structure_formula_match,new_structure_formula_candidate,formula_action,editor_usable_score,live_screening_transfer_score,opening_value,middle_delivery_value,ending_value,action_visual_evidence,expression_or_emotion_evidence,subtitle_or_text_evidence,speech_action_sync,missing_part,recommended_editor_action,stage1_priority,manual_review_items,risk_notes,evidence_summary
cfv_0031,一个小球四个动作轻松瘦腰翘臀6.2（2）.mp4,pending_visual_review,痛点可视化 + 解决方案 + 效果对比 + 行动指令,痛点/结果可视化 + 单动作循环演示 + 低压行动,rename,3,1,待视觉复核；基于标题/路径语义，待关键帧确认,单动作循环演示；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,单动作循环演示；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,缺开头人群/痛点,只作灵感,B,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,效果承诺风险；单一方法过度承诺,元数据：20.619s，1080x1920，30.000fps，audio=true；标题锚点：待视觉复核/待视觉复核/单动作循环演示
cfv_0032,一个小球帮你练出少女腹.mp4,pending_visual_review,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,痛点/人群点名 + 工具辅助动作 + 坚持建议,merge,3,1,待视觉复核；基于标题/路径语义，待关键帧确认,工具辅助动作；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,工具辅助动作；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,缺开头人群/痛点,只作灵感,B,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,单一方法过度承诺,元数据：10.077s，1080x1920，30.000fps，audio=true；标题锚点：待视觉复核/小腹平/肚子平/工具辅助动作
cfv_0033,一个瑜伽小球告别小肚腩妈妈臀.mp4,pending_visual_review,痛点可视化 + 解决方案 + 效果对比 + 行动指令,痛点/结果可视化 + 工具辅助动作 + 低压行动,rename,3,1,臀凹陷/妈妈臀/扁平臀；基于标题/路径语义，待关键帧确认,工具辅助动作；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,工具辅助动作；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,缺业务/健康事实确认,只作灵感,B,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,效果承诺风险,元数据：15.209s，1080x1920，30.000fps，audio=true；标题锚点：臀凹陷/妈妈臀/扁平臀/待视觉复核/工具辅助动作
cfv_0034,一个瑜伽小球告别臀凹陷6.4.mp4,pending_visual_review,痛点可视化 + 解决方案 + 效果对比 + 行动指令,痛点/结果可视化 + 工具辅助动作 + 低压行动,rename,3,1,臀凹陷/妈妈臀/扁平臀；基于标题/路径语义，待关键帧确认,工具辅助动作；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,工具辅助动作；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,缺业务/健康事实确认,只作灵感,B,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,效果承诺风险,元数据：11.122s，1080x1920，30.000fps，audio=true；标题锚点：臀凹陷/妈妈臀/扁平臀/待视觉复核/工具辅助动作
cfv_0035,一个瑜伽小球告别跑跳漏氵尴尬6.3（2）.mp4,pending_visual_review,痛点可视化 + 解决方案 + 效果对比 + 行动指令,痛点/结果可视化 + 工具辅助动作 + 低压行动,rename,3,1,漏尿漏水尴尬；基于标题/路径语义，待关键帧确认,工具辅助动作；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,工具辅助动作；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,缺业务/健康事实确认,只作灵感,B,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,效果承诺风险,元数据：20.875s，1080x1920，30.000fps，audio=true；标题锚点：漏尿漏水尴尬/漏尿漏水改善/工具辅助动作
cfv_0036,一个瑜伽小球练出灵动的八爪鱼6.1（3）.mp4,pending_visual_review,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,痛点/人群点名 + 工具辅助动作 + 坚持建议,merge,3,3,盆底松弛无力；基于标题/路径语义，待关键帧确认,工具辅助动作；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,工具辅助动作；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,无明显缺失但需视觉人审,可二次加工,B,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,无明显标题风险，但仍需视觉和业务人审,元数据：16.974s，1080x1920，30.000fps，audio=true；标题锚点：盆底松弛无力/盆底紧致/八爪鱼/抓握力/工具辅助动作
cfv_0037,一个瑜伽小球练出灵动的八爪鱼6.8（（3）.mp4,pending_visual_review,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,痛点/人群点名 + 工具辅助动作 + 坚持建议,merge,3,3,盆底松弛无力；基于标题/路径语义，待关键帧确认,工具辅助动作；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,工具辅助动作；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,无明显缺失但需视觉人审,可二次加工,B,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,无明显标题风险，但仍需视觉和业务人审,元数据：31.904s，1080x1920，30.000fps，audio=true；标题锚点：盆底松弛无力/盆底紧致/八爪鱼/抓握力/工具辅助动作
cfv_0038,一个瑜伽小球练出紧致八爪鱼.mp4,pending_visual_review,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,痛点/人群点名 + 工具辅助动作 + 坚持建议,merge,3,3,盆底松弛无力；基于标题/路径语义，待关键帧确认,工具辅助动作；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,工具辅助动作；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,无明显缺失但需视觉人审,可二次加工,B,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,无明显标题风险，但仍需视觉和业务人审,元数据：23.173s，1080x1920，30.000fps，audio=true；标题锚点：盆底松弛无力/盆底紧致/八爪鱼/抓握力/工具辅助动作
cfv_0039,一个瑜伽小球练出美丽的八爪鱼.mp4,pending_visual_review,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,痛点/人群点名 + 工具辅助动作 + 坚持建议,merge,3,3,盆底松弛无力；基于标题/路径语义，待关键帧确认,工具辅助动作；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,工具辅助动作；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,无明显缺失但需视觉人审,可二次加工,B,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,无明显标题风险，但仍需视觉和业务人审,元数据：15.069s，1080x1920，30.000fps，audio=true；标题锚点：盆底松弛无力/盆底紧致/八爪鱼/抓握力/工具辅助动作
cfv_0040,一个瑜伽小球练出美丽的盆底肌6.1（4）.mp4,pending_visual_review,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,痛点/人群点名 + 工具辅助动作 + 坚持建议,merge,3,3,盆底松弛无力；基于标题/路径语义，待关键帧确认,工具辅助动作；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,工具辅助动作；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,无明显缺失但需视觉人审,可二次加工,A,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,医学/健康边界风险,元数据：17.670s，1080x1920，30.000fps，audio=true；标题锚点：盆底松弛无力/待视觉复核/工具辅助动作
cfv_0041,一个瑜伽小球练出美丽的马甲线6.2.mp4,pending_visual_review,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,痛点/人群点名 + 工具辅助动作 + 坚持建议,merge,3,1,待视觉复核；基于标题/路径语义，待关键帧确认,工具辅助动作；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,工具辅助动作；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,缺开头人群/痛点,只作灵感,B,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,无明显标题风险，但仍需视觉和业务人审,元数据：11.285s，1080x1920，30.000fps，audio=true；标题锚点：待视觉复核/小腹平/肚子平/工具辅助动作
cfv_0042,一个瑜伽小球肚子平了臀饱满6.10.mp4,pending_visual_review,痛点可视化 + 解决方案 + 效果对比 + 行动指令,痛点/结果可视化 + 工具辅助动作 + 低压行动,rename,3,1,小腹凸/腹压/悬垂腹；基于标题/路径语义，待关键帧确认,工具辅助动作；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,工具辅助动作；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,缺业务/健康事实确认,只作灵感,B,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,效果承诺风险,元数据：15.580s，1080x1920，30.000fps，audio=true；标题锚点：小腹凸/腹压/悬垂腹/小腹平/肚子平/工具辅助动作
cfv_0043,一个瑜伽小球肚子平了臀饱满了6.17.mp4,pending_visual_review,痛点可视化 + 解决方案 + 效果对比 + 行动指令,痛点/结果可视化 + 工具辅助动作 + 低压行动,rename,3,1,小腹凸/腹压/悬垂腹；基于标题/路径语义，待关键帧确认,工具辅助动作；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,工具辅助动作；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,缺业务/健康事实确认,只作灵感,B,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,效果承诺风险,元数据：16.904s，1080x1920，30.000fps，audio=true；标题锚点：小腹凸/腹压/悬垂腹/小腹平/肚子平/工具辅助动作
cfv_0044,一个瑜伽球练出八爪鱼.mp4,pending_visual_review,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,痛点/人群点名 + 工具辅助动作 + 坚持建议,merge,3,3,盆底松弛无力；基于标题/路径语义，待关键帧确认,工具辅助动作；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,工具辅助动作；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,无明显缺失但需视觉人审,可二次加工,B,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,无明显标题风险，但仍需视觉和业务人审,元数据：13.142s，720x1280，30.000fps，audio=true；标题锚点：盆底松弛无力/盆底紧致/八爪鱼/抓握力/工具辅助动作
cfv_0045,一分钟握力测试多少次才算及格呢 切片.mp4,pending_visual_review,痛点问题 + 原因解释 + 方法交付,问题问答 + 原因解释 + 方法边界（泛身体状态/待视觉复核）,keep,3,3,待视觉复核；基于标题/路径语义，待关键帧确认,工具辅助动作；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,工具辅助动作；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,缺开头人群/痛点,可二次加工,B,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,无明显标题风险，但仍需视觉和业务人审,元数据：151.742s，1080x1920，30.000fps，audio=true；标题锚点：待视觉复核/待视觉复核/工具辅助动作
cfv_0046,一咳嗽就失控这个动作告别尴尬.mp4,pending_visual_review,痛点可视化 + 解决方案 + 效果对比 + 行动指令,痛点/结果可视化 + 单动作循环演示 + 低压行动,rename,3,1,漏尿漏水尴尬；基于标题/路径语义，待关键帧确认,单动作循环演示；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,单动作循环演示；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,缺业务/健康事实确认,只作灵感,B,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,效果承诺风险,元数据：48.135s，1080x1920，30.000fps，audio=true；标题锚点：漏尿漏水尴尬/待视觉复核/单动作循环演示
cfv_0047,一招动态臀桥收腰收胯收盆底6.4（3）.mp4,pending_visual_review,痛点可视化 + 解决方案 + 效果对比 + 行动指令,痛点/结果可视化 + 单动作循环演示 + 低压行动,rename,3,3,盆底松弛无力；基于标题/路径语义，待关键帧确认,单动作循环演示；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,单动作循环演示；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,无明显缺失但需视觉人审,可二次加工,A,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,医学/健康边界风险,元数据：34.087s，1080x1920，30.000fps，audio=true；标题锚点：盆底松弛无力/腰细/胯小/腿细/单动作循环演示
cfv_0048,三个动作帮你唤醒身体好状态.mp4,pending_visual_review,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,痛点/人群点名 + 单动作循环演示 + 坚持建议,merge,3,1,待视觉复核；基于标题/路径语义，待关键帧确认,单动作循环演示；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,单动作循环演示；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,缺开头人群/痛点,只作灵感,B,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,无明显标题风险，但仍需视觉和业务人审,元数据：17.345s，1080x1920，30.000fps，audio=true；标题锚点：待视觉复核/好状态/抗衰体态/单动作循环演示
cfv_0049,不管生了几个就练这几个动作6.15.mp4,pending_visual_review,待视觉复核：文件名无足够结构信息,待视觉复核：需关键帧/人工判断后定公式,pending_visual_review,3,1,待视觉复核；基于标题/路径语义，待关键帧确认,单动作循环演示；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,单动作循环演示；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,缺开头人群/痛点；缺视觉结构证据,只作灵感,B,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,无明显标题风险，但仍需视觉和业务人审,元数据：24.334s，1080x1920，30.000fps，audio=true；标题锚点：待视觉复核/待视觉复核/单动作循环演示
cfv_0050,产后假跨宽这一式越练越J.mp4,pending_visual_review,人群点名 + 低门槛动作 + 坚持建议,人群/年龄点名 + 单动作循环演示 + 坚持建议,split,3,1,假胯宽/骨盆外翻/体态问题；基于标题/路径语义，待关键帧确认,单动作循环演示；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,单动作循环演示；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,无明显缺失但需视觉人审,只作灵感,B,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,效果承诺风险,元数据：26.633s，1080x1920，30.000fps，audio=true；标题锚点：假胯宽/骨盆外翻/体态问题/待视觉复核/单动作循环演示
cfv_0051,产后小腹下垂练这一式收固盆底.mp4,pending_visual_review,人群点名 + 低门槛动作 + 坚持建议,人群/年龄点名 + 单动作循环演示 + 坚持建议,split,3,3,盆底松弛无力；基于标题/路径语义，待关键帧确认,单动作循环演示；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,单动作循环演示；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,无明显缺失但需视觉人审,可二次加工,A,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,医学/健康边界风险,元数据：73.468s，1080x1920，30.000fps，audio=true；标题锚点：盆底松弛无力/待视觉复核/单动作循环演示
cfv_0052,产后尴尬漏氵一个动作帮你改变.mp4,pending_visual_review,痛点可视化 + 解决方案 + 效果对比 + 行动指令,痛点/结果可视化 + 单动作循环演示 + 低压行动,rename,3,3,漏尿漏水尴尬；基于标题/路径语义，待关键帧确认,单动作循环演示；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,单动作循环演示；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,缺业务/健康事实确认,可二次加工,A,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,效果承诺风险；单一方法过度承诺,元数据：62.322s，1080x1920，30.000fps，audio=true；标题锚点：漏尿漏水尴尬/漏尿漏水改善/单动作循环演示
cfv_0053,产后尴尬漏氵只需一个小球帮你.mp4,pending_visual_review,痛点可视化 + 解决方案 + 效果对比 + 行动指令,痛点/结果可视化 + 工具辅助动作 + 低压行动,rename,3,1,漏尿漏水尴尬；基于标题/路径语义，待关键帧确认,工具辅助动作；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,工具辅助动作；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,缺业务/健康事实确认,只作灵感,B,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,单一方法过度承诺,元数据：18.367s，1080x1920，30.000fps，audio=true；标题锚点：漏尿漏水尴尬/待视觉复核/工具辅助动作
cfv_0054,产后扁平臀.mp4,pending_visual_review,人群点名 + 低门槛动作 + 坚持建议,人群/年龄点名 + 动作证据待视觉复核 + 坚持建议,split,3,3,臀凹陷/妈妈臀/扁平臀；基于标题/路径语义，待关键帧确认,待视觉复核；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,待视觉复核；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,缺动作证据,可二次加工,B,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,无明显标题风险，但仍需视觉和业务人审,元数据：20.085s，1080x1920，30.000fps，audio=true；标题锚点：臀凹陷/妈妈臀/扁平臀/待视觉复核/待视觉复核
cfv_0055,产后漏尿尴尬.mp4,pending_visual_review,人群点名 + 低门槛动作 + 坚持建议,人群/年龄点名 + 动作证据待视觉复核 + 坚持建议,split,3,3,漏尿漏水尴尬；基于标题/路径语义，待关键帧确认,待视觉复核；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,待视觉复核；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,缺动作证据,可二次加工,A,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,医学/健康边界风险,元数据：22.848s，1080x1920，30.000fps，audio=true；标题锚点：漏尿漏水尴尬/待视觉复核/待视觉复核
cfv_0056,产后漏水不用愁一个小球帮你改变.mp4,pending_visual_review,痛点可视化 + 解决方案 + 效果对比 + 行动指令,痛点/结果可视化 + 工具辅助动作 + 低压行动,rename,3,3,漏尿漏水尴尬；基于标题/路径语义，待关键帧确认,工具辅助动作；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,工具辅助动作；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,缺业务/健康事实确认,可二次加工,B,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,医学/健康边界风险；效果承诺风险；单一方法过度承诺,元数据：25.472s，1080x1920，30.000fps，audio=true；标题锚点：漏尿漏水尴尬/漏尿漏水改善/工具辅助动作
cfv_0057,产后盆底高张一个动作帮你改善.mp4,pending_visual_review,痛点可视化 + 解决方案 + 效果对比 + 行动指令,痛点/结果可视化 + 单动作循环演示 + 低压行动,rename,3,3,盆底松弛无力；基于标题/路径语义，待关键帧确认,单动作循环演示；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,单动作循环演示；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,缺业务/健康事实确认,可二次加工,A,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,医学/健康边界风险；效果承诺风险；单一方法过度承诺,元数据：21.548s，1080x1920，30.000fps，audio=true；标题锚点：盆底松弛无力/待视觉复核/单动作循环演示
cfv_0058,产后膨出脱垂只需一个动作搞定.mp4,pending_visual_review,痛点可视化 + 解决方案 + 效果对比 + 行动指令,痛点/结果可视化 + 单动作循环演示 + 低压行动,rename,3,1,膨出脱垂/下垂；基于标题/路径语义，待关键帧确认,单动作循环演示；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,单动作循环演示；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,缺业务/健康事实确认,只作灵感,B,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,医学/健康边界风险；效果承诺风险；单一方法过度承诺,元数据：74.048s，1080x1920，30.000fps，audio=true；标题锚点：膨出脱垂/下垂/待视觉复核/单动作循环演示
cfv_0059,产后臀凹陷一个动作帮你改变.mp4,pending_visual_review,痛点可视化 + 解决方案 + 效果对比 + 行动指令,痛点/结果可视化 + 单动作循环演示 + 低压行动,rename,3,3,臀凹陷/妈妈臀/扁平臀；基于标题/路径语义，待关键帧确认,单动作循环演示；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,单动作循环演示；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,缺业务/健康事实确认,可二次加工,A,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,效果承诺风险；单一方法过度承诺,元数据：12.980s，1080x1920，30.000fps，audio=true；标题锚点：臀凹陷/妈妈臀/扁平臀/待视觉复核/单动作循环演示
cfv_0060,产后骨盆外翻一个动作告别困扰.mp4,pending_visual_review,痛点可视化 + 解决方案 + 效果对比 + 行动指令,痛点/结果可视化 + 单动作循环演示 + 低压行动,rename,3,1,假胯宽/骨盆外翻/体态问题；基于标题/路径语义，待关键帧确认,单动作循环演示；需确认动作完整循环、发力点、方向/次数/呼吸,轻跟练/收藏/风险提醒优先；强转化与效果承诺待人工删改,单动作循环演示；当前未调用视觉模型，动作画面证据待人审,pending_visual_review：未做人脸/情绪视觉识别,文件名/路径语义可辅助，不能替代字幕 OCR 或画面确认,pending_visual_review：未做 ASR/口播与动作同步验证,缺业务/健康事实确认,只作灵感,B,关键帧确认动作是否完整；字幕/口播是否同题兑现；健康/效果/价格/课程事实待客户确认,效果承诺风险；单一方法过度承诺,元数据：41.355s，1080x1920，30.000fps，audio=true；标题锚点：假胯宽/骨盆外翻/体态问题/待视觉复核/单动作循环演示
