trace_id,source_file_id,source_path,copied_or_extracted_path,action_id,problem_id,bridge_id,evidence_type,evidence_summary,review_gate
TRACE0059,SRC00347,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/12_数字人动作触发规则_avatar_action_trigger_rules.csv,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/03_精选资料副本_selected_source_files/SRC00347_4d8d2e07bd_12_数字人动作触发规则_avatar_action_trigger_rules.csv,presenter_open_explain,,BRIDGE002,copy_full,source_label_or_keyword_family,visual_review_required; customer_review_if_used_in_live_script
TRACE0060,SRC00347,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/12_数字人动作触发规则_avatar_action_trigger_rules.csv,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/03_精选资料副本_selected_source_files/SRC00347_4d8d2e07bd_12_数字人动作触发规则_avatar_action_trigger_rules.csv,presenter_emphasis_warning_pause,,BRIDGE005,copy_full,source_label_or_keyword_family,professional_review_required; compliance_review_required
TRACE0061,SRC06157,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06157_5049f5855a_live_project_bridge_fields_extract.csv,presenter_emphasis_warning_pause,objection_response;risk_boundary,BRIDGE005,extract_rows,动作标签库含 serious_emphasis、pause_thinking；触发规则把 warning_reminder 映射为 serious_emphasis 但 confidence=low。,professional_review_required; compliance_review_required
TRACE0062,SRC06157,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06157_5049f5855a_live_project_bridge_fields_extract.csv,course_position_method_reference,high_sensitive_intimate_instruction;posture_selection_problem,BRIDGE008,extract_rows,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],compliance_review_required; customer_review_required; professional_review_required
TRACE0063,SRC06157,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06157_5049f5855a_live_project_bridge_fields_extract.csv,course_body_position_technique_reference,body_position_technique_sensitive;relationship_intimacy_method,BRIDGE009,extract_rows,课程文本与问答中存在该类主题；本知识库不展开源内具体操作细节。,compliance_review_required; customer_review_required; professional_review_required
TRACE0064,SRC06157,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/live_project_bridge_fields.csv,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06157_5049f5855a_live_project_bridge_fields_extract.csv,course_relationship_problem_reference,qa_objection_response;relationship_communication,BRIDGE012,extract_rows,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],customer_review_if_business_claim; compliance_review_if_sensitive
TRACE0065,SRC06162,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0000_0099_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06162_be3e12283e_lessons_0000_0099_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,manual_review_queue;visual_review_blocker,BRIDGE014,extract_rows,动作时间轴、三线对照和逐句 JSONL 中大量 low_confidence、no_face、scene_no_presenter、OCR unavailable 类状态。,visual_review_required
TRACE0066,SRC06162,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0000_0099_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06162_be3e12283e_lessons_0000_0099_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0067,SRC06162,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0000_0099_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06162_be3e12283e_lessons_0000_0099_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0068,SRC06163,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0100_0199_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06163_4cdb61d48c_lessons_0100_0199_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,manual_review_queue;visual_review_blocker,BRIDGE014,extract_rows,动作时间轴、三线对照和逐句 JSONL 中大量 low_confidence、no_face、scene_no_presenter、OCR unavailable 类状态。,visual_review_required
TRACE0069,SRC06163,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0100_0199_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06163_4cdb61d48c_lessons_0100_0199_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0070,SRC06163,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0100_0199_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06163_4cdb61d48c_lessons_0100_0199_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0071,SRC06164,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0200_0299_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06164_8e80954a8b_lessons_0200_0299_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,manual_review_queue;visual_review_blocker,BRIDGE014,extract_rows,动作时间轴、三线对照和逐句 JSONL 中大量 low_confidence、no_face、scene_no_presenter、OCR unavailable 类状态。,visual_review_required
TRACE0072,SRC06164,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0200_0299_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06164_8e80954a8b_lessons_0200_0299_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0073,SRC06164,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0200_0299_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06164_8e80954a8b_lessons_0200_0299_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0074,SRC06165,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0300_0399_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06165_17c7877ada_lessons_0300_0399_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,manual_review_queue;visual_review_blocker,BRIDGE014,extract_rows,动作时间轴、三线对照和逐句 JSONL 中大量 low_confidence、no_face、scene_no_presenter、OCR unavailable 类状态。,visual_review_required
TRACE0075,SRC06165,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0300_0399_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06165_17c7877ada_lessons_0300_0399_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0076,SRC06165,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0300_0399_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06165_17c7877ada_lessons_0300_0399_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0077,SRC06166,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0400_0499_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06166_1172a2961a_lessons_0400_0499_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,manual_review_queue;visual_review_blocker,BRIDGE014,extract_rows,动作时间轴、三线对照和逐句 JSONL 中大量 low_confidence、no_face、scene_no_presenter、OCR unavailable 类状态。,visual_review_required
TRACE0078,SRC06166,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0400_0499_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06166_1172a2961a_lessons_0400_0499_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0079,SRC06166,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0400_0499_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06166_1172a2961a_lessons_0400_0499_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0080,SRC06167,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0500_0599_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06167_437acd5da1_lessons_0500_0599_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,manual_review_queue;visual_review_blocker,BRIDGE014,extract_rows,动作时间轴、三线对照和逐句 JSONL 中大量 low_confidence、no_face、scene_no_presenter、OCR unavailable 类状态。,visual_review_required
TRACE0081,SRC06167,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0500_0599_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06167_437acd5da1_lessons_0500_0599_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0082,SRC06167,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0500_0599_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06167_437acd5da1_lessons_0500_0599_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0083,SRC06168,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0600_0699_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06168_18253527e6_lessons_0600_0699_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,manual_review_queue;visual_review_blocker,BRIDGE014,extract_rows,动作时间轴、三线对照和逐句 JSONL 中大量 low_confidence、no_face、scene_no_presenter、OCR unavailable 类状态。,visual_review_required
TRACE0084,SRC06168,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0600_0699_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06168_18253527e6_lessons_0600_0699_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0085,SRC06168,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0600_0699_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06168_18253527e6_lessons_0600_0699_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0086,SRC06169,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0700_0799_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06169_e71e53e76b_lessons_0700_0799_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,manual_review_queue;visual_review_blocker,BRIDGE014,extract_rows,动作时间轴、三线对照和逐句 JSONL 中大量 low_confidence、no_face、scene_no_presenter、OCR unavailable 类状态。,visual_review_required
TRACE0087,SRC06169,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0700_0799_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06169_e71e53e76b_lessons_0700_0799_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0088,SRC06169,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0700_0799_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06169_e71e53e76b_lessons_0700_0799_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0089,SRC06170,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0800_0899_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06170_e3f2641ec4_lessons_0800_0899_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,manual_review_queue;visual_review_blocker,BRIDGE014,extract_rows,动作时间轴、三线对照和逐句 JSONL 中大量 low_confidence、no_face、scene_no_presenter、OCR unavailable 类状态。,visual_review_required
TRACE0090,SRC06170,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0800_0899_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06170_e3f2641ec4_lessons_0800_0899_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0091,SRC06170,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0800_0899_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06170_e3f2641ec4_lessons_0800_0899_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0092,SRC06171,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0900_0999_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06171_5ba9f687ec_lessons_0900_0999_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,manual_review_queue;visual_review_blocker,BRIDGE014,extract_rows,动作时间轴、三线对照和逐句 JSONL 中大量 low_confidence、no_face、scene_no_presenter、OCR unavailable 类状态。,visual_review_required
TRACE0093,SRC06171,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0900_0999_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06171_5ba9f687ec_lessons_0900_0999_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0094,SRC06171,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0900_0999_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06171_5ba9f687ec_lessons_0900_0999_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0095,SRC06172,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_1000_1099_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06172_0528f0d952_lessons_1000_1099_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,manual_review_queue;visual_review_blocker,BRIDGE014,extract_rows,动作时间轴、三线对照和逐句 JSONL 中大量 low_confidence、no_face、scene_no_presenter、OCR unavailable 类状态。,visual_review_required
TRACE0096,SRC06172,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_1000_1099_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06172_0528f0d952_lessons_1000_1099_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0097,SRC06172,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_1000_1099_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06172_0528f0d952_lessons_1000_1099_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0098,SRC06173,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_1100_1199_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06173_723d459270_lessons_1100_1199_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,manual_review_queue;visual_review_blocker,BRIDGE014,extract_rows,动作时间轴、三线对照和逐句 JSONL 中大量 low_confidence、no_face、scene_no_presenter、OCR unavailable 类状态。,visual_review_required
TRACE0099,SRC06173,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_1100_1199_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06173_723d459270_lessons_1100_1199_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0100,SRC06173,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_1100_1199_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06173_723d459270_lessons_1100_1199_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0101,SRC06174,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_1200_1299_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06174_4a48e7bf9d_lessons_1200_1299_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,manual_review_queue;visual_review_blocker,BRIDGE014,extract_rows,动作时间轴、三线对照和逐句 JSONL 中大量 low_confidence、no_face、scene_no_presenter、OCR unavailable 类状态。,visual_review_required
TRACE0102,SRC06174,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_1200_1299_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06174_4a48e7bf9d_lessons_1200_1299_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0103,SRC06174,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_1200_1299_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06174_4a48e7bf9d_lessons_1200_1299_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0104,SRC06175,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_1300_1399_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06175_ef2f6c4b0a_lessons_1300_1399_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,manual_review_queue;visual_review_blocker,BRIDGE014,extract_rows,动作时间轴、三线对照和逐句 JSONL 中大量 low_confidence、no_face、scene_no_presenter、OCR unavailable 类状态。,visual_review_required
TRACE0105,SRC06175,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_1300_1399_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06175_ef2f6c4b0a_lessons_1300_1399_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0106,SRC06175,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_1300_1399_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06175_ef2f6c4b0a_lessons_1300_1399_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0107,SRC06176,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_1400_1499_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06176_30e96afc69_lessons_1400_1499_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,manual_review_queue;visual_review_blocker,BRIDGE014,extract_rows,动作时间轴、三线对照和逐句 JSONL 中大量 low_confidence、no_face、scene_no_presenter、OCR unavailable 类状态。,visual_review_required
TRACE0108,SRC06176,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_1400_1499_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06176_30e96afc69_lessons_1400_1499_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0109,SRC06176,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_1400_1499_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06176_30e96afc69_lessons_1400_1499_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0110,SRC06177,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_1500_1599_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06177_a4289cc0e7_lessons_1500_1599_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,manual_review_queue;visual_review_blocker,BRIDGE014,extract_rows,动作时间轴、三线对照和逐句 JSONL 中大量 low_confidence、no_face、scene_no_presenter、OCR unavailable 类状态。,visual_review_required
TRACE0111,SRC06177,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_1500_1599_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06177_a4289cc0e7_lessons_1500_1599_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0112,SRC06177,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_1500_1599_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06177_a4289cc0e7_lessons_1500_1599_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,,BRIDGE014,extract_rows,source_label_or_keyword_family,visual_review_required
TRACE0113,SRC06178,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_1600_1699_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06178_959d5cbdea_lessons_1600_1699_action_alignment_extract.jsonl,unknown_or_unusable_visual_action,manual_review_queue;visual_review_blocker,BRIDGE014,extract_rows,动作时间轴、三线对照和逐句 JSONL 中大量 low_confidence、no_face、scene_no_presenter、OCR unavailable 类状态。,visual_review_required
