timeline_id,recording_id,source_file,start_time,end_time,duration_seconds,speech_evidence_status,speech_summary,action_keyword_hits,normalized_action_id,problem_category_id,usable_structure_name,candidate_signal_score,candidate_status,source_evidence
rec_001_t001,rec_001,5月13日直播素材.MP4,00:00:00.000,00:02:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=原因；主题=主题待人工听审；结构倾向=日期/主题不明素材 + 待视觉复核索引；未命中明确动作词族；转写字符数约 17。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=主题待人工听审; keyword_count=0,,,日期/主题不明素材 + 待视觉复核索引,2,reject_or_low_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_001_t040,rec_001,5月13日直播素材.MP4,01:18:00.000,01:20:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释；结构倾向=痛点/人群点名 + 单动作完整循环 + 坚持建议；动作词族命中；转写字符数约 336。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释; keyword_count=2,course_pelvic_floor_training_reference,pelvic_floor_training,痛点/人群点名 + 单动作完整循环 + 坚持建议,8,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_001_t041,rec_001,5月13日直播素材.MP4,01:20:00.000,01:22:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 456。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释; keyword_count=1,presenter_step_count_or_page_turn,course_step_explain,多动作组合 + 同一主题推进 + 轻跟练收束,6,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_001_t042,rec_001,5月13日直播素材.MP4,01:22:00.000,01:24:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释 / 课程/商品/业务信息；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 485。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释 / 课程/商品/业务信息; keyword_count=1,presenter_step_count_or_page_turn,course_step_explain,多动作组合 + 同一主题推进 + 轻跟练收束,4,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_001_t043,rec_001,5月13日直播素材.MP4,01:24:00.000,01:26:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=异议；主题=胸部/呼吸练习 / 误区纠错/风险提醒 / 动作/问题关键词命中；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 634。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=胸部/呼吸练习 / 误区纠错/风险提醒 / 动作/问题关键词命中; keyword_count=1,presenter_step_count_or_page_turn,course_step_explain,多动作组合 + 同一主题推进 + 轻跟练收束,6,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_001_t044,rec_001,5月13日直播素材.MP4,01:26:00.000,01:28:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=风险；主题=盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释 / 误区纠错/风险提醒；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 649。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释 / 误区纠错/风险提醒; keyword_count=3,presenter_step_count_or_page_turn,course_step_explain,多动作组合 + 同一主题推进 + 轻跟练收束,7,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_001_t045,rec_001,5月13日直播素材.MP4,01:28:00.000,01:30:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 652。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释; keyword_count=4,presenter_step_count_or_page_turn,course_step_explain,多动作组合 + 同一主题推进 + 轻跟练收束,5,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_001_t046,rec_001,5月13日直播素材.MP4,01:30:00.000,01:32:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=异议；主题=胸部/呼吸练习 / 问题问答/原因解释 / 课程/商品/业务信息 / 情绪/关系表达；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 646。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=胸部/呼吸练习 / 问题问答/原因解释 / 课程/商品/业务信息 / 情绪/关系表达; keyword_count=2,presenter_step_count_or_page_turn,course_step_explain,多动作组合 + 同一主题推进 + 轻跟练收束,4,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_001_t047,rec_001,5月13日直播素材.MP4,01:32:00.000,01:34:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释 / 情绪/关系表达；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 643。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释 / 情绪/关系表达; keyword_count=2,presenter_step_count_or_page_turn,course_step_explain,多动作组合 + 同一主题推进 + 轻跟练收束,7,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_001_t048,rec_001,5月13日直播素材.MP4,01:34:00.000,01:36:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=异议；主题=问题问答/原因解释 / 情绪/关系表达 / 动作/问题关键词命中；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 655。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=问题问答/原因解释 / 情绪/关系表达 / 动作/问题关键词命中; keyword_count=1,presenter_step_count_or_page_turn,course_step_explain,多动作组合 + 同一主题推进 + 轻跟练收束,7,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_001_t049,rec_001,5月13日直播素材.MP4,01:36:00.000,01:38:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=异议；主题=胸部/呼吸练习 / 问题问答/原因解释 / 情绪/关系表达 / 动作/问题关键词命中；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 597。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=胸部/呼吸练习 / 问题问答/原因解释 / 情绪/关系表达 / 动作/问题关键词命中; keyword_count=1,presenter_step_count_or_page_turn,course_step_explain,多动作组合 + 同一主题推进 + 轻跟练收束,7,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_001_t050,rec_001,5月13日直播素材.MP4,01:38:00.000,01:40:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=异议；主题=盆底/产后训练 / 误区纠错/风险提醒 / 课程/商品/业务信息 / 情绪/关系表达；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 611。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=盆底/产后训练 / 误区纠错/风险提醒 / 课程/商品/业务信息 / 情绪/关系表达; keyword_count=1,presenter_step_count_or_page_turn,course_step_explain,多动作组合 + 同一主题推进 + 轻跟练收束,4,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_001_t051,rec_001,5月13日直播素材.MP4,01:40:00.000,01:42:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释 / 误区纠错/风险提醒；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 578。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释 / 误区纠错/风险提醒; keyword_count=2,presenter_step_count_or_page_turn,course_step_explain,多动作组合 + 同一主题推进 + 轻跟练收束,8,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_001_t052,rec_001,5月13日直播素材.MP4,01:42:00.000,01:44:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=风险；主题=问题问答/原因解释 / 误区纠错/风险提醒 / 情绪/关系表达 / 动作/问题关键词命中；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 575。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=问题问答/原因解释 / 误区纠错/风险提醒 / 情绪/关系表达 / 动作/问题关键词命中; keyword_count=2,presenter_step_count_or_page_turn,course_step_explain,多动作组合 + 同一主题推进 + 轻跟练收束,9,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_001_t053,rec_001,5月13日直播素材.MP4,01:44:00.000,01:46:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 594。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释; keyword_count=1,presenter_step_count_or_page_turn,course_step_explain,多动作组合 + 同一主题推进 + 轻跟练收束,6,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_001_t054,rec_001,5月13日直播素材.MP4,01:46:00.000,01:48:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=风险；主题=问题问答/原因解释 / 误区纠错/风险提醒 / 情绪/关系表达 / 动作/问题关键词命中；结构倾向=误区/错误先抛 + 正确动作对比 + 原因解释；动作词族命中；转写字符数约 622。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=问题问答/原因解释 / 误区纠错/风险提醒 / 情绪/关系表达 / 动作/问题关键词命中; keyword_count=3,course_relationship_problem_reference,relationship_communication,误区/错误先抛 + 正确动作对比 + 原因解释,11,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_001_t055,rec_001,5月13日直播素材.MP4,01:48:00.000,01:50:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=促单；主题=盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释 / 课程/商品/业务信息；结构倾向=痛点/人群点名 + 单动作完整循环 + 坚持建议；动作词族命中；转写字符数约 647。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释 / 课程/商品/业务信息; keyword_count=3,course_pelvic_floor_training_reference,pelvic_floor_training,痛点/人群点名 + 单动作完整循环 + 坚持建议,5,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_001_t056,rec_001,5月13日直播素材.MP4,01:50:00.000,01:50:20.640,20.64,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 盆底/产后训练 / 问题问答/原因解释；结构倾向=痛点/人群点名 + 单动作完整循环 + 坚持建议；动作词族命中；转写字符数约 68。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 盆底/产后训练 / 问题问答/原因解释; keyword_count=1,course_pelvic_floor_training_reference,pelvic_floor_training,痛点/人群点名 + 单动作完整循环 + 坚持建议,5,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_002_t001,rec_002,C5824.MP4,00:00:00.000,00:02:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 588。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释; keyword_count=2,presenter_step_count_or_page_turn,course_step_explain,多动作组合 + 同一主题推进 + 轻跟练收束,7,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_002_t002,rec_002,C5824.MP4,00:02:00.000,00:04:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释；结构倾向=误区/错误先抛 + 正确动作对比 + 原因解释；动作词族命中；转写字符数约 577。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释; keyword_count=2,presenter_emphasis_warning_pause,risk_boundary,误区/错误先抛 + 正确动作对比 + 原因解释,11,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_002_t003,rec_002,C5824.MP4,00:04:00.000,00:06:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 盆底/产后训练 / 问题问答/原因解释 / 误区纠错/风险提醒；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 630。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 盆底/产后训练 / 问题问答/原因解释 / 误区纠错/风险提醒; keyword_count=5,presenter_step_count_or_page_turn,course_step_explain,多动作组合 + 同一主题推进 + 轻跟练收束,8,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_002_t004,rec_002,C5824.MP4,00:06:00.000,00:08:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 胸部/呼吸练习；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 620。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 胸部/呼吸练习; keyword_count=5,presenter_step_count_or_page_turn,course_step_explain,多动作组合 + 同一主题推进 + 轻跟练收束,7,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_002_t005,rec_002,C5824.MP4,00:08:00.000,00:10:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 胸部/呼吸练习；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 606。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 胸部/呼吸练习; keyword_count=2,presenter_step_count_or_page_turn,course_step_explain,多动作组合 + 同一主题推进 + 轻跟练收束,9,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_002_t006,rec_002,C5824.MP4,00:10:00.000,00:12:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释；结构倾向=痛点/人群点名 + 单动作完整循环 + 坚持建议；动作词族命中；转写字符数约 522。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释; keyword_count=4,course_pelvic_floor_training_reference,pelvic_floor_training,痛点/人群点名 + 单动作完整循环 + 坚持建议,6,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_002_t007,rec_002,C5824.MP4,00:12:00.000,00:14:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 576。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释; keyword_count=1,presenter_step_count_or_page_turn,course_step_explain,多动作组合 + 同一主题推进 + 轻跟练收束,7,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_002_t008,rec_002,C5824.MP4,00:14:00.000,00:16:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 620。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释; keyword_count=5,presenter_step_count_or_page_turn,course_step_explain,多动作组合 + 同一主题推进 + 轻跟练收束,6,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_002_t009,rec_002,C5824.MP4,00:16:00.000,00:18:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 566。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释; keyword_count=3,presenter_step_count_or_page_turn,course_step_explain,多动作组合 + 同一主题推进 + 轻跟练收束,7,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_002_t010,rec_002,C5824.MP4,00:18:00.000,00:20:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 胸部/呼吸练习；结构倾向=工具/动作演示 + 发力口令 + 低压跟练收束；动作词族命中；转写字符数约 507。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 胸部/呼吸练习; keyword_count=5,course_breathing_coordination_reference,breathing_coordination,工具/动作演示 + 发力口令 + 低压跟练收束,9,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_002_t011,rec_002,C5824.MP4,00:20:00.000,00:22:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 盆底/产后训练 / 误区纠错/风险提醒；结构倾向=误区/错误先抛 + 正确动作对比 + 原因解释；动作词族命中；转写字符数约 473。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 盆底/产后训练 / 误区纠错/风险提醒; keyword_count=2,presenter_emphasis_warning_pause,risk_boundary,误区/错误先抛 + 正确动作对比 + 原因解释,10,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_002_t012,rec_002,C5824.MP4,00:22:00.000,00:24:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释；结构倾向=误区/错误先抛 + 正确动作对比 + 原因解释；动作词族命中；转写字符数约 311。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释; keyword_count=2,presenter_emphasis_warning_pause,risk_boundary,误区/错误先抛 + 正确动作对比 + 原因解释,11,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_002_t013,rec_002,C5824.MP4,00:24:00.000,00:26:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 盆底/产后训练 / 问题问答/原因解释 / 误区纠错/风险提醒；结构倾向=痛点/人群点名 + 单动作完整循环 + 坚持建议；动作词族命中；转写字符数约 301。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 盆底/产后训练 / 问题问答/原因解释 / 误区纠错/风险提醒; keyword_count=4,course_pelvic_floor_training_reference,pelvic_floor_training,痛点/人群点名 + 单动作完整循环 + 坚持建议,9,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_002_t014,rec_002,C5824.MP4,00:26:00.000,00:28:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释；结构倾向=痛点/人群点名 + 单动作完整循环 + 坚持建议；动作词族命中；转写字符数约 619。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释; keyword_count=5,course_pelvic_floor_training_reference,pelvic_floor_training,痛点/人群点名 + 单动作完整循环 + 坚持建议,6,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_002_t015,rec_002,C5824.MP4,00:28:00.000,00:30:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释；结构倾向=痛点/人群点名 + 单动作完整循环 + 坚持建议；动作词族命中；转写字符数约 641。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释; keyword_count=3,course_pelvic_floor_training_reference,pelvic_floor_training,痛点/人群点名 + 单动作完整循环 + 坚持建议,6,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_002_t016,rec_002,C5824.MP4,00:30:00.000,00:32:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释；结构倾向=痛点/人群点名 + 单动作完整循环 + 坚持建议；动作词族命中；转写字符数约 538。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释; keyword_count=3,course_pelvic_floor_training_reference,pelvic_floor_training,痛点/人群点名 + 单动作完整循环 + 坚持建议,9,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_002_t017,rec_002,C5824.MP4,00:32:00.000,00:34:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 盆底/产后训练 / 问题问答/原因解释 / 误区纠错/风险提醒；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 592。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 盆底/产后训练 / 问题问答/原因解释 / 误区纠错/风险提醒; keyword_count=2,presenter_step_count_or_page_turn,course_step_explain,多动作组合 + 同一主题推进 + 轻跟练收束,9,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_002_t018,rec_002,C5824.MP4,00:34:00.000,00:36:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=风险；主题=问题问答/原因解释 / 误区纠错/风险提醒 / 情绪/关系表达 / 动作/问题关键词命中；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 639。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=问题问答/原因解释 / 误区纠错/风险提醒 / 情绪/关系表达 / 动作/问题关键词命中; keyword_count=3,presenter_step_count_or_page_turn,course_step_explain,多动作组合 + 同一主题推进 + 轻跟练收束,8,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_002_t019,rec_002,C5824.MP4,00:36:00.000,00:38:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 问题问答/原因解释；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 599。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 问题问答/原因解释; keyword_count=2,presenter_step_count_or_page_turn,course_step_explain,多动作组合 + 同一主题推进 + 轻跟练收束,7,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_002_t020,rec_002,C5824.MP4,00:38:00.000,00:40:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 胸部/呼吸练习；结构倾向=痛点/人群点名 + 单动作完整循环 + 坚持建议；动作词族命中；转写字符数约 538。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 胸部/呼吸练习; keyword_count=3,course_pelvic_floor_training_reference,pelvic_floor_training,痛点/人群点名 + 单动作完整循环 + 坚持建议,7,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
rec_002_t021,rec_002,C5824.MP4,00:40:00.000,00:42:00.000,120,machine_transcript_pending_manual_review,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 胸部/呼吸练习；结构倾向=痛点/人群点名 + 单动作完整循环 + 坚持建议；动作词族命中；转写字符数约 516。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,high_level_tags=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 胸部/呼吸练习; keyword_count=2,course_pelvic_floor_training_reference,pelvic_floor_training,痛点/人群点名 + 单动作完整循环 + 坚持建议,9,candidate_signal,local_faster_whisper_full_recording_transcript; action_kb_text_keyword_rules; visual_pending_review
