pair_group_id,recording_id,talk_segment_id,talk_start_time,talk_end_time,talk_function,talk_summary,action_segment_id,action_start_time,action_end_time,normalized_action_id,action_function,target_problem,pair_relation,gap_seconds,why_pair,editor_sequence_advice,stage1_priority,review_status
pair_0042,rec_001,live_cand_0042,01:28:00.000,01:30:00.000,异议,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 652。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0042,01:28:00.000,01:30:00.000,presenter_step_count_or_page_turn,纠错,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,C,pending_manual_audio_visual_review
pair_0043,rec_001,live_cand_0043,01:30:00.000,01:32:00.000,异议,机器转写高层摘要：口播功能=异议；主题=胸部/呼吸练习 / 问题问答/原因解释 / 课程/商品/业务信息 / 情绪/关系表达；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 646。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0043,01:30:00.000,01:32:00.000,presenter_step_count_or_page_turn,跟练,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,C,pending_manual_audio_visual_review
pair_0044,rec_001,live_cand_0044,01:32:00.000,01:34:00.000,异议,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释 / 情绪/关系表达；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 643。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0044,01:32:00.000,01:34:00.000,presenter_step_count_or_page_turn,证据,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0045,rec_001,live_cand_0045,01:34:00.000,01:36:00.000,异议,机器转写高层摘要：口播功能=异议；主题=问题问答/原因解释 / 情绪/关系表达 / 动作/问题关键词命中；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 655。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0045,01:34:00.000,01:36:00.000,presenter_step_count_or_page_turn,证据,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0046,rec_001,live_cand_0046,01:36:00.000,01:38:00.000,异议,机器转写高层摘要：口播功能=异议；主题=胸部/呼吸练习 / 问题问答/原因解释 / 情绪/关系表达 / 动作/问题关键词命中；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 597。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0046,01:36:00.000,01:38:00.000,presenter_step_count_or_page_turn,证据,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0047,rec_001,live_cand_0047,01:38:00.000,01:40:00.000,异议,机器转写高层摘要：口播功能=异议；主题=盆底/产后训练 / 误区纠错/风险提醒 / 课程/商品/业务信息 / 情绪/关系表达；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 611。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0047,01:38:00.000,01:40:00.000,presenter_step_count_or_page_turn,纠错,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,C,pending_manual_audio_visual_review
pair_0048,rec_001,live_cand_0048,01:40:00.000,01:42:00.000,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释 / 误区纠错/风险提醒；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 578。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0048,01:40:00.000,01:42:00.000,presenter_step_count_or_page_turn,证据,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0049,rec_001,live_cand_0049,01:42:00.000,01:44:00.000,风险,机器转写高层摘要：口播功能=风险；主题=问题问答/原因解释 / 误区纠错/风险提醒 / 情绪/关系表达 / 动作/问题关键词命中；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 575。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0049,01:42:00.000,01:44:00.000,presenter_step_count_or_page_turn,证据,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0050,rec_001,live_cand_0050,01:44:00.000,01:46:00.000,异议,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 594。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0050,01:44:00.000,01:46:00.000,presenter_step_count_or_page_turn,证据,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0051,rec_001,live_cand_0051,01:46:00.000,01:48:00.000,风险,机器转写高层摘要：口播功能=风险；主题=问题问答/原因解释 / 误区纠错/风险提醒 / 情绪/关系表达 / 动作/问题关键词命中；结构倾向=误区/错误先抛 + 正确动作对比 + 原因解释；动作词族命中；转写字符数约 622。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0051,01:46:00.000,01:48:00.000,course_relationship_problem_reference,纠错,relationship_communication,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0052,rec_001,live_cand_0052,01:48:00.000,01:50:00.000,促单,机器转写高层摘要：口播功能=促单；主题=盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释 / 课程/商品/业务信息；结构倾向=痛点/人群点名 + 单动作完整循环 + 坚持建议；动作词族命中；转写字符数约 647。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0052,01:48:00.000,01:50:00.000,course_pelvic_floor_training_reference,演示,pelvic_floor_training,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,C,pending_manual_audio_visual_review
pair_0053,rec_001,live_cand_0053,01:50:00.000,01:50:20.640,异议,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 盆底/产后训练 / 问题问答/原因解释；结构倾向=痛点/人群点名 + 单动作完整循环 + 坚持建议；动作词族命中；转写字符数约 68。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0053,01:50:00.000,01:50:20.640,course_pelvic_floor_training_reference,演示,pelvic_floor_training,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,C,pending_manual_audio_visual_review
pair_0054,rec_002,live_cand_0054,00:00:00.000,00:02:00.000,异议,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 588。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0054,00:00:00.000,00:02:00.000,presenter_step_count_or_page_turn,证据,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0055,rec_002,live_cand_0055,00:02:00.000,00:04:00.000,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释；结构倾向=误区/错误先抛 + 正确动作对比 + 原因解释；动作词族命中；转写字符数约 577。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0055,00:02:00.000,00:04:00.000,presenter_emphasis_warning_pause,纠错,risk_boundary,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0056,rec_002,live_cand_0056,00:04:00.000,00:06:00.000,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 盆底/产后训练 / 问题问答/原因解释 / 误区纠错/风险提醒；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 630。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0056,00:04:00.000,00:06:00.000,presenter_step_count_or_page_turn,证据,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0057,rec_002,live_cand_0057,00:06:00.000,00:08:00.000,异议,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 胸部/呼吸练习；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 620。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0057,00:06:00.000,00:08:00.000,presenter_step_count_or_page_turn,工具展示,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0058,rec_002,live_cand_0058,00:08:00.000,00:10:00.000,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 胸部/呼吸练习；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 606。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0058,00:08:00.000,00:10:00.000,presenter_step_count_or_page_turn,证据,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0059,rec_002,live_cand_0059,00:10:00.000,00:12:00.000,异议,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释；结构倾向=痛点/人群点名 + 单动作完整循环 + 坚持建议；动作词族命中；转写字符数约 522。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0059,00:10:00.000,00:12:00.000,course_pelvic_floor_training_reference,证据,pelvic_floor_training,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0060,rec_002,live_cand_0060,00:12:00.000,00:14:00.000,异议,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 576。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0060,00:12:00.000,00:14:00.000,presenter_step_count_or_page_turn,工具展示,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0061,rec_002,live_cand_0061,00:14:00.000,00:16:00.000,异议,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 620。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0061,00:14:00.000,00:16:00.000,presenter_step_count_or_page_turn,纠错,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0062,rec_002,live_cand_0062,00:16:00.000,00:18:00.000,异议,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 566。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0062,00:16:00.000,00:18:00.000,presenter_step_count_or_page_turn,证据,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0063,rec_002,live_cand_0063,00:18:00.000,00:20:00.000,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 胸部/呼吸练习；结构倾向=工具/动作演示 + 发力口令 + 低压跟练收束；动作词族命中；转写字符数约 507。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0063,00:18:00.000,00:20:00.000,course_breathing_coordination_reference,证据,breathing_coordination,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0064,rec_002,live_cand_0064,00:20:00.000,00:22:00.000,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 盆底/产后训练 / 误区纠错/风险提醒；结构倾向=误区/错误先抛 + 正确动作对比 + 原因解释；动作词族命中；转写字符数约 473。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0064,00:20:00.000,00:22:00.000,presenter_emphasis_warning_pause,证据,risk_boundary,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0065,rec_002,live_cand_0065,00:22:00.000,00:24:00.000,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释；结构倾向=误区/错误先抛 + 正确动作对比 + 原因解释；动作词族命中；转写字符数约 311。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0065,00:22:00.000,00:24:00.000,presenter_emphasis_warning_pause,演示,risk_boundary,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0066,rec_002,live_cand_0066,00:24:00.000,00:26:00.000,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 盆底/产后训练 / 问题问答/原因解释 / 误区纠错/风险提醒；结构倾向=痛点/人群点名 + 单动作完整循环 + 坚持建议；动作词族命中；转写字符数约 301。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0066,00:24:00.000,00:26:00.000,course_pelvic_floor_training_reference,演示,pelvic_floor_training,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0067,rec_002,live_cand_0067,00:26:00.000,00:28:00.000,异议,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释；结构倾向=痛点/人群点名 + 单动作完整循环 + 坚持建议；动作词族命中；转写字符数约 619。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0067,00:26:00.000,00:28:00.000,course_pelvic_floor_training_reference,证据,pelvic_floor_training,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0068,rec_002,live_cand_0068,00:28:00.000,00:30:00.000,异议,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释；结构倾向=痛点/人群点名 + 单动作完整循环 + 坚持建议；动作词族命中；转写字符数约 641。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0068,00:28:00.000,00:30:00.000,course_pelvic_floor_training_reference,证据,pelvic_floor_training,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0069,rec_002,live_cand_0069,00:30:00.000,00:32:00.000,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释；结构倾向=痛点/人群点名 + 单动作完整循环 + 坚持建议；动作词族命中；转写字符数约 538。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0069,00:30:00.000,00:32:00.000,course_pelvic_floor_training_reference,证据,pelvic_floor_training,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0070,rec_002,live_cand_0070,00:32:00.000,00:34:00.000,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 盆底/产后训练 / 问题问答/原因解释 / 误区纠错/风险提醒；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 592。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0070,00:32:00.000,00:34:00.000,presenter_step_count_or_page_turn,证据,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0071,rec_002,live_cand_0071,00:34:00.000,00:36:00.000,风险,机器转写高层摘要：口播功能=风险；主题=问题问答/原因解释 / 误区纠错/风险提醒 / 情绪/关系表达 / 动作/问题关键词命中；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 639。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0071,00:34:00.000,00:36:00.000,presenter_step_count_or_page_turn,演示,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0072,rec_002,live_cand_0072,00:36:00.000,00:38:00.000,异议,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 问题问答/原因解释；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 599。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0072,00:36:00.000,00:38:00.000,presenter_step_count_or_page_turn,跟练,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0073,rec_002,live_cand_0073,00:38:00.000,00:40:00.000,异议,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 胸部/呼吸练习；结构倾向=痛点/人群点名 + 单动作完整循环 + 坚持建议；动作词族命中；转写字符数约 538。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0073,00:38:00.000,00:40:00.000,course_pelvic_floor_training_reference,证据,pelvic_floor_training,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0074,rec_002,live_cand_0074,00:40:00.000,00:42:00.000,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 胸部/呼吸练习；结构倾向=痛点/人群点名 + 单动作完整循环 + 坚持建议；动作词族命中；转写字符数约 516。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0074,00:40:00.000,00:42:00.000,course_pelvic_floor_training_reference,纠错,pelvic_floor_training,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0075,rec_002,live_cand_0075,00:42:00.000,00:44:00.000,异议,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 盆底/产后训练 / 问题问答/原因解释 / 误区纠错/风险提醒；结构倾向=痛点/人群点名 + 单动作完整循环 + 坚持建议；动作词族命中；转写字符数约 487。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0075,00:42:00.000,00:44:00.000,course_pelvic_floor_training_reference,纠错,pelvic_floor_training,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0076,rec_002,live_cand_0076,00:44:00.000,00:46:00.000,风险,机器转写高层摘要：口播功能=风险；主题=盆底/产后训练 / 问题问答/原因解释 / 误区纠错/风险提醒 / 动作/问题关键词命中；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 626。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0076,00:44:00.000,00:46:00.000,presenter_step_count_or_page_turn,证据,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0077,rec_002,live_cand_0077,00:46:00.000,00:48:00.000,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释；结构倾向=痛点/人群点名 + 单动作完整循环 + 坚持建议；动作词族命中；转写字符数约 541。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0077,00:46:00.000,00:48:00.000,course_pelvic_floor_training_reference,证据,pelvic_floor_training,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0078,rec_002,live_cand_0078,00:48:00.000,00:50:00.000,信任,机器转写高层摘要：口播功能=信任；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 胸部/呼吸练习；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 545。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0078,00:48:00.000,00:50:00.000,presenter_step_count_or_page_turn,证据,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0079,rec_002,live_cand_0079,00:50:00.000,00:52:00.000,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 胸部/呼吸练习；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 560。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0079,00:50:00.000,00:52:00.000,presenter_step_count_or_page_turn,证据,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0080,rec_002,live_cand_0080,00:52:00.000,00:54:00.000,信任,机器转写高层摘要：口播功能=信任；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 误区纠错/风险提醒；结构倾向=痛点/人群点名 + 单动作完整循环 + 坚持建议；动作词族命中；转写字符数约 565。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0080,00:52:00.000,00:54:00.000,course_pelvic_floor_training_reference,纠错,pelvic_floor_training,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0081,rec_002,live_cand_0081,00:54:00.000,00:56:00.000,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 胸部/呼吸练习；结构倾向=痛点/人群点名 + 单动作完整循环 + 坚持建议；动作词族命中；转写字符数约 527。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0081,00:54:00.000,00:56:00.000,course_pelvic_floor_training_reference,纠错,pelvic_floor_training,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
