candidate_id,pair_group_id,recording_id,usable_structure_name,pair_relation,talk_start_time,talk_end_time,talk_function,action_start_time,action_end_time,action_function,target_problem,why_pair,editor_sequence_advice,front_back_split_status,editor_first_step,editor_note
live_cand_0113,pair_0113,rec_003,工具/动作演示 + 发力口令 + 低压跟练收束,talk_before_action,00:18:00.000,00:20:00.000,风险,00:18:00.000,00:20:00.000,演示,breathing_coordination,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0116,pair_0116,rec_003,工具/动作演示 + 发力口令 + 低压跟练收束,intercut_needed,00:24:00.000,00:26:00.000,方法,00:24:00.000,00:26:00.000,证据,breathing_coordination,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0119,pair_0119,rec_003,误区/错误先抛 + 正确动作对比 + 原因解释,talk_before_action,00:30:00.000,00:32:00.000,风险,00:30:00.000,00:32:00.000,演示,risk_boundary,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0121,pair_0121,rec_003,误区/错误先抛 + 正确动作对比 + 原因解释,talk_before_action,00:34:00.000,00:36:00.000,风险,00:34:00.000,00:36:00.000,演示,risk_boundary,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0122,pair_0122,rec_003,误区/错误先抛 + 正确动作对比 + 原因解释,talk_before_action,00:36:00.000,00:38:00.000,风险,00:36:00.000,00:38:00.000,证据,risk_boundary,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0123,pair_0123,rec_003,痛点/人群点名 + 单动作完整循环 + 坚持建议,talk_before_action,00:38:00.000,00:40:00.000,风险,00:38:00.000,00:40:00.000,演示,pelvic_floor_training,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0124,pair_0124,rec_003,多动作组合 + 同一主题推进 + 轻跟练收束,talk_before_action,00:40:00.000,00:42:00.000,风险,00:40:00.000,00:42:00.000,证据,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0125,pair_0125,rec_003,痛点/人群点名 + 单动作完整循环 + 坚持建议,intercut_needed,00:42:00.000,00:44:00.000,方法,00:42:00.000,00:44:00.000,演示,pelvic_floor_training,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0126,pair_0126,rec_003,痛点/人群点名 + 单动作完整循环 + 坚持建议,talk_before_action,00:44:00.000,00:46:00.000,风险,00:44:00.000,00:46:00.000,演示,pelvic_floor_training,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0129,pair_0129,rec_003,误区/错误先抛 + 正确动作对比 + 原因解释,talk_before_action,00:50:00.000,00:52:00.000,风险,00:50:00.000,00:52:00.000,证据,risk_boundary,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0130,pair_0130,rec_003,痛点/人群点名 + 单动作完整循环 + 坚持建议,talk_before_action,00:52:00.000,00:54:00.000,风险,00:52:00.000,00:54:00.000,证据,pelvic_floor_training,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0132,pair_0132,rec_003,误区/错误先抛 + 正确动作对比 + 原因解释,talk_before_action,00:56:00.000,00:58:00.000,风险,00:56:00.000,00:58:00.000,证据,risk_boundary,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0134,pair_0134,rec_003,误区/错误先抛 + 正确动作对比 + 原因解释,talk_before_action,01:00:00.000,01:02:00.000,风险,01:00:00.000,01:02:00.000,纠错,risk_boundary,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0135,pair_0135,rec_003,问题问答 + 原因解释 + 方法边界,talk_before_action,01:02:00.000,01:04:00.000,风险,01:02:00.000,01:04:00.000,演示,risk_boundary,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0136,pair_0136,rec_003,多动作组合 + 同一主题推进 + 轻跟练收束,talk_before_action,01:04:00.000,01:06:00.000,风险,01:04:00.000,01:06:00.000,纠错,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0137,pair_0137,rec_003,痛点/人群点名 + 单动作完整循环 + 坚持建议,talk_before_action,01:06:00.000,01:08:00.000,风险,01:06:00.000,01:08:00.000,演示,pelvic_floor_training,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0138,pair_0138,rec_003,多动作组合 + 同一主题推进 + 轻跟练收束,intercut_needed,01:08:00.000,01:10:00.000,方法,01:08:00.000,01:10:00.000,演示,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0139,pair_0139,rec_003,痛点/人群点名 + 单动作完整循环 + 坚持建议,intercut_needed,01:10:00.000,01:12:00.000,方法,01:10:00.000,01:12:00.000,证据,pelvic_floor_training,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0141,pair_0141,rec_003,误区/错误先抛 + 正确动作对比 + 原因解释,talk_before_action,01:14:00.000,01:16:00.000,风险,01:14:00.000,01:16:00.000,工具展示,risk_boundary,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0142,pair_0142,rec_003,误区/错误先抛 + 正确动作对比 + 原因解释,talk_before_action,01:16:00.000,01:18:00.000,风险,01:16:00.000,01:18:00.000,证据,risk_boundary,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0143,pair_0143,rec_003,痛点/人群点名 + 单动作完整循环 + 坚持建议,talk_before_action,01:18:00.000,01:20:00.000,风险,01:18:00.000,01:20:00.000,证据,pelvic_floor_training,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0144,pair_0144,rec_003,痛点/人群点名 + 单动作完整循环 + 坚持建议,talk_before_action,01:20:00.000,01:22:00.000,风险,01:20:00.000,01:22:00.000,演示,pelvic_floor_training,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0145,pair_0145,rec_003,误区/错误先抛 + 正确动作对比 + 原因解释,talk_before_action,01:22:00.000,01:24:00.000,风险,01:22:00.000,01:24:00.000,工具展示,risk_boundary,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0146,pair_0146,rec_003,痛点/人群点名 + 单动作完整循环 + 坚持建议,intercut_needed,01:24:00.000,01:26:00.000,方法,01:24:00.000,01:26:00.000,证据,pelvic_floor_training,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0148,pair_0148,rec_003,工具/动作演示 + 发力口令 + 低压跟练收束,intercut_needed,01:28:00.000,01:30:00.000,方法,01:28:00.000,01:30:00.000,纠错,breathing_coordination,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0162,pair_0162,rec_004,误区/错误先抛 + 正确动作对比 + 原因解释,talk_before_action,00:10:00.000,00:12:00.000,风险,00:10:00.000,00:12:00.000,纠错,risk_boundary,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0164,pair_0164,rec_004,问题问答 + 原因解释 + 方法边界,intercut_needed,00:14:00.000,00:16:00.000,方法,00:14:00.000,00:16:00.000,演示,relationship_communication,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0169,pair_0169,rec_004,工具/动作演示 + 发力口令 + 低压跟练收束,intercut_needed,00:24:00.000,00:26:00.000,方法,00:24:00.000,00:26:00.000,证据,breathing_coordination,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0170,pair_0170,rec_004,工具/动作演示 + 发力口令 + 低压跟练收束,intercut_needed,00:26:00.000,00:28:00.000,方法,00:26:00.000,00:28:00.000,证据,breathing_coordination,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0171,pair_0171,rec_004,多动作组合 + 同一主题推进 + 轻跟练收束,talk_before_action,00:28:00.000,00:30:00.000,风险,00:28:00.000,00:30:00.000,证据,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0172,pair_0172,rec_004,工具/动作演示 + 发力口令 + 低压跟练收束,talk_before_action,00:30:00.000,00:32:00.000,风险,00:30:00.000,00:32:00.000,工具展示,breathing_coordination,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0173,pair_0173,rec_004,多动作组合 + 同一主题推进 + 轻跟练收束,intercut_needed,00:32:00.000,00:34:00.000,方法,00:32:00.000,00:34:00.000,演示,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0174,pair_0174,rec_004,工具/动作演示 + 发力口令 + 低压跟练收束,talk_before_action,00:34:00.000,00:36:00.000,风险,00:34:00.000,00:36:00.000,跟练,breathing_coordination,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0175,pair_0175,rec_004,多动作组合 + 同一主题推进 + 轻跟练收束,intercut_needed,00:36:00.000,00:38:00.000,方法,00:36:00.000,00:38:00.000,演示,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0176,pair_0176,rec_004,痛点/人群点名 + 单动作完整循环 + 坚持建议,talk_before_action,00:38:00.000,00:40:00.000,风险,00:38:00.000,00:40:00.000,工具展示,pelvic_floor_training,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0177,pair_0177,rec_004,多动作组合 + 同一主题推进 + 轻跟练收束,intercut_needed,00:40:00.000,00:42:00.000,方法,00:40:00.000,00:42:00.000,工具展示,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0180,pair_0180,rec_004,多动作组合 + 同一主题推进 + 轻跟练收束,intercut_needed,00:46:00.000,00:48:00.000,方法,00:46:00.000,00:48:00.000,纠错,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0181,pair_0181,rec_004,工具/动作演示 + 发力口令 + 低压跟练收束,intercut_needed,00:48:00.000,00:50:00.000,方法,00:48:00.000,00:50:00.000,演示,breathing_coordination,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0182,pair_0182,rec_004,工具/动作演示 + 发力口令 + 低压跟练收束,intercut_needed,00:50:00.000,00:52:00.000,方法,00:50:00.000,00:52:00.000,证据,breathing_coordination,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0183,pair_0183,rec_004,多动作组合 + 同一主题推进 + 轻跟练收束,talk_before_action,00:52:00.000,00:54:00.000,痛点,00:52:00.000,00:54:00.000,演示,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0184,pair_0184,rec_004,工具/动作演示 + 发力口令 + 低压跟练收束,intercut_needed,00:56:00.000,00:58:00.000,方法,00:56:00.000,00:58:00.000,跟练,courseware_attention,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0185,pair_0185,rec_004,多动作组合 + 同一主题推进 + 轻跟练收束,intercut_needed,00:58:00.000,01:00:00.000,方法,00:58:00.000,01:00:00.000,演示,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0186,pair_0186,rec_004,多动作组合 + 同一主题推进 + 轻跟练收束,talk_before_action,01:00:00.000,01:02:00.000,风险,01:00:00.000,01:02:00.000,演示,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0188,pair_0188,rec_004,误区/错误先抛 + 正确动作对比 + 原因解释,talk_before_action,01:04:00.000,01:06:00.000,风险,01:04:00.000,01:06:00.000,演示,risk_boundary,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0189,pair_0189,rec_004,多动作组合 + 同一主题推进 + 轻跟练收束,talk_before_action,01:06:00.000,01:08:00.000,风险,01:06:00.000,01:08:00.000,证据,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0190,pair_0190,rec_004,多动作组合 + 同一主题推进 + 轻跟练收束,intercut_needed,01:08:00.000,01:10:00.000,方法,01:08:00.000,01:10:00.000,证据,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0191,pair_0191,rec_004,多动作组合 + 同一主题推进 + 轻跟练收束,intercut_needed,01:10:00.000,01:12:00.000,方法,01:10:00.000,01:12:00.000,证据,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0192,pair_0192,rec_004,误区/错误先抛 + 正确动作对比 + 原因解释,talk_before_action,01:12:00.000,01:14:00.000,风险,01:12:00.000,01:14:00.000,证据,risk_boundary,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0193,pair_0193,rec_004,多动作组合 + 同一主题推进 + 轻跟练收束,intercut_needed,01:14:00.000,01:16:00.000,方法,01:14:00.000,01:16:00.000,证据,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0194,pair_0194,rec_004,多动作组合 + 同一主题推进 + 轻跟练收束,intercut_needed,01:16:00.000,01:18:00.000,方法,01:16:00.000,01:18:00.000,证据,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
