opportunity_id,recording_id,source_file,start_time,end_time,route_decision,content_archetype,native_clip_opportunity,repackaging_opportunity,adjacent_merge_opportunity,problem_action_bridge_status,audio_tts_subtitle_alignment_status,candidate_status,evidence,manual_review_items
live_opp_056,rec_002,C9623.MP4,00:31:10.000,00:32:40.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,开头缺失观看理由，结尾无收束，中段动作虽连贯但缺乏语义锚点（如步骤编号、问题-方案对应）；无法独立成片 主要缺开头/结尾/证据，可能需要先听口播再人工扩展起止点；未确认可直接成片。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_057,rec_002,C9623.MP4,00:32:40.000,00:34:10.000,reject_unusable,single_action_tts_teaching,no_current_window_incomplete,pending,no,pending_problem_action_bridge_after_transcript,pending_audio_transcript,rejected_missing_bridge,后半段动作重复前半结构，无新信息增量；结尾帧仍为静态持球坐姿 当前证据不足，最多进入人工抽查，不应自动导出。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_058,rec_002,C9623.MP4,00:34:00.000,00:37:00.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,缺乏明确开头观看理由、中段方法交付完整性及结尾自然收束的视觉证据；所有关键环节依赖口播推断，不符合仅凭画面/字幕/动作判断标准 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_059,rec_002,C9623.MP4,00:36:50.000,00:39:50.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无完整开头（缺观看理由/问题引入）、无明确中段交付（动作无讲解/目标说明）、无结尾收束；动作序列存在但缺乏上下文完整性 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_060,rec_002,C9623.MP4,00:39:40.000,00:42:40.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,缺乏开头观看理由与结尾收束；中段动作虽多但无逻辑串联证据；无法独立成完整教学单元 主要缺开头/结尾/证据，可能需要先听口播再人工扩展起止点；未确认可直接成片。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_061,rec_002,C9623.MP4,00:42:30.000,00:45:30.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,缺乏完整结构：无明确开头（观看理由/问题引入）、中段交付无方法说明或步骤分解、结尾仅坐起无收束信号；动作连续但语义不完整 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_062,rec_002,C9623.MP4,00:45:20.000,00:48:20.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,缺乏开头观看理由与中段方法交付证据；仅动作流，无内容结构 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_063,rec_002,C9623.MP4,00:48:10.000,00:51:10.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,缺乏开头观看理由、中段真实交付证据、结尾自然收束；仅呈现连续坐姿讲解片段，无结构完整性 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_064,rec_002,C9623.MP4,00:51:00.000,00:52:30.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,开头无观看理由建立，中段动作无方法拆解证据，结尾未收束；仅呈现动作片段，缺乏教学闭环 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_065,rec_002,C9623.MP4,00:52:30.000,00:54:00.000,reject_unusable,single_action_tts_teaching,no_current_window_incomplete,pending,no,pending_problem_action_bridge_after_transcript,pending_audio_transcript,rejected_missing_bridge,纯动作演示段，无讲解锚点、无起止信号，无法独立成段；动作重复但无进阶/变式说明 原弃用理由指向低信息增量或无法独立成段，当前视觉证据不支持救回。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_066,rec_002,C9623.MP4,00:53:50.000,00:56:50.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无完整结构：开头缺失问题引入与观看理由，中段仅为重复动作无教学交付，结尾无收束；不符合‘完整候选’定义 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_067,rec_002,C9623.MP4,00:56:40.000,00:59:40.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,no,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无开头观看理由（未说明问题/目标）、无中段有效交付（动作无讲解/上下文）、无结尾收束（结束于动作中途） 当前主要缺语义证据；需要音频/字幕转写确认是否有开头理由、中段交付和结尾收束。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_068,rec_002,C9623.MP4,00:59:30.000,01:02:30.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无明确开头（观看理由缺失）、中段交付依赖动作但无方法说明、结尾无收束；整体为动作片段堆叠，非完整教学单元 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_069,rec_002,C9623.MP4,01:02:20.000,01:05:20.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,缺乏完整结构：无明确开头（观看理由/问题引入）、中段交付内容模糊（动作存在但无步骤/原理说明）、结尾无收束；全程无字幕支撑，依赖口播判断的部分均标待复核 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_070,rec_002,C9623.MP4,01:05:10.000,01:08:10.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无明确开头理由、无中段知识/方法交付、结尾非自然收束；仅含连续动作片段，缺乏语义完整性 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_071,rec_002,C9623.MP4,01:08:00.000,01:11:00.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无开头观看理由、无中段方法交付、无结尾收束；仅为单一静态体式保持画面，缺乏信息密度与结构完整性 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_072,rec_002,C9623.MP4,01:10:50.000,01:13:50.000,adjacent_merge_candidate,native_live_clip,no_current_window_incomplete,pending,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无开头观看理由、无中段真实交付、无结尾收束；仅静态躺姿重复帧，缺乏信息增量与结构完整性 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_073,rec_002,C9623.MP4,01:13:40.000,01:16:40.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无明确开头（无观看理由/问题引入）、无中段讲解或知识交付、无结尾收束；仅为动作片段堆叠 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_074,rec_002,C9623.MP4,01:16:30.000,01:18:00.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,仅呈现单一静态姿势，无开头引入、无方法讲解、无收束动作；缺乏观看理由与交付内容 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_075,rec_002,C9623.MP4,01:19:20.000,01:22:20.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无明确开头（无问题引入/观看理由）、无中段方法交付（仅动作无讲解）、无结尾收束；画面单调重复，缺乏结构要素 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_076,rec_002,C9623.MP4,01:22:10.000,01:25:10.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无开头理由、无中段交付、无结尾收束；纯静态画面，无动作/讲解/字幕支撑内容完整性 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_077,rec_002,C9623.MP4,01:25:00.000,01:28:00.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,no,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无明确开头理由、中段交付不完整、结尾缺失；动作孤立，缺乏语言/字幕支撑构成完整教学或说服闭环 当前主要缺语义证据；需要音频/字幕转写确认是否有开头理由、中段交付和结尾收束。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_078,rec_002,C9623.MP4,01:27:50.000,01:30:50.000,adjacent_merge_candidate,native_live_clip,no_current_window_incomplete,pending,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无开头理由、无中段交付、无结尾收束；仅为静态姿势维持，缺乏教学/演示逻辑链 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_079,rec_002,C9623.MP4,01:30:40.000,01:33:40.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,缺少完整结构：无明确开头（观看理由）、中段交付依赖口播不可见、结尾无收束；动作连续但语义断裂 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_080,rec_002,C9623.MP4,01:33:30.000,01:36:30.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,no,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,缺乏开头观看理由与结尾收束；中段动作无明确方法论或交付证据；无字幕/文本支撑内容完整性 当前主要缺语义证据；需要音频/字幕转写确认是否有开头理由、中段交付和结尾收束。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_081,rec_002,C9623.MP4,01:36:20.000,01:39:20.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,开头缺失观看理由，中段无可靠交付证据（仅持瓶+手势），结尾无收束；整体为片段式讲解，不构成独立完整单元 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_082,rec_002,C9623.MP4,01:39:10.000,01:42:10.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无明确开头观看理由（未说明问题/痛点）、无完整方法交付（仅零散动作）、无结尾收束（未总结/致谢/引导）；所有关键要素缺失 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_083,rec_002,C9623.MP4,01:42:00.000,01:43:03.677,adjacent_merge_candidate,native_live_clip,no_current_window_incomplete,pending,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,缺乏开头观看理由、中段无实质交付、结尾无收束；仅呈现静态坐姿与零散手势，无法独立成段 存在前后文救回线索，但当前窗口仍缺完整开中结证据。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
