sample_id,source_scope,relative_path,file_name,top_level_group,excluded_by_user_rule,hidden_resource_fork_skipped,parse_basis,matched_existing_video_id,matched_existing_analysis_status,duration_seconds,width,height,fps,audio_present,file_size_mb,metadata_probe_status,title_hook_type,viewer_problem_tags,core_asset_type,inferred_content_archetype,inferred_route_decision,selection_reason_tags,needs_audio_or_multimodal_review,boundary_status
ai_needed_043,AI需要的成片_non_finished,已发/一个瑜伽球练出八爪鱼.mp4,一个瑜伽球练出八爪鱼.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0043,reused_existing_ali_recheck_success_no_new_api_call,13.142,720,1280,30.000,yes,12.797,metadata_only_probe_passed,promise_action_hook,hip_glute_shape,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；hip_glute_shape；problem_to_action_bridge_short；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_044,AI需要的成片_non_finished,已发/一分钟握力测试多少次才算及格呢 切片.mp4,一分钟握力测试多少次才算及格呢 切片.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0044,reused_existing_ali_recheck_success_no_new_api_call,151.742,1080,1920,30.000,yes,181.513,metadata_only_probe_passed,promise_action_hook,general_body_management,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；general_body_management；high_pattern_reusability；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_045,AI需要的成片_non_finished,已发/一咳嗽就失控这个动作告别尴尬.mp4,一咳嗽就失控这个动作告别尴尬.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0045,reused_existing_ali_recheck_success_no_new_api_call,48.135,1080,1920,30.000,yes,58.004,metadata_only_probe_passed,pain_point_hook,leakage_embarrassment,visible_action_or_prop_demo,movement_correction,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；leakage_embarrassment；pain_point_visualized；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_046,AI需要的成片_non_finished,已发/一招动态臀桥收腰收胯收盆底6.4（3）.mp4,一招动态臀桥收腰收胯收盆底6.4（3）.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0046,reused_existing_ali_recheck_success_no_new_api_call,34.087,1080,1920,30.000,yes,40.893,metadata_only_probe_passed,topic_title_hook,pelvic_floor；hip_glute_shape；posture_back_waist,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；hip_glute_shape；pelvic_floor；posture_back_waist；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_047,AI需要的成片_non_finished,已发/三个动作帮你唤醒身体好状态.mp4,三个动作帮你唤醒身体好状态.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0047,reused_existing_ali_recheck_success_no_new_api_call,17.345,1080,1920,30.000,yes,21.630,metadata_only_probe_passed,topic_title_hook,general_body_management,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；general_body_management；high_pattern_reusability；problem_to_action_bridge_short；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_048,AI需要的成片_non_finished,已发/不管生了几个就练这几个动作6.15.mp4,不管生了几个就练这几个动作6.15.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0048,reused_existing_ali_recheck_success_no_new_api_call,24.334,1080,1920,30.000,yes,29.761,metadata_only_probe_passed,topic_title_hook,general_body_management,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；general_body_management；high_pattern_reusability；problem_to_action_bridge_short；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_049,AI需要的成片_non_finished,已发/产后假跨宽这一式越练越J.mp4,产后假跨宽这一式越练越J.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0049,reused_existing_ali_recheck_success_no_new_api_call,26.633,1080,1920,30.000,yes,31.951,metadata_only_probe_passed,population_callout_hook,postpartum_or_age_group,visible_action_or_prop_demo,movement_correction,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；postpartum_or_age_group；problem_to_action_bridge_short；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned；target_audience_called_out,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_050,AI需要的成片_non_finished,已发/产后小腹下垂练这一式收固盆底.mp4,产后小腹下垂练这一式收固盆底.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0050,reused_existing_ali_recheck_success_no_new_api_call,73.468,1080,1920,30.000,yes,87.631,metadata_only_probe_passed,population_callout_hook,belly_core_pressure；pelvic_floor；postpartum_or_age_group,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；belly_core_pressure；ending_naturally_closes；high_pattern_reusability；pelvic_floor；postpartum_or_age_group；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned；target_audience_called_out,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_051,AI需要的成片_non_finished,已发/产后尴尬漏氵一个动作帮你改变.mp4,产后尴尬漏氵一个动作帮你改变.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0051,reused_existing_ali_recheck_success_no_new_api_call,62.322,1080,1920,30.000,yes,75.075,metadata_only_probe_passed,pain_point_hook,leakage_embarrassment；postpartum_or_age_group,visible_action_or_prop_demo,movement_correction,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；leakage_embarrassment；pain_point_visualized；postpartum_or_age_group；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_052,AI需要的成片_non_finished,已发/产后尴尬漏氵只需一个小球帮你.mp4,产后尴尬漏氵只需一个小球帮你.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0052,reused_existing_ali_recheck_success_no_new_api_call,18.367,1080,1920,30.000,yes,22.651,metadata_only_probe_passed,pain_point_hook,leakage_embarrassment；postpartum_or_age_group,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；leakage_embarrassment；pain_point_visualized；postpartum_or_age_group；problem_to_action_bridge_short；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_053,AI需要的成片_non_finished,已发/产后扁平臀.mp4,产后扁平臀.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0053,reused_existing_ali_recheck_success_no_new_api_call,20.085,1080,1920,30.000,yes,24.973,metadata_only_probe_passed,population_callout_hook,hip_glute_shape；postpartum_or_age_group,result_or_problem_statement,single_action_tts_teaching,positive_reference_only,ending_naturally_closes；high_pattern_reusability；hip_glute_shape；postpartum_or_age_group；problem_to_action_bridge_short；risk_pending_not_publish_ready；subtitle_and_action_aligned；target_audience_called_out,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_054,AI需要的成片_non_finished,已发/产后漏尿尴尬.mp4,产后漏尿尴尬.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0054,reused_existing_ali_recheck_success_no_new_api_call,22.848,1080,1920,30.000,yes,28.363,metadata_only_probe_passed,pain_point_hook,leakage_embarrassment；postpartum_or_age_group,result_or_problem_statement,single_action_tts_teaching,positive_reference_only,ending_naturally_closes；high_pattern_reusability；leakage_embarrassment；pain_point_visualized；postpartum_or_age_group；problem_to_action_bridge_short；risk_pending_not_publish_ready；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_055,AI需要的成片_non_finished,已发/产后漏水不用愁一个小球帮你改变.mp4,产后漏水不用愁一个小球帮你改变.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0055,reused_existing_ali_recheck_success_no_new_api_call,25.472,1080,1920,30.000,yes,31.084,metadata_only_probe_passed,pain_point_hook,leakage_embarrassment；postpartum_or_age_group,visible_action_or_prop_demo,problem_solution,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；leakage_embarrassment；pain_point_visualized；postpartum_or_age_group；problem_to_action_bridge_short；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_056,AI需要的成片_non_finished,已发/产后盆底高张一个动作帮你改善.mp4,产后盆底高张一个动作帮你改善.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0056,reused_existing_ali_recheck_success_no_new_api_call,21.548,1080,1920,30.000,yes,26.681,metadata_only_probe_passed,promise_action_hook,pelvic_floor；postpartum_or_age_group,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；pelvic_floor；postpartum_or_age_group；problem_to_action_bridge_short；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_057,AI需要的成片_non_finished,已发/产后膨出脱垂只需一个动作搞定.mp4,产后膨出脱垂只需一个动作搞定.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0057,reused_existing_ali_recheck_success_no_new_api_call,74.048,1080,1920,30.000,yes,88.889,metadata_only_probe_passed,pain_point_hook,pelvic_floor；postpartum_or_age_group,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；pain_point_visualized；pelvic_floor；postpartum_or_age_group；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_058,AI需要的成片_non_finished,已发/产后臀凹陷一个动作帮你改变.mp4,产后臀凹陷一个动作帮你改变.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0058,reused_existing_ali_recheck_success_no_new_api_call,12.980,1080,1920,30.000,yes,16.119,metadata_only_probe_passed,population_callout_hook,hip_glute_shape；postpartum_or_age_group,visible_action_or_prop_demo,movement_correction,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；hip_glute_shape；postpartum_or_age_group；problem_to_action_bridge_short；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned；target_audience_called_out,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_059,AI需要的成片_non_finished,已发/产后骨盆外翻一个动作告别困扰.mp4,产后骨盆外翻一个动作告别困扰.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0059,reused_existing_ali_recheck_success_no_new_api_call,41.355,1080,1920,30.000,yes,49.848,metadata_only_probe_passed,promise_action_hook,postpartum_or_age_group；posture_back_waist,visible_action_or_prop_demo,movement_correction,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；postpartum_or_age_group；posture_back_waist；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_060,AI需要的成片_non_finished,已发/产后骨盆外翻一个动作帮你回正6.11.mp4,产后骨盆外翻一个动作帮你回正6.11.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0060,reused_existing_ali_recheck_success_no_new_api_call,74.977,1080,1920,30.000,yes,89.855,metadata_only_probe_passed,population_callout_hook,postpartum_or_age_group；posture_back_waist,visible_action_or_prop_demo,movement_correction,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；postpartum_or_age_group；posture_back_waist；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned；target_audience_called_out,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_061,AI需要的成片_non_finished,已发/会跳舞的臀你想拥有吗？.mp4,会跳舞的臀你想拥有吗？.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0061,reused_existing_ali_recheck_success_no_new_api_call,10.634,1080,1920,30.000,yes,12.913,metadata_only_probe_passed,question_or_misconception_hook,hip_glute_shape,result_or_problem_statement,single_action_tts_teaching,positive_reference_only,ending_naturally_closes；high_pattern_reusability；hip_glute_shape；hook_fulfilled_by_body；problem_to_action_bridge_short；risk_pending_not_publish_ready；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_062,AI需要的成片_non_finished,已发/会跳舞的蜜桃臀你想要拥有吗？6.11.mp4,会跳舞的蜜桃臀你想要拥有吗？6.11.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0062,reused_existing_ali_recheck_success_no_new_api_call,10.634,1080,1920,30.000,yes,13.366,metadata_only_probe_passed,question_or_misconception_hook,hip_glute_shape,result_or_problem_statement,single_action_tts_teaching,positive_reference_only,ending_naturally_closes；high_pattern_reusability；hip_glute_shape；hook_fulfilled_by_body；problem_to_action_bridge_short；risk_pending_not_publish_ready；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_063,AI需要的成片_non_finished,已发/停水停电这个动作帮你改变.mp4,停水停电这个动作帮你改变.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0063,reused_existing_ali_recheck_success_no_new_api_call,63.298,1080,1920,30.000,yes,77.337,metadata_only_probe_passed,topic_title_hook,general_body_management,visible_action_or_prop_demo,movement_correction,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；general_body_management；high_pattern_reusability；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_064,AI需要的成片_non_finished,已发/前壁膨出一个小球帮你改变.mp4,前壁膨出一个小球帮你改变.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0064,reused_existing_ali_recheck_success_no_new_api_call,44.605,1080,1920,30.000,yes,53.893,metadata_only_probe_passed,pain_point_hook,pelvic_floor,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；pain_point_visualized；pelvic_floor；problem_to_action_bridge_short；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_065,AI需要的成片_non_finished,已发/口子闭合不上一个小球告别困扰.mp4,口子闭合不上一个小球告别困扰.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0065,reused_existing_ali_recheck_success_no_new_api_call,48.181,1080,1920,30.000,yes,58.371,metadata_only_probe_passed,promise_action_hook,general_body_management,visible_action_or_prop_demo,problem_solution,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；general_body_management；high_pattern_reusability；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_066,AI需要的成片_non_finished,已发/只练这几个动作拥有八爪鱼般抓握力6.15.mp4,只练这几个动作拥有八爪鱼般抓握力6.15.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0066,reused_existing_ali_recheck_success_no_new_api_call,16.648,1080,1920,30.000,yes,20.158,metadata_only_probe_passed,topic_title_hook,hip_glute_shape,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；hip_glute_shape；problem_to_action_bridge_short；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_067,AI需要的成片_non_finished,已发/只需一个动作小腹凸出不见了.mp4,只需一个动作小腹凸出不见了.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0067,reused_existing_ali_recheck_success_no_new_api_call,42.910,1080,1920,30.000,yes,52.820,metadata_only_probe_passed,promise_action_hook,belly_core_pressure,visible_action_or_prop_demo,movement_correction,positive_reference_only,action_demo_clearly_visible；belly_core_pressure；ending_naturally_closes；high_pattern_reusability；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_068,AI需要的成片_non_finished,已发/只需一个动作收腰收胯收盆底.mp4,只需一个动作收腰收胯收盆底.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0068,reused_existing_ali_recheck_success_no_new_api_call,32.252,1080,1920,30.000,yes,39.142,metadata_only_probe_passed,promise_action_hook,pelvic_floor；hip_glute_shape；posture_back_waist,visible_action_or_prop_demo,movement_correction,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；hip_glute_shape；pelvic_floor；posture_back_waist；problem_to_action_bridge_short；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_069,AI需要的成片_non_finished,已发/只需一个动作改善悬垂腹内压力6.15.mp4,只需一个动作改善悬垂腹内压力6.15.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0069,reused_existing_ali_recheck_success_no_new_api_call,12.608,1080,1920,30.000,yes,15.063,metadata_only_probe_passed,promise_action_hook,belly_core_pressure,visible_action_or_prop_demo,movement_correction,positive_reference_only,action_demo_clearly_visible；belly_core_pressure；ending_naturally_closes；high_pattern_reusability；problem_to_action_bridge_short；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_070,AI需要的成片_non_finished,已发/只需一个动作盆底肌越练越紧.mp4,只需一个动作盆底肌越练越紧.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0070,reused_existing_ali_recheck_success_no_new_api_call,28.282,1080,1920,30.000,yes,34.939,metadata_only_probe_passed,promise_action_hook,pelvic_floor,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；pelvic_floor；problem_to_action_bridge_short；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_071,AI需要的成片_non_finished,已发/只需一个动作盆盆松练出少女腹.mp4,只需一个动作盆盆松练出少女腹.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0071,reused_existing_ali_recheck_success_no_new_api_call,10.170,1080,1920,30.000,yes,13.024,metadata_only_probe_passed,promise_action_hook,belly_core_pressure；pelvic_floor,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；belly_core_pressure；ending_naturally_closes；high_pattern_reusability；pelvic_floor；problem_to_action_bridge_short；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_072,AI需要的成片_non_finished,已发/只需一个动作练出会动的蜜桃臀6.12.mp4,只需一个动作练出会动的蜜桃臀6.12.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0072,reused_existing_ali_recheck_success_no_new_api_call,11.819,1080,1920,30.000,yes,14.242,metadata_only_probe_passed,promise_action_hook,hip_glute_shape,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；hip_glute_shape；problem_to_action_bridge_short；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_073,AI需要的成片_non_finished,已发/只需一个动作肚子平了臀翘了.mp4,只需一个动作肚子平了臀翘了.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0073,reused_existing_ali_recheck_success_no_new_api_call,10.356,1080,1920,30.000,yes,12.620,metadata_only_probe_passed,promise_action_hook,hip_glute_shape,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；hip_glute_shape；problem_to_action_bridge_short；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_074,AI需要的成片_non_finished,已发/只需一个动作腰细了盆底J致了6.12.mp4,只需一个动作腰细了盆底J致了6.12.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0074,reused_existing_ali_recheck_success_no_new_api_call,11.819,1080,1920,30.000,yes,14.661,metadata_only_probe_passed,promise_action_hook,pelvic_floor；posture_back_waist,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；pelvic_floor；posture_back_waist；problem_to_action_bridge_short；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_075,AI需要的成片_non_finished,已发/只需一个动作腰细了臀部翘了.mp4,只需一个动作腰细了臀部翘了.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0075,reused_existing_ali_recheck_success_no_new_api_call,12.701,1080,1920,30.000,yes,16.023,metadata_only_probe_passed,promise_action_hook,hip_glute_shape；posture_back_waist,visible_action_or_prop_demo,movement_correction,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；hip_glute_shape；posture_back_waist；problem_to_action_bridge_short；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_076,AI需要的成片_non_finished,已发/只需一个动作腿细了胯缩小了.mp4,只需一个动作腿细了胯缩小了.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0076,reused_existing_ali_recheck_success_no_new_api_call,36.641,1080,1920,30.000,yes,44.216,metadata_only_probe_passed,promise_action_hook,hip_glute_shape,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；hip_glute_shape；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_077,AI需要的成片_non_finished,已发/只需一个动作臀饱满了腰细了6.11.mp4,只需一个动作臀饱满了腰细了6.11.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0077,reused_existing_ali_recheck_success_no_new_api_call,10.356,1080,1920,30.000,yes,13.087,metadata_only_probe_passed,promise_action_hook,hip_glute_shape；posture_back_waist,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；hip_glute_shape；posture_back_waist；problem_to_action_bridge_short；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_078,AI需要的成片_non_finished,已发/只需一个动作臀饱满盆底肌J致了6.12.mp4,只需一个动作臀饱满盆底肌J致了6.12.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0078,reused_existing_ali_recheck_success_no_new_api_call,13.816,1080,1920,30.000,yes,16.617,metadata_only_probe_passed,promise_action_hook,pelvic_floor；hip_glute_shape,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；hip_glute_shape；pelvic_floor；problem_to_action_bridge_short；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_079,AI需要的成片_non_finished,已发/只需一个小球内脏下垂不见了.mp4,只需一个小球内脏下垂不见了.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0079,reused_existing_ali_recheck_success_no_new_api_call,42.934,1080,1920,30.000,yes,52.601,metadata_only_probe_passed,promise_action_hook,general_body_management,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；general_body_management；high_pattern_reusability；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_080,AI需要的成片_non_finished,已发/只需一个小球告别跑跳漏水困扰.mp4,只需一个小球告别跑跳漏水困扰.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0080,reused_existing_ali_recheck_success_no_new_api_call,28.723,1080,1920,30.000,yes,34.591,metadata_only_probe_passed,pain_point_hook,leakage_embarrassment,visible_action_or_prop_demo,problem_solution,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；leakage_embarrassment；pain_point_visualized；problem_to_action_bridge_short；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_081,AI需要的成片_non_finished,已发/只需一个小球拯救妈妈臀臀凹陷.mp4,只需一个小球拯救妈妈臀臀凹陷.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0081,reused_existing_ali_recheck_success_no_new_api_call,29.652,1080,1920,30.000,yes,36.375,metadata_only_probe_passed,promise_action_hook,hip_glute_shape；postpartum_or_age_group,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；hip_glute_shape；postpartum_or_age_group；problem_to_action_bridge_short；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_082,AI需要的成片_non_finished,已发/只需一个小球练出紧致的盆底肌.mp4,只需一个小球练出紧致的盆底肌.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0082,reused_existing_ali_recheck_success_no_new_api_call,38.777,1080,1920,30.000,yes,47.383,metadata_only_probe_passed,promise_action_hook,pelvic_floor,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；pelvic_floor；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_083,AI需要的成片_non_finished,已发/只需一个小球腰细了臀部翘了.mp4,只需一个小球腰细了臀部翘了.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0083,reused_existing_ali_recheck_success_no_new_api_call,12.655,1080,1920,30.000,yes,15.443,metadata_only_probe_passed,promise_action_hook,hip_glute_shape；posture_back_waist,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；hip_glute_shape；posture_back_waist；problem_to_action_bridge_short；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
