reason_id,sample_id,file_name,parse_basis,why_someone_might_select,first_glance_value,viewer_problem_value,retention_mechanism,visual_value,core_value_carrier,codex_should_learn,content_archetype,route_decision,candidate_status,problem_action_bridge_seconds,native_completeness_score,repackaging_value_score,teachability_score,risk_boundary,confidence
positive_reason_030,ai_needed_030,一个小球四个动作轻松瘦腰翘臀6.2（2）.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（标题+坐球姿势）+00:00:01.000（背对坐球）+00:00:03.711（加解剖图）构成痛点引入三连帧,pelvic_floor；hip_glute_shape；posture_back_waist,动作演示；解剖图解；口令提示,画面含4组动作：盘坐压球、跪坐压球、椅坐压球、坐椅夹球；字幕反复强调‘不小心坐小球上’‘盆底健康’‘漏尿尴尬’；插入2处解剖对比图（盆底肌松弛vs正常）及1处卡通表情包；所有帧均标注‘非医疗保健科普 仅供参考’,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,6.598,5,5,5,health_action_risk_pending_professional_review,high
positive_reason_031,ai_needed_031,一个小球帮你练出少女腹.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（主讲人正面坐姿，字幕‘一个小球帮你练出少女腹’）,belly_core_pressure,动作演示；呼吸口令同步；体位变化展示,画面为单人室内演示；首帧正面介绍小球与目标；中段连续多帧均为背对视角重复同一组坐姿呼吸动作（手臂上举→后仰→回落），每帧配相同黄色标题字幕与蓝色呼吸图标；动作节奏稳定，无明显分步拆解或变式；未见计数、时长提示或错误纠正；小球始终位于臀下，未见发力支撑证据,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,0.806,5,5,5,health_action_risk_pending_professional_review,high
positive_reason_032,ai_needed_032,一个瑜伽小球告别小肚腩妈妈臀.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000：主讲人正面坐瑜伽球，大字幕‘一个瑜伽小球 告别小肚腩妈妈臀’；00:00:01.000：侧后方坐姿+字幕‘高段位女性都在练盆底’+局部对比图,hip_glute_shape；postpartum_or_age_group,动作演示；效果文字叠加；身体局部对比图,画面始终为同一女性演示坐姿核心训练动作（坐椅+手扶膝/握杆），配合固定字幕组反复出现；左下角有臀/腹局部对比图与抽象图标；无口播文字转录，仅依赖字幕传递信息；动作无明显变化，属单动作循环展示,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,2.738,5,5,3,pending_user_review,high
positive_reason_033,ai_needed_033,一个瑜伽小球告别臀凹陷6.4.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000：主讲人正面坐姿持球，大字幕‘一个瑜伽小球 告别臀凹陷’；00:00:00.890起叠加黄字‘高段位女性都在练盆底…40+女性都去练’，明确痛点与人群,hip_glute_shape,动作演示；字幕强化,画面始终为单人室内瑜伽场景，使用粉色小球辅助坐姿；前4帧聚焦正面/背面动作起始，中段重复相同动作变角拍摄；字幕内容从头至尾完全一致，无分步口令或进度提示；无前后对比图或效果实拍,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,2.002,5,5,5,health_action_risk_pending_professional_review,high
positive_reason_034,ai_needed_034,一个瑜伽小球告别跑跳漏氵尴尬6.3（2）.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（坐瑜伽球+字幕‘一个瑜伽小球 告别跑跳漏氵尴尬’）,leakage_embarrassment,错误动作演示；原因解释；图解说明；正确动作口令式训练,首帧坐球引出主题；后续多帧展示错误坐姿、动作分解、盆底肌前后对比图、提臀训练；结尾用表情+卡通图强化结果；全程字幕主导信息传递，无明显口播画面证据,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,movement_correction,positive_reference_only,pending_user_review,3.757,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_035,ai_needed_035,一个瑜伽小球练出灵动的八爪鱼6.1（3）.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（坐姿持球+标题字幕‘练出灵动的八爪鱼’）、00:00:01.000（换装坐椅+‘当你能用瑜伽小球’引出问题）,hip_glute_shape,动作演示；图解对比；口令重复；卡通场景具象化,画面中女性在瑜伽小球上进行不同坐姿与骨盆控制动作；字幕反复出现‘一个瑜伽小球 练出灵动的八爪鱼’；出现‘拧毛巾的练习’‘每天完成50次’‘修复前→修复后’图示；卡通插图表现漏尿场景；结尾叠加八爪鱼图像象征强化效果,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,3.055,5,4,4,health_action_risk_pending_professional_review,high
positive_reason_036,ai_needed_036,一个瑜伽小球练出灵动的八爪鱼6.8（（3）.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000：主讲人坐姿持球，大字幕‘一个瑜伽小球 练出灵动的八爪鱼’；00:00:01.000：同步出现四格分镜，标注‘前后移动（改善盆底松弛）’‘上下拍打（改善盆底漏水）’等动作+功效组合,hip_glute_shape,动作演示；字幕标注动作名称与功效,画面始终为同一女性在室内地毯上使用粉色瑜伽小球做坐姿训练；8帧中6帧为四宫格分镜结构，每格含动作图+黄底黑字功效说明；无口播文字转录可见；动作包括前后移动、上下拍打、360°转圈、左右摆动四类；所有字幕均含‘改善XX’表述,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,5.743,5,5,5,health_action_risk_pending_professional_review,high
positive_reason_037,ai_needed_037,一个瑜伽小球练出紧致八爪鱼.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000：主画面坐姿持球+大字幕‘一个瑜伽小球 练出紧致八爪鱼’；00:00:01.000：进入多格分步演示起始帧，同步标题与动作,hip_glute_shape,动作演示；口令标注；分步循环,画面始终为同一女性在室内地毯上使用粉色瑜伽小球进行坐姿训练；字幕固定显示‘一个瑜伽球练习八爪鱼’‘轻松居家锻炼 每天放松五分钟’；动作按四类标签循环演示：上下拍击、前后移动、左右摆动、拧毛巾；左侧竖排文字‘传播女性正能量 拒绝焦虑’贯穿全程；无口播文字转录可见，仅依赖画面与字幕传递信息,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,4.171,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_038,ai_needed_038,一个瑜伽小球练出美丽的八爪鱼.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000：主讲人正面坐姿持球，大字幕‘一个瑜伽小球 练出美丽的八爪鱼’；00:00:01.000：背面起始动作，叠加统一话术字幕,hip_glute_shape,动作演示；口令（呼气向前顶/吸气向后坐）；重复强化,画面始终为单人室内瑜伽垫场景，使用粉色小球；前8帧中6帧为同一动作循环演示（坐姿→手臂上举→后仰→还原），字幕高度重复；无切换场景、无他人示范、无解剖图示；左侧竖排小字‘待播女性正能量 拒绝低俗’，右下角固定提示‘不会呼吸的评论区留言找我’,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,2.712,5,5,5,health_action_risk_pending_professional_review,high
positive_reason_039,ai_needed_039,一个瑜伽小球练出美丽的盆底肌6.1（4）.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000：标题字幕‘一个瑜伽小球 练出美丽的盆底肌’+坐姿持球正面演示；00:00:01.000：侧坐位，字幕‘如果你能每天前后’起始动作引导,pelvic_floor,动作演示、口令、量化重复次数,画面始终为同一女性在地毯上使用粉色瑜伽小球进行坐姿盆底肌训练；字幕依次呈现标题、动作前提条件、动作名称与次数、生活化结果；无口播文字仅靠字幕推进；每帧均有‘非医疗保健科普 仅供参考’水印,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,3.181,5,5,5,health_action_risk_pending_professional_review,high
positive_reason_040,ai_needed_040,一个瑜伽小球练出美丽的马甲线6.2.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（标题字幕‘一个瑜伽小球练出美丽的马甲线’+坐姿持球）构成结果前置钩子,belly_core_pressure,动作演示；解剖图辅助；口令提示,画面中女性全程使用粉色瑜伽小球进行跪姿/坐姿核心训练；每帧含黄底黑字主字幕+左下角蓝色图标+右上角解剖示意图；所有字幕均标注‘非医疗保健科普 仅供参考’；动作从静态准备→侧跪挤压→后视位伸展→仰卧抬臂→扭转→收尾对比；无口播文字可见，仅依赖字幕传递信息,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,2.031,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_041,ai_needed_041,一个瑜伽小球肚子平了臀饱满6.10.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（正面坐姿持球，字幕‘一个瑜伽小球 肚子平了臀饱满’）,hip_glute_shape,多角度动作演示；字幕重复强化,8帧均为同一女性在室内地毯场景中，使用粉色瑜伽小球进行不同体位训练；字幕全程重复‘不管你生完几个 一个小球三个动作 省去了大几万的科技费 肚子平了臀饱满腰也细了 练出八爪鱼 40+女性都在练习’；无口播画面，无讲解手势或教具图解；动作从坐姿→跪姿→坐凳→俯身→侧卧→仰卧→俯卧递进，但无分步编号或节奏变化,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,1,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_042,ai_needed_042,一个瑜伽小球肚子平了臀饱满了6.17.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（正面坐球+标题字幕‘一个瑜伽小球 肚子平了臀饱满了’）,hip_glute_shape,坐姿提臀动作演示；前后移动演示；上下拍打演示；解剖图对比说明,画面展示一位女性在瑜伽小球上进行三组坐姿训练：左右提臀、前后移动、上下拍打；配合盆底肌正常与松弛状态的解剖图对比；结尾出现卡通人物漏尿改善图示；全程字幕重复‘一个瑜伽小球 肚子平了臀饱满了’及具体动作次数指令,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,3.043,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_043,ai_needed_043,一个瑜伽球练出八爪鱼.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000：主画面人物坐姿持球，大字幕‘一个瑜伽球 练出八爪鱼’；00:00:01.000起出现分屏小窗+子标题‘轻松居家锻炼 每天放松五分钟’,hip_glute_shape,分屏动作演示；部位标注；口令式字幕提示,画面始终以黄绿运动服女性为主角，使用粉色瑜伽球；全程分屏结构，左上角主画面+右下6宫格动作缩略图；字幕含‘左右摆胯’‘钻石臀桥’等动作名及‘轻松居家锻炼 每天放松五分钟’副标；无口播文字转录可见，仅画面内嵌字幕,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,2.366,5,5,5,health_action_risk_pending_professional_review,high
positive_reason_044,ai_needed_044,一分钟握力测试多少次才算及格呢 切片.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000 字幕‘一分钟握力测试多少次才算及格呢’+坐姿握球准备动作,general_body_management,动作演示、口令引导、手机计时展示、阈值数字提示,画面中人物始终坐于粉色球/凳上，手持手机计时；字幕依次出现测试问题、操作指引、80次阈值、行动号召；背景统一为灰色帘+花艺+‘元气女人训练营’水印；无多人互动或环境切换,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,27.314,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_045,ai_needed_045,一咳嗽就失控这个动作告别尴尬.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（坐姿+字幕‘一咳嗽就失控’）与00:00:01.000（换装坐姿+字幕延续）构成痛点引入,leakage_embarrassment,动作演示；字幕口令；对比示意；呼吸配合提示,画面中人物始终坐于瑜伽球/凳，通过不同体态（骨盆前倾→调整→收束）配合红色箭头与黄字字幕说明动作要领；无口播内容可见，仅依赖字幕传递信息；背景统一，服装更换一次（绿→粉），暗示阶段切换,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,movement_correction,positive_reference_only,pending_user_review,8.664,5,5,5,health_action_risk_pending_professional_review,high
positive_reason_046,ai_needed_046,一招动态臀桥收腰收胯收盆底6.4（3）.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（坐姿持球+主标题字幕）与00:00:01.000（躺姿准备+‘你以为你在练盆底肌’字幕）构成起始双帧触发,pelvic_floor；hip_glute_shape；posture_back_waist,动作演示；口令引导；字幕强调关键节点,画面始终为单人室内瑜伽垫演示；字幕重复‘一招动态臀桥 收腰收胯收盆底’；动作从坐姿过渡到仰卧动态臀桥四阶段；左侧竖排文字‘传播女性正能量 拒绝焦虑’贯穿全片；无口播音频内容可见，仅依赖字幕传递信息,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,6.136,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_047,ai_needed_047,三个动作帮你唤醒身体好状态.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000：主讲人坐姿面对镜头，字幕‘三个动作帮你唤醒身体好状态’；00:00:01.000：切至动作起始位，同步出现‘抗衰别只盯着脸！盆底松了’等痛点字幕,general_body_management,动作演示；字幕强化；图解（八爪鱼/鸟等图标）,画面含主讲人演示3个不同体位的盆底/核心激活动作，均使用粉色瑜伽球辅助；全程叠加固定字幕组（痛点+比喻+收益）；右下角交替出现八爪鱼/鸟/蜘蛛等图标；无口播文字转录证据，仅依赖字幕传递信息,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,3.122,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_048,ai_needed_048,不管生了几个就练这几个动作6.15.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（坐姿抱球+字幕‘不管生了几个就练这几个动作’）,general_body_management,动作演示；口令（100次）；道具使用（小球、椅子）,画面中女性演示4组动作：1）坐瑜伽球抱膝；2）跪姿手扶颈后；3）坐椅夹球；4）坐椅转圈。每帧均有重复标题字幕‘不管生了几个就练这几个动作’，部分帧含具体指令如‘上下拍击100次’‘魔力转圈圈100次’‘所以你的盆底肌’，结尾帧出现‘跑跳漏水的尴尬消失了’及卡通插图。服装更换2次（黄绿→灰紫），场景一致为居家客厅。,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,4.38,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_049,ai_needed_049,产后假跨宽这一式越练越J.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（坐姿+字幕‘产后假跨宽 这一式越练越紧’，画面中女性呈典型假跨宽坐姿）,postpartum_or_age_group,动作演示；口令引导；呼吸指令；部位触觉提示；视觉引导,画面中女性全程保持坐姿，从初始假跨宽姿态过渡到脚心相对、会阴牵引、呼吸配合、髋部挤压等连续微调动作；字幕逐帧提示操作要点：‘你的盆底肌’‘脚心相对’‘拉向你的会Y处’‘吸气向下打开呼气收’‘感受髋部向内挤压’‘什么叫做收紧’；无器械辅助，仅用瑜伽垫与小球支撑；动作节奏稳定，无跳跃或剧烈变化；背景为深色沙发与浅色地毯，环境简洁统一,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,movement_correction,positive_reference_only,pending_user_review,4.794,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_050,ai_needed_050,产后小腹下垂练这一式收固盆底.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（坐姿展示问题+标题字幕）、00:00:01.000（同一人换装后继续标题强化）,belly_core_pressure；pelvic_floor；postpartum_or_age_group,动作演示；口令提示；局部特写图解,pending_subtitle_or_audio_transcript,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,13.224,5,5,5,health_action_risk_pending_professional_review,high
positive_reason_051,ai_needed_051,产后尴尬漏氵一个动作帮你改变.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（坐姿+字幕‘产后尴尬漏氵 一个动作帮你改变’）、00:00:01.000（躺姿+字幕‘有咳嗽打喷嚏’）,leakage_embarrassment；postpartum_or_age_group,动作演示；口令提示；错误警示；力量部位标注,开场为坐姿持球，字幕点明‘产后尴尬漏氵’；随后切换至仰卧位进行静态臀桥动作演示，连续帧展示准备姿势、脚跟贴地、盆底收缩、避免大腿代偿等步骤，字幕逐层提示发力要点与常见误区；背景统一为粉色垫+装饰花瓶，无器械变化或他人出镜；结尾帧字幕强化‘练好盆底肌’作为目标。,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,movement_correction,positive_reference_only,pending_user_review,11.218,5,4,4,health_action_risk_pending_professional_review,high
positive_reason_052,ai_needed_052,产后尴尬漏氵只需一个小球帮你.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（主讲人盘坐球上，大字幕‘产后尴尬漏气 只需一个小球帮你’）,leakage_embarrassment；postpartum_or_age_group,动作演示；原因解释；图解；口令,画面含主讲人坐瑜伽球/椅演示多组骨盆微动动作（前后、左右、上下拍打），穿插对比图（腹部形态）、解剖示意图（盆底肌）、卡通表情包；所有帧均有竖排小字‘非医疗保健科普 仅供参考’；字幕含动作指令与结果断言,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,1,5,4,5,health_action_risk_pending_professional_review,high
positive_reason_053,ai_needed_053,产后扁平臀.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（坐姿持球+字幕‘产后扁平臀 一个球帮你改变’）,hip_glute_shape；postpartum_or_age_group,动作演示；图解辅助；对比图示；口令重复（100次）,画面含8帧：开场坐姿点题；多角度四足/跪姿/仰卧/侧卧夹球动作；插入前后臀型对比图、盆底肌解剖图小图；字幕强调‘100次’‘侧面臀线’‘蜜桃臀’等关键词；无口播文字仅字幕可见,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,1,5,5,5,pending_user_review,high
positive_reason_054,ai_needed_054,产后漏尿尴尬.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（主讲人正面坐姿+大字幕‘产后尴尬漏尿’）,leakage_embarrassment；postpartum_or_age_group,动作演示；图解说明；字幕归因；口令指令,画面中女性坐于粉色球上，全程无走动；字幕依次呈现痛点→归因（小肚腩、盆底肌）→动作指令（拍击100次）→结果承诺；插入两处医学示意图（腹部/盆底肌前后对比），无口播文字转录证据；所有帧均含固定侧边竖排文字‘传播女性正能量 拒绝焦虑’,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,4.113,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_055,ai_needed_055,产后漏水不用愁一个小球帮你改变.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000：主讲人正面坐球，字幕‘产后漏水不用愁 一个小球帮你改变’；00:00:01.000：侧身坐姿，字幕‘当你不小心坐到’,leakage_embarrassment；postpartum_or_age_group,动作演示；图解；对比,画面中女性穿运动服坐粉色小球，演示坐球前后移动、上下拍击等动作；字幕依次出现痛点描述、动作指令、效果承诺；第12.227帧插入小腹对比图，第16.302帧插入盆底肌解剖示意简图；结尾用卡通形象强化情绪收束；每帧右上角均有‘非医疗保健科普 仅供参考’固定水印,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,problem_solution,positive_reference_only,pending_user_review,4.585,5,5,4,pending_user_review,high
positive_reason_056,ai_needed_056,产后盆底高张一个动作帮你改善.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（标题字幕‘产后盆底高张 一个动作帮你改善’+坐姿准备态）、00:00:01.000（口播‘如果你的盆底肌’+坐椅起始姿势）,pelvic_floor；postpartum_or_age_group,动作演示；口令引导；感官提示,画面始终为同一女性在室内演示单一坐姿动作：起始坐地用球→换椅坐→双脚脚心相对→双手拉脚踝向会阴方向→维持姿势→结尾提问式反馈；全程顶部固定标题字幕‘产后盆底高张 一个动作帮你改善’，左侧竖排小字‘传播女性正能量 拒绝焦虑’；无图解、无对比、无他人出镜,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,3.879,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_057,ai_needed_057,产后膨出脱垂只需一个动作搞定.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（主标题字幕‘产后膨出脱垂 只需一个动作搞定’+人物坐姿展示）；00:00:01.000（同场景，强化标题）,pelvic_floor；postpartum_or_age_group,动作演示；口令指令；体位调整提示,画面中人物始终在瑜伽垫上进行坐姿/跪姿盆底肌训练动作；字幕依次出现痛点描述、动作指令（坐久、放松腹部、呼气收紧、收盆底提耻骨、放松）、结果引导（只需一个动作搞定、都做这个动作）；背景固定，无场景切换；所有帧均含‘非医疗保健科普 仅供参考’竖排小字,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,13.329,5,5,5,health_action_risk_pending_professional_review,high
positive_reason_058,ai_needed_058,产后臀凹陷一个动作帮你改变.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000：坐姿面对镜头，字幕‘产后臀凹陷 一个动作帮你改变’；00:00:01.000：已转为仰卧准备位，字幕同步‘王炸🔥臀桥’+痛点列表,hip_glute_shape；postpartum_or_age_group,动作演示；呼吸口令；字幕强化,画面主体为女性示范者，穿浅绿上衣+橄榄裤，用粉色球辅助；全程无口播人物出镜外音；字幕固定位置：顶部标题‘王炸🔥臀桥’、中部痛点三句、底部呼吸口令；动作从坐姿→仰卧屈膝→臀桥抬起→维持→回落，共5个阶段可见于8帧中,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,movement_correction,positive_reference_only,pending_user_review,2.336,5,5,5,health_action_risk_pending_professional_review,high
positive_reason_059,ai_needed_059,产后骨盆外翻一个动作告别困扰.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（主标题字幕+坐姿展示+痛点文字叠加）,postpartum_or_age_group；posture_back_waist,动作演示；口令引导；图解对比；呼吸配合,全程一人坐姿演示；00:00:00有‘产后骨盆外翻 一个动作告别困扰’主标题；00:00:07出现臀部对比图+‘骨盆外翻假胯宽’字幕；后续帧依次呈现手位放置、晃动、呼气内收、抱膝等动作；每帧均有操作指令字幕；结尾为闭眼/睁眼坐姿+觉察提问字幕,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,movement_correction,positive_reference_only,pending_user_review,7.444,5,4,5,health_action_risk_pending_professional_review,high
positive_reason_060,ai_needed_060,产后骨盆外翻一个动作帮你回正6.11.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000：主讲人坐姿+大字幕‘产后骨盆外翻 一个动作帮你回正’；00:00:01.000：同画面微调，字幕保留,postpartum_or_age_group；posture_back_waist,动作演示；口令；频次建议；问题场景描述；操作要领提示,画面始终为单人室内坐姿演示；字幕依次呈现标题、动作命名、频次、问题后果、动作要领（前后动、膝盖不用力）、姨妈期提醒、休息提示；无图解/对比/他人出镜；背景有鼓、玩偶等装饰；动作围绕骨盆区域小幅摆动,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,movement_correction,positive_reference_only,pending_user_review,13.496,5,5,5,health_action_risk_pending_professional_review,high
