rule_id,trigger_type,trigger_detail,sample_count,required_middle_delivery,allowed_ending_styles,start_boundary_advice,end_boundary_advice,must_have_evidence,discard_if,example_video_ids,manual_review_note
ali_fgr_048,痛点可视化,妈妈臀,1,单动作循环演示,结果重申,从00:00:00.000开始，保留首帧痛点标题+动作起始态,截至00:00:10.644，避免末帧（00:00:12.955）冗余重复；若需结尾，应补入动作停止/起身/微笑等收尾帧,00:00:02.395–00:00:10.644：连续7帧重复同一坐姿夹球动作，每帧均带相同字幕与对比图，无新动作变化，仅微调体位,若无真实口播或动作变化支撑‘一个动作饱满臀部’主张，且无法补充医学依据或适用说明时应放弃,fv_0016,健康/动作/业务承诺仍需人工复核
ali_fgr_049,痛点可视化,妈妈臀臀凹陷,1,动作演示,效果对比,从00:00:00.000开始，保留标题帧与坐姿起始动作,截至于00:00:29.302对比图定格帧，避免后续黑场或冗余,00:00:05.337（跪姿放球于膝后）、00:00:09.489（上下抬腿走）、00:00:14.233（换侧准备）、00:00:18.977（另一侧抬腿）、00:00:23.722（持续动作）,若无真实对比证据支撑‘改善’结论，或动作演示不完整导致步骤断裂,fv_0081,健康/动作/业务承诺仍需人工复核
ali_fgr_050,痛点可视化,小肚子凸出,1,动作演示,动作完成,从00:00:00.000开始，保留标题+警示语+讲解姿态帧,截至于00:00:23.264动作定格帧，避免后续可能黑场或冗余,00:00:01.000至00:00:18.891（连续躺姿动作：抱球→屈膝抬腿→并拢弯曲→吸气到胸腔→伸直腿→塑形效果提示）,若实际视频中缺失‘非医疗保健科普’免责声明，或出现明确疗效承诺（如‘7天瘦腰’），应放弃,fv_0099,健康/动作/业务承诺仍需人工复核
ali_fgr_051,痛点可视化,小肚子凸可能不是胖,1,动作演示,动作完成,从00:00:00.000开始，保留首帧痛点字幕与姿态,截至于00:00:55.169动作收势帧，避免黑场或冗余静帧,00:00:09.993–00:00:44.415：连续多帧展示‘左右交替进行 10次一组做3组’动作序列，含数字3/6/9/10叠加，动作从起始→展开→回位→完成，呈现分步执行过程,若无‘错误动作’视觉证据支撑‘纠正’逻辑，仅单一套路动作演示，则不符合movement_correction类型核心要求,fv_0012,健康/动作/业务承诺仍需人工复核
ali_fgr_052,痛点可视化,小腹凸出,1,动作演示,结果重申,从00:00:00.000主标题帧开始，保留首两帧建立问题锚点,截至于00:00:23.450卡通遮挡帧，避免后续可能存在的无字幕黑场,00:00:04.284（背部坐椅+小腹对比图）、00:00:07.616（跪姿手扶头+字幕‘因为你每天坐在瑜伽球上’）、00:00:11.424（侧跪+盆底肌解剖图+‘一定很紧致’）、00:00:15.232（坐椅后视+‘那你的盆底肌’）、00:00:19.040（坐椅正视+‘上下拍击100次’）为中段动作轮播与解释,若无‘非医疗保健科普 仅供参考’小字或解剖图缺失，且存在明确医疗效果断言（如‘治愈漏尿’），应放弃,fv_0100,健康/动作/业务承诺仍需人工复核
ali_fgr_053,痛点可视化,小腹婆,1,动作演示,结果重申,从00:00:00.000开始，保留坐姿+字幕完整帧，确保痛点清晰,截至于00:00:25.795，避免后续可能存在的静止冗余帧,00:00:01.000–00:00:20.916：连续四组动作帧（拿球→压耻骨→身体回滚→趴卧），字幕引导步骤；00:00:12.550与00:00:16.733重复‘身体来回滚动’，体现动作循环；00:00:20.916字幕‘可以减少我们的腹内压’为效果过渡,若‘缓解脏腑下垂’等医学效果表述无法提供临床依据或被平台认定为违规承诺，则整条应放弃,fv_0028,健康/动作/业务承诺仍需人工复核
ali_fgr_054,痛点可视化,小腹部凸出来的,1,动作演示,动作完成确认,从00:00:00.000开始，保留前2秒双状态对比帧作为钩子,截至于00:00:42.560‘揉一揉放松一下’动作完成帧，避免拖尾静止,00:00:07.724（‘做这个动作’）、00:00:13.731（‘呼气的时候耻骨向上提’+箭头图示）、00:00:20.597（‘吸气的时候向下放松’）、00:00:27.462（‘收放-收放’重复口令）体现分步呼吸-动作协同,若实际视频中无‘小腹凸出’前后对比实拍、或动作与字幕严重错位、或缺失呼吸口令同步，则应放弃,fv_0067,健康/动作/业务承诺仍需人工复核
ali_fgr_055,痛点可视化,悬垂腹,1,动作演示,结果重申,从00:00:00.000主讲人坐姿帧起切，保留前2秒完整标题字幕与悬垂腹插图,止于00:00:12.258‘悬垂腹’黄字定格帧，确保结尾动作完成态+结论字幕完整呈现,00:00:02.269（俯卧位+字幕‘先别急着盲目卷腹’）、00:00:04.035（瑜伽球置腹下+字幕‘把瑜伽球垫在腹部下方’）、00:00:06.052（侧卧位+‘先释放腹内压力’）、00:00:08.069（俯卧位调整姿势）,若实际成片中缺失‘非医疗保健科普 仅供参考’免责声明，或字幕出现‘治愈’‘根除’等越界词，则应放弃,fv_0069,健康/动作/业务承诺仍需人工复核
ali_fgr_056,痛点可视化,憋不住尿,1,口令引导,轻行动,从00:00:00.000开始，保留标题画面至少1.5秒,截止于00:03:03.784微笑定格帧，后接黑屏或LOGO,00:00:33.144（‘我们会憋不住尿’）→ 00:00:58.923（‘收紧收紧收紧’口令+手势）→ 00:01:28.384（‘而是盲目的去跟着练’）→ 00:01:57.846（‘我们还要做’）→ 00:02:27.307（‘所以女性的身体’）,若字幕出现‘治愈’‘根治’‘100%有效’等绝对化表述，或无‘请结合自身情况理性参考’免责声明,fv_0015,健康/动作/业务承诺仍需人工复核
ali_fgr_057,痛点可视化,松弛漏水尴尬,1,动作演示,动作完成,从00:00:00.000开始，保留完整标题帧（含字幕与人物姿态）,截至于00:00:20.083（最后一帧动作完成态），不延伸至黑场或静止空镜,00:00:01.000–00:00:16.346：四组连续动作帧，每组含动作名称字幕（如‘360度转圈100次’）、侧/背/正面演示、小图解（修复前→修复后）,若图解对比图被证实为虚构/非本人/无医学依据，或‘100次见效’类承诺无法弱化处理时应放弃,fv_0093,健康/动作/业务承诺仍需人工复核
ali_fgr_058,痛点可视化,漏水的小尴尬没有了,1,动作演示,结果重申,从00:00:00.000开始，保留首帧坐姿持球+主标题画面,截至于00:00:16.624（八爪鱼图示帧），避免后续可能黑屏或冗余,00:00:03.055（拧毛巾练习动作+字幕）、00:00:05.432（修复前后图示对比）、00:00:08.148（背对坐球+‘每天完成50次’）、00:00:10.863（卡通图示‘漏水的小尴尬没有了’）,若无明确盆底肌训练医学依据支撑‘修复’表述，或无法提供合规健康声明时应放弃,fv_0035,健康/动作/业务承诺仍需人工复核
ali_fgr_059,痛点可视化,疯狂练收紧,1,口令强调,轻行动,从00:00:00.000开始，保留左侧痛点图至少1.2秒确保信息接收,截至00:00:43.419，避免拖尾静帧；若音频延续，可微延0.3s但不新增画面,00:00:01.000–00:00:28.012（主讲人连续讲解，字幕依次出现‘天天练收紧’‘一个健身教练’‘我的盆底肌也很紧致’‘硬如石头’‘我们一定要做到什么’‘放松比收紧更重要’）,若字幕或口播出现‘治愈漏尿’‘100%改善’等绝对化承诺，或无免责声明时应放弃,fv_0014,健康/动作/业务承诺仍需人工复核
ali_fgr_060,痛点可视化,盆底松了,1,动作演示,效果归纳,从00:00:00.000开始，保留主讲人正面坐姿+标题字幕作为起始帧,截至于00:00:16.995动作终态帧，避免黑场或冗余空镜,00:00:03.122–00:00:13.876：连续三组不同体位（跪姿、俯卧、侧卧）使用粉色球进行骨盆区域训练，每帧配相同核心字幕+动态图标（八爪鱼/鸟），动作连贯递进,若字幕中‘省下大几w的科技费’被证实指向具体医疗/器械产品，或‘练出八爪鱼’被认定为误导性体态承诺，则应放弃,fv_0047,健康/动作/业务承诺仍需人工复核
ali_fgr_061,痛点可视化,盆底肌松弛,1,动作演示,结果重申,从00:00:00.000（标题帧）起切，保留‘盆底肌恢复’主标题与‘练四个动作’副标完整呈现,止于00:00:32.227（最后一帧动作+‘都会慢慢改善消失’字幕），避免截断收尾句,00:00:05.864（解剖图：萎缩vs修复盆底肌）+ 00:00:10.425（静态臀桥动作+50次标注）+ 00:00:15.637（骨盆对比图）+ 00:00:20.849（假胯宽改善前后图）+ 00:00:26.062（深层激活图解）,若无解剖图或医学图示支撑、或动作无明确次数/要领标注、或出现‘治愈’‘根治’等绝对化承诺词,fv_0095,健康/动作/业务承诺仍需人工复核
ali_fgr_062,痛点可视化,盆底肌高张疼痛,1,动作演示,动作完成,从00:00:00.000开始，保留首帧字幕‘盆底肌高张疼痛 睡前滚一滚’作为钩子,截至00:00:22.034，确保结尾为正面标准位定格，避免后续可能的收势动作缺失,00:00:01.000–00:00:17.907：多角度展示同一动作（正面/侧面/背面），字幕持续‘别再瞎练凯格尔 每天睡前跟练5分钟’，动作从错误过渡到稳定正确位（骨盆中立、核心微收）,若字幕未明确区分‘凯格尔’与本动作差异，或画面无法清晰呈现骨盆位置变化，则应放弃,fv_0007,健康/动作/业务承诺仍需人工复核
ali_fgr_063,痛点可视化,练出八爪鱼需要多久？,1,图解（八爪鱼/解剖图对比）,能力具象化,从00:00:00.000开始，保留标题字幕完整呈现,截至于00:00:16.461帧后0.5秒内，确保‘抓握力’字幕完整显示,00:00:03.026（‘快一周’+八爪鱼图）→00:00:05.380（‘其实八爪鱼特别好练’+图）→00:00:08.069（‘没有多大的关系’+图）→00:00:10.759（‘都在偷偷练习盆底肌’+解剖图）,若解剖图未标注来源或存在误导性结构示意（如将盆底肌画成章鱼触手形态），应放弃,fv_0024,健康/动作/业务承诺仍需人工复核
ali_fgr_064,痛点可视化,肚子小了、臀部翘了、胳膊瘦了,1,动作演示、对比图解、呼吸口令,动作完成、结果重申,从00:00:00.000坐姿讲解帧切入，保留完整字幕与人物姿态,截至于00:00:19.689夹球臀桥顶峰位，确保呼吸指令字幕完整可见,00:00:01.000–00:00:16.031（连续多帧展示钻石/垫脚/抱拳/夹球四种变式臀桥，含小图对比与呼吸提示）,若实际视频中缺失任一变式演示帧、或呼吸指令字幕错位/缺失、或无‘仅供参考’免责声明，则应放弃,fv_0027,健康/动作/业务承诺仍需人工复核
ali_fgr_065,痛点可视化,臀凹陷,1,动作演示,动作完成,从00:00:00.000开始，保留首帧主讲人正面+标题字幕，剔除冗余重复字幕帧,截至于00:00:10.772动作定格帧，避免后续可能的静止黑场或无效延时,00:00:02.002–00:00:08.898：连续多帧展示同一动作不同角度（背对/侧对/正对），使用粉色小球置于臀下，动作幅度微调但核心姿势一致，字幕全程重复未更新,若无真实效果对比素材、或字幕存在绝对化健康承诺（如‘都去练’‘腹平了’）且无法弱化时应放弃,fv_0033,健康/动作/业务承诺仍需人工复核
ali_fgr_066,痛点可视化,跑跳尴尬,1,动作演示,问题归因+轻量化收束,从00:00:00.000开始，保留首帧字幕与坐姿抱球画面作为钩子,截至于00:00:21.755，含最终字幕与卡通图示，避免后续可能冗余内容,00:00:03.979–00:00:14.147：连续三组坐姿夹球上下/画圈动作，字幕分别对应‘盆底肌’‘小肚子’‘上下拍打100次’；00:00:17.684：正面坐姿收束动作，手放腰腹,若实际视频中无‘100次’执行过程或无动作节奏提示（如节拍器/呼吸口令），则方案可信度下降应弃用,fv_0085,健康/动作/业务承诺仍需人工复核
ali_fgr_067,痛点可视化,跑跳漏水困扰,1,动作演示,轻行动,从00:00:00.000开始，保留坐姿小球+主标题字幕作为起始帧,截至于00:00:28.373‘评论区打卡留言’帧，避免后续黑场或冗余,00:00:05.170（抽空坐小球）、00:00:09.191（上下拍击100次）、00:00:13.787（魔力转圈圈100次）、00:00:18.383（手按腹部口令）、00:00:22.978（盆底肌解剖对比图）,若解剖图无医学授权或未加‘示意图’标注，或动作演示与字幕数量不一致（如声称100次但画面未体现计数逻辑）,fv_0080,健康/动作/业务承诺仍需人工复核
ali_fgr_068,痛点可视化,跑跳漏水的问题,1,动作演示,结果重申,从00:00:00.000开始，保留首帧标题字幕与坐姿姿态完整帧,截至于00:00:25.122卡通图帧，确保‘尴尬消失了’字幕完整可见,00:00:04.585（抽空坐小球动作）、00:00:08.151（盆底肌解剖图+文字说明）、00:00:12.227（上下拍击100次口令）、00:00:16.302（左右提臀100次口令）,若解剖图无医学审核标注，或‘100次’等量化指令缺乏个体适配提示时应放弃,fv_0096,健康/动作/业务承诺仍需人工复核
ali_fgr_069,痛点可视化,跑跳漏氵尴尬,1,错误动作演示,结果重申,从00:00:00.000开始，保留‘一个瑜伽小球 告别跑跳漏氵尴尬’字幕完整帧,截至00:00:20.525‘尴尬消失了’帧，确保卡通图与手势同步完整,00:00:03.757（抽空坐小球错误示范）、00:00:10.020（前后移动动作）、00:00:13.360（盆底肌图解对比）、00:00:16.700（左右提臀100次）,若图解医学内容未经专业审核，或‘100次’等量化指令无个体化提示时应放弃,fv_0034,健康/动作/业务承诺仍需人工复核
ali_fgr_070,痛点可视化,髋灵活了臀翘了,1,动作演示,效果重申,从00:00:00.000开始，保留首帧正面坐姿+主标题，避免跳过‘髋灵活了臀翘了’强钩子,截至00:00:10.819最后一帧多图对比完成，勿延伸至黑场或静帧,00:00:02.010（侧坐+盆底松了图解）、00:00:03.574（卷纸遮挡+‘等于花儿离开了土壤’）、00:00:05.361（修复前→修复后图示+‘生了几个’）、00:00:07.148（同图示+‘省下大几w的科技费’）,若解剖图示被证实错误或与动作无关、或‘修复前后’图示无真实对照依据，则应放弃,fv_0088,健康/动作/业务承诺仍需人工复核
ali_fgr_071,结果可视化,腰粗,1,单动作循环演示,轻行动指令（‘都去练’）,从00:00:00.000开始，保留首帧大字幕+人物入画完整构图,截至00:00:12.305，确保最后一帧口型与‘都去练’字幕同步，避免拖尾空镜,00:00:02.278–00:00:10.124：连续7帧中，人物保持同一坐姿（双腿外展坐瑜伽球上），仅手部/躯干微调，配合重复字幕与左下角体态对比图，属单动作循环演示,若字幕含‘7天见效’‘无需运动’等绝对化承诺，或对比图无真实拍摄依据（如合成图）应放弃,fv_0083,健康/动作/业务承诺仍需人工复核
ali_fgr_072,结果承诺,不松了不漏了,1,动作演示、图解、进度条,结果重申、动作完成,从00:00:00.000主讲人正面坐姿起始，保留首帧完整字幕,截至00:00:11.469动作结束帧，避免拖尾静帧,00:00:00.946–00:00:09.455：连续多帧背面动作循环演示+底部三月进度图解+重复文字‘每天100下 不松了不漏了 身材更好了’,若图解涉及医疗效果宣称（如‘改善漏嘘嘘’）且无合规免责声明，则应放弃,fv_0072,健康/动作/业务承诺仍需人工复核
ali_fgr_073,结果承诺,八爪鱼体态（隐含骨盆前倾/核心弱）,1,分屏动作演示,结果重申,从00:00:00.000开始，保留标题+人物入镜完整帧,截至00:00:12.792，该帧仍为动作演示延续态，下一帧（若存在）应为黑场或LOGO,00:00:02.366–00:00:10.514：持续分屏展示6组动作（左右摆胯/钻石臀桥/左侧屈伸/右侧屈伸/垫脚臀桥/侧躺练臀/抱拳臀桥），每组配文字标签与动态演示,当‘八爪鱼’被证实为贬义/病理化表述且无法替换时；或分屏动作存在明显错误示范（如骨盆代偿）且无法修正时,fv_0043,健康/动作/业务承诺仍需人工复核
ali_fgr_074,结果承诺,八爪鱼越练越紧,1,动作演示,动作完成,从00:00:00.000开始，保留首帧完整构图与标题字幕,截至00:00:13.791，确保最后一帧口型闭合且图解完整可见,00:00:01.000–00:00:06.788：连续多帧展示同一坐姿动作的微调过程（侧身/正面/手部位置变化），叠加呼吸口令‘吸气打开 呼气收紧’及盆底肌状态图解；左上角小图动态变化（章鱼→羽毛→金属结构）暗示认知迭代；动作无明显错误与正确分段，而是持续优化,若图解未明确标注‘盆底肌收缩方向’或呼吸口令与动作节奏错位，应放弃,fv_0005,健康/动作/业务承诺仍需人工复核
ali_fgr_075,结果承诺,八爪鱼（松垮）体态,1,动作演示,动作完成,从00:00:00.000开始，保留首帧完整标题画面至少1秒,截至于00:00:22.823动作完成帧后0.5秒内，避免空镜拖沓,00:00:04.171至00:00:18.538：连续多帧展示‘上下拍击’‘前后移动’‘左右摆动’‘拧毛巾’四组动作循环，每组配文字标签，人物动作连贯无跳变,若实际成片中出现‘治疗’‘矫正’‘消除’等医疗宣称词，或未标注‘效果因人而异’等风险提示，则应放弃,fv_0037,健康/动作/业务承诺仍需人工复核
ali_fgr_076,结果承诺,少女腹缺失感（隐含）,1,动作演示,动作完成态定格,从00:00:00.000开始，保留首帧正面引入,截至00:00:08.062（最后一组完整动作完成），00:00:09.727为冗余静止帧可裁,00:00:00.806–00:00:08.062（连续多帧背对镜头展示同一组动作：手臂上举→后仰→回落，配合‘吐气向后顶 吸气向后坐’字幕与呼吸图标）,若无真实呼吸节奏同步证据（如胸腹起伏可见）、或小球未实际参与发力支撑，则属误导性演示应放弃,fv_0031,健康/动作/业务承诺仍需人工复核
ali_fgr_077,结果承诺,尴尬的问题也没有了,1,动作演示、口令、量化重复次数,生活化类比收尾,从00:00:00.000开始，保留标题字幕与初始坐姿演示帧,截至于00:00:17.320卡通图出现帧，确保‘尴尬的问题也没有了’完整呈现,00:00:03.181：侧坐位，字幕‘那么你的盆底肌’；00:00:05.654：后视提臀动作，字幕‘左右提臀100次’；00:00:08.482：后视坐姿，字幕‘如果你能每天’；00:00:11.309：侧视，字幕‘那么你的盆底肌’；00:00:14.136：正后方视角，字幕‘上下拍打100次’,若字幕缺失关键‘仅供参考’声明，或动作与字幕严重错位（如提臀动作配拍打字幕）,fv_0039,健康/动作/业务承诺仍需人工复核
ali_fgr_078,结果承诺,抓握力弱,1,单动作演示,结果重申,从00:00:00.000帧开始，保留主标题字幕与首动作定格,截至于00:00:16.298帧，确保‘八爪鱼版的抓握力’字幕完整呈现,00:00:02.997（分腿坐姿+字幕‘需要多久’）、00:00:05.327（俯身撑地+八爪鱼图示）、00:00:07.991（仰卧抬腿+‘都在偷偷练习盆底肌’字幕）、00:00:10.655（卷轴过渡+背影示范）,若无法证实‘抓握力提升’与所演示动作存在生理学关联，或盆底肌训练与手部抓握力无明确通路证据时应放弃,fv_0066,健康/动作/业务承诺仍需人工复核
ali_fgr_079,结果承诺,抗衰别只盯着脸,1,动作演示,效果强化,从00:00:00.000开始，保留标题字幕完整呈现（含‘一个瑜伽小球练出美丽的马甲线’）,截至于00:00:10.935帧末尾，确保‘腰也细了’字幕与对比图完整显示,00:00:02.031（侧跪位+‘盆底松’字幕+解剖图）、00:00:03.611（后视位+‘等于花儿离开了土壤’+双图解）、00:00:05.417（仰卧抬臂+‘生了几个’字幕+图解）、00:00:07.222（侧跪扭转+‘省下大几w的科技费’+图解）为连续动作与图解穿插,若解剖图未标注来源或医学依据缺失，或‘省下大几w科技费’等承诺性字幕无法弱化处理时应放弃,fv_0040,健康/动作/业务承诺仍需人工复核
ali_fgr_080,结果承诺,漏尿,1,动作演示,动作完成,从00:00:00.000（主讲人正对镜头+大字幕）起切，避免前导黑场,止于00:00:19.085（动作定格微笑），不延伸静帧,00:00:03.498–00:00:15.548：多帧显示‘漏尿就练它’‘4指变1指练它’‘紧致就练它’‘下垂就练它’等字幕交替出现，配合坐姿夹球动作变化，手部指向或抬指强调，动作节奏一致，无切换,若字幕存在‘治愈’‘根治’‘替代医疗’等绝对化表述，或画面出现非本人示范/错误发力姿势应放弃,fv_0086,健康/动作/业务承诺仍需人工复核
ali_fgr_081,结果承诺,盆底松弛,1,动作演示,动作完成,从00:00:00.000开始，保留主讲人正面坐姿+大标题帧作为起始,截至于00:00:30.000前，避免突兀结束；建议补0.5s淡出或静帧收尾,00:00:05.743至00:00:25.523：多帧重复展示‘360°转圈’‘左右摆动’等动作，每组配对应功效字幕，画面连续无跳切，动作节奏稳定,若字幕中‘改善盆底漏水’‘改善产后胯宽’等医疗效果宣称无法提供医学依据或平台合规支持，则应放弃,fv_0036,健康/动作/业务承诺仍需人工复核
ali_fgr_082,结果承诺,盆底肌松,1,动作演示,轻行动号召,从00:00:00.000（标题帧）开始，保留前2秒完整字幕+人物入画,截至于00:00:37.939（鼓励语帧），避免后续黑场或冗余静帧,00:00:06.892（坐瑜伽球）、00:00:12.252（坐姿夹球）、00:00:18.379（上下移动指令）、00:00:24.505（左右移动指令）、00:00:30.631（50次量化指令）构成分步动作演示+口令,若实际成片中出现未经标注的医疗术语、疗效保证语句（如‘治愈漏尿’）、或未声明适用人群限制，则应放弃,fv_0084,健康/动作/业务承诺仍需人工复核
ali_fgr_083,结果承诺,盆底肌松弛,1,动作演示,时间量化,从00:00:00.000（坐姿持球+标题）开始，保留至00:00:01.000过渡躺姿帧作为开场锚点,截至于00:00:29.487（‘赶紧做起来吧’字幕帧），避免后续黑场或静止尾帧,00:00:05.371（脚后跟点地）、00:00:09.548（臀桥式定型）、00:00:14.322（图示修复前后）、00:00:19.096（耻骨上提）、00:00:23.870（呼气收紧）为中段核心动作与提示帧,若图示‘修复前/后’被误读为医疗效果承诺且无‘仅供参考’弱化标识，则应放弃,fv_0029,健康/动作/业务承诺仍需人工复核
ali_fgr_084,结果承诺,盆底肌越练越紧,1,动作演示,轻行动,从00:00:00.000开始，保留标题字幕与初始坐姿完整帧（含球在胯下位置）,截至于00:00:27.932‘赶紧试起来吧’字幕完全呈现且人物手势完成时，避免切到下一帧黑场或空镜,00:00:05.091（双脚脚后跟垫起）、00:00:09.050（吸气时放松）、00:00:13.575（带动膝盖向内收）、00:00:18.100（吸气放松呼气嘘）,若实际口播内容包含‘治疗’‘治愈’‘医院同款’等医疗宣称，或动作与字幕严重不符（如字幕说‘吸气放松’但画面屏息），应放弃,fv_0070,健康/动作/业务承诺仍需人工复核
ali_fgr_085,结果承诺,盆骨松弛,1,动作演示,动作完成,从00:00:00.000开始，保留首帧坐姿+标题，避免跳过结果前置,止于00:00:09.820动作终态帧，后续无新动作或收尾语句，不宜延长,00:00:01.831–00:00:08.136：连续多帧展示同一跪姿球上动作的呼吸配合（吐气向后顶/吸气向后坐），含图示与口令字幕，动作循环重复,若实际成片中无呼吸口令同步、或动作与字幕不匹配（如顶髋方向错误）、或出现医疗术语误导，则应放弃,fv_0071,健康/动作/业务承诺仍需人工复核
ali_fgr_086,结果承诺,肚子平了,1,动作演示,动作完成,从00:00:00.000开始，保留首帧完整字幕与人物正面入镜,截至00:00:10.006背影定格帧，避免后续黑场或静止超2秒,00:00:01.864–00:00:08.285：连续多帧展示同一坐姿开胯+骨盆微调动作，含正面/侧面/背面视角轮换，字幕重复‘每天15分钟瑜伽小球’‘核心肌群越来越有力量’,若实际口播含‘7天见效’‘无需节食’等绝对化承诺，或演示动作与盆底肌无关（如误用腹直肌代偿），应放弃,fv_0073,健康/动作/业务承诺仍需人工复核
ali_fgr_087,结果承诺,肚子平了臀饱满了,1,坐姿提臀动作演示,轻行动（拍打100次）,从00:00:00.000开始，保留首帧完整字幕与人物正面姿态,截至00:00:16.554卡通图完全呈现后0.5秒内，避免剪断‘也没有了’字幕,00:00:03.043（左右提臀）、00:00:05.409（前后移动）、00:00:08.114（侧视盆底肌图解）、00:00:10.819（坐椅拍打）,若无解剖图或动作演示不连贯、字幕与画面动作脱节时应放弃,fv_0042,健康/动作/业务承诺仍需人工复核
ali_fgr_088,结果承诺,腿细了胯缩小了,1,坐姿动作演示,轻行动号召,从00:00:00.000（标题帧）开始，保留完整字幕出现过程,截至于00:00:36.291（‘赶紧试起来吧’定格），避免后续黑场或静音拖尾,00:00:06.595（‘生完宝宝过后’）、00:00:11.725（‘让我们坐在板凳上’）、00:00:17.588（‘盆底肌 呼气向中间收紧’）、00:00:23.450（‘用盆底肌的力量’）、00:00:29.313（‘收放-收放’）,若字幕中‘腿细了胯缩小了’被证实为绝对化效果承诺且无免责声明，则应放弃用于医疗健康类平台分发,fv_0076,健康/动作/业务承诺仍需人工复核
ali_fgr_089,结果承诺,臀部扁平、腰背无力、盆底松弛,1,动作演示、量化口令、对比图解、坐姿/仰卧/跪姿分场景执行,结果重申、动作完成状态展示,从00:00:00.000主讲人坐姿+标题帧切入，保留左上角免责声明,截至于00:00:16.020坐姿收尾帧，确保解剖图小窗完整可见,00:00:02.947（仰卧屈膝提臀）、00:00:05.238（仰卧静态臀桥保持）、00:00:07.858（猫牛式变体）、00:00:10.477（坐椅骨盆前倾后倾）、00:00:13.096（坐椅滚动100次指令+对比图）,若字幕出现‘治疗’‘治愈’‘临床验证’等越界词，或动作演示中出现脊柱超伸/膝过肩等高风险姿态且无警示,fv_0090,健康/动作/业务承诺仍需人工复核
ali_fgr_090,结果承诺,蜜桃臀不跳舞/不灵活/胯部僵硬,1,动作演示、功能说明、口令式字幕,轻行动、结果重申,从00:00:00.000开始，保留提问式字幕与主讲人正面镜头,截至于00:00:10.284动作定格帧，避免后续可能存在的黑场或冗余,00:00:00.851–00:00:08.507（多角度坐姿/跪姿动作演示，字幕含‘首要疏通灵活胯部’‘既能塑形提臀’等）,若字幕未标注‘非医疗保健科普 仅供参考’或出现具体疗效承诺（如‘7天见效’），应放弃,fv_0062,健康/动作/业务承诺仍需人工复核
ali_fgr_091,结果承诺+痛点可视化,翘臀紧致需求,1,动作演示,轻行动,从00:00:00.000开始，保留主讲人坐姿+标题字幕帧,截至00:00:18.899后第1帧（约00:00:19.2），需补0.3s黑场或收尾动作，当前结尾突兀,00:00:03.465（桥式起始位）→ 00:00:06.160（桥式顶峰位）→ 00:00:09.240（静态臀桥图解）→ 00:00:12.319（提拉臀线对比）→ 00:00:15.399（臀胯上提对比）,若无真实效果验证素材、或医学图示被证实错误且无法修正时应放弃,fv_0089,健康/动作/业务承诺仍需人工复核
ali_fgr_092,误区错误,弯腰代偿、骨盆前倾、核心未激活,1,对比演示、分步调整、静态定型,动作完成、视觉收束,从00:00:00.000开始，保留前3帧错误序列作为钩子,截至于00:00:27.003闭眼放松帧，避免后续可能存在的黑场或冗余,00:00:04.924（纠正后侧屈延展）、00:00:08.753（仰卧卷腹式错误）、00:00:13.129（站姿屈膝错误）、00:00:17.506（单腿平衡错误）构成多场景错误-正确对照,若实际视频中无口播解释机制、或错误动作未标注关键解剖点（如骨盆/肋骨位置），则素材信息密度不足应放弃,fv_0003,健康/动作/业务承诺仍需人工复核
ali_fgr_093,问题设问,需要多久呢,1,动作演示,结果重申,从00:00:00.000开始，保留设问字幕与人物正面入镜帧，确保问题清晰可读,截止于00:00:16.531‘抓握力’字幕完整呈现后1秒内，避免截断收益收束句,00:00:03.039：背对跪坐+八爪鱼图+‘快一周慢两周’；00:00:05.402：仰卧抬腿+‘其实八爪鱼特别好练’；00:00:08.103：仰卧+盆底肌图+‘都在偷偷练习盆底肌’；00:00:10.804：侧卧+解剖图+‘产后盆底肌’等字幕,若实际口播存在‘guaranteed results’或医疗宣称（如治疗尿失禁），则因健康边界风险应放弃,fv_0018,健康/动作/业务承诺仍需人工复核
