rejected_id,recording_id,start_time,end_time,original_reject_reason,missing_part,could_be_fixed_by_manual_edit,recheck_category,rescue_level,needs_transcript_or_audio,needs_manual_start_end_extension,risk_review_required,next_action,reason_for_next_action
rej_068,rec_002,00:59:30.000,01:02:30.000,无明确开头（观看理由缺失）、中段交付依赖动作但无方法说明、结尾无收束；整体为动作片段堆叠，非完整教学单元,opening/middle/ending/evidence,unclear,opening_missing;middle_missing;ending_missing;evidence_missing;possible_manual_extension;unlikely_rescue,medium,yes,yes,no,transcript_audio_recheck_then_manual_boundary_extension,备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。
rej_069,rec_002,01:02:20.000,01:05:20.000,缺乏完整结构：无明确开头（观看理由/问题引入）、中段交付内容模糊（动作存在但无步骤/原理说明）、结尾无收束；全程无字幕支撑，依赖口播判断的部分均标待复核,opening/middle/ending/evidence,unclear,opening_missing;middle_missing;ending_missing;evidence_missing;medical_or_business_risk;possible_manual_extension,medium,yes,yes,yes,transcript_audio_recheck_then_manual_boundary_extension,备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。
rej_070,rec_002,01:05:10.000,01:08:10.000,无明确开头理由、无中段知识/方法交付、结尾非自然收束；仅含连续动作片段，缺乏语义完整性,"opening,middle,ending,evidence",unclear,opening_missing;middle_missing;ending_missing;evidence_missing;continuity_risk;possible_manual_extension;unlikely_rescue,medium,yes,yes,no,transcript_audio_recheck_then_manual_boundary_extension,备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。
rej_071,rec_002,01:08:00.000,01:11:00.000,无开头观看理由、无中段方法交付、无结尾收束；仅为单一静态体式保持画面，缺乏信息密度与结构完整性,"opening,middle,ending,evidence",unclear,opening_missing;middle_missing;ending_missing;evidence_missing;possible_manual_extension,medium,yes,yes,no,transcript_audio_recheck_then_manual_boundary_extension,备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。
rej_072,rec_002,01:10:50.000,01:13:50.000,无开头观看理由、无中段真实交付、无结尾收束；仅静态躺姿重复帧，缺乏信息增量与结构完整性,opening/middle/ending/evidence/continuity,unclear,opening_missing;middle_missing;ending_missing;evidence_missing;continuity_risk;possible_manual_extension,medium,yes,yes,no,transcript_audio_recheck_then_manual_boundary_extension,备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。
rej_073,rec_002,01:13:40.000,01:16:40.000,无明确开头（无观看理由/问题引入）、无中段讲解或知识交付、无结尾收束；仅为动作片段堆叠,opening/middle/ending/evidence,unclear,opening_missing;middle_missing;ending_missing;evidence_missing;medical_or_business_risk;possible_manual_extension,medium,yes,yes,yes,transcript_audio_recheck_then_manual_boundary_extension,备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。
rej_074,rec_002,01:16:30.000,01:18:00.000,仅呈现单一静态姿势，无开头引入、无方法讲解、无收束动作；缺乏观看理由与交付内容,"opening,middle,ending,evidence",unclear,opening_missing;middle_missing;ending_missing;evidence_missing;possible_manual_extension,medium,yes,yes,no,transcript_audio_recheck_then_manual_boundary_extension,备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。
rej_075,rec_002,01:19:20.000,01:22:20.000,无明确开头（无问题引入/观看理由）、无中段方法交付（仅动作无讲解）、无结尾收束；画面单调重复，缺乏结构要素,opening/middle/ending/evidence,unclear,opening_missing;middle_missing;ending_missing;evidence_missing;possible_manual_extension,medium,yes,yes,no,transcript_audio_recheck_then_manual_boundary_extension,备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。
rej_076,rec_002,01:22:10.000,01:25:10.000,无开头理由、无中段交付、无结尾收束；纯静态画面，无动作/讲解/字幕支撑内容完整性,"opening,middle,ending,evidence",unclear,opening_missing;middle_missing;ending_missing;evidence_missing;possible_manual_extension,medium,yes,yes,no,transcript_audio_recheck_then_manual_boundary_extension,备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。
rej_077,rec_002,01:25:00.000,01:28:00.000,无明确开头理由、中段交付不完整、结尾缺失；动作孤立，缺乏语言/字幕支撑构成完整教学或说服闭环,"opening,middle,ending,evidence",unclear,opening_missing;middle_missing;ending_missing;evidence_missing;medical_or_business_risk,pending,yes,no,yes,transcript_audio_recheck_before_rule_change,当前主要缺语义证据；需要音频/字幕转写确认是否有开头理由、中段交付和结尾收束。
rej_078,rec_002,01:27:50.000,01:30:50.000,无开头理由、无中段交付、无结尾收束；仅为静态姿势维持，缺乏教学/演示逻辑链,opening/middle/ending/evidence,unclear,opening_missing;middle_missing;ending_missing;evidence_missing;possible_manual_extension,medium,yes,yes,no,transcript_audio_recheck_then_manual_boundary_extension,备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。
rej_079,rec_002,01:30:40.000,01:33:40.000,缺少完整结构：无明确开头（观看理由）、中段交付依赖口播不可见、结尾无收束；动作连续但语义断裂,opening/middle/ending/evidence,unclear,opening_missing;middle_missing;ending_missing;evidence_missing;continuity_risk;possible_manual_extension,medium,yes,yes,no,transcript_audio_recheck_then_manual_boundary_extension,备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。
rej_080,rec_002,01:33:30.000,01:36:30.000,缺乏开头观看理由与结尾收束；中段动作无明确方法论或交付证据；无字幕/文本支撑内容完整性,opening/middle/ending/evidence,unclear,opening_missing;middle_missing;ending_missing;evidence_missing,pending,yes,no,no,transcript_audio_recheck_before_rule_change,当前主要缺语义证据；需要音频/字幕转写确认是否有开头理由、中段交付和结尾收束。
rej_081,rec_002,01:36:20.000,01:39:20.000,开头缺失观看理由，中段无可靠交付证据（仅持瓶+手势），结尾无收束；整体为片段式讲解，不构成独立完整单元,opening/middle/ending/evidence,unclear,opening_missing;middle_missing;ending_missing;evidence_missing;medical_or_business_risk;possible_manual_extension,medium,yes,yes,yes,transcript_audio_recheck_then_manual_boundary_extension,备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。
rej_082,rec_002,01:39:10.000,01:42:10.000,无明确开头观看理由（未说明问题/痛点）、无完整方法交付（仅零散动作）、无结尾收束（未总结/致谢/引导）；所有关键要素缺失,"opening,middle,ending,evidence",unclear,opening_missing;middle_missing;ending_missing;evidence_missing;possible_manual_extension,medium,yes,yes,no,transcript_audio_recheck_then_manual_boundary_extension,备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。
rej_083,rec_002,01:42:00.000,01:43:03.677,缺乏开头观看理由、中段无实质交付、结尾无收束；仅呈现静态坐姿与零散手势，无法独立成段,"opening,middle,ending,evidence",unclear,opening_missing;middle_missing;ending_missing;evidence_missing;continuity_risk;possible_manual_extension;unlikely_rescue,pending,yes,yes,no,context_window_recheck_before_any_export,存在前后文救回线索，但当前窗口仍缺完整开中结证据。
